episode_seed,request_id,attempt_index,new_anchor,current_ms,remaining_tokens,generated_tokens,candidate_exists,mapping_changed,keep_remaining_ms,candidate_decode_ms,raw_decode_gain_ms,migration_ms,migration_mb,changed_blocks,net_gain_ms,profitable,old_mapping,candidate_mapping
20008,r0005,2,edge_0,18260.43136206753,70,39,1,0,4292.951113140678,4292.951113140678,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0023,1,edge_3,16211.72826595631,10,5,1,0,555.9468414377511,555.9468414377511,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0014,1,edge_3,18627.456918966953,59,47,1,0,3185.9887113453583,3185.9887113453583,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0013,1,edge_1,15899.554740708942,63,0,1,0,3641.8765183305395,3641.8765183305395,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0003,1,edge_4,26373.356875399055,9,0,1,0,520.0380421446912,520.0380421446912,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0021,1,edge_5,30475.58133592701,62,72,1,0,3603.258524054678,3603.258524054678,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0017,1,edge_2,26373.356875399055,6,0,1,0,347.3462875409185,347.3462875409185,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0004,1,edge_4,26373.356875399055,16,0,1,0,915.8372102538782,915.8372102538782,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20009,r0005,1,edge_2,5649.040708879742,183,228,1,0,3899.4460375897643,3899.4460375897643,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20009,r0007,1,edge_5,10812.15398991288,113,39,1,0,1991.8075466141056,1991.8075466141056,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20009,r0017,1,edge_0,15152.247311208102,380,33,1,0,8721.553129580465,8721.553129580465,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20009,r0017,2,edge_1,22512.04147038715,59,354,1,0,1421.7123750384344,1421.7123750384344,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
