episode_seed,request_id,attempt_index,new_anchor,current_ms,remaining_tokens,generated_tokens,candidate_exists,mapping_changed,keep_remaining_ms,candidate_decode_ms,raw_decode_gain_ms,migration_ms,migration_mb,changed_blocks,net_gain_ms,profitable,old_mapping,candidate_mapping
20007,r0004,1,edge_5,3721.399653010413,48,131,1,0,1014.9068480346122,1014.9068480346122,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20007,r0000,1,edge_5,6600.24805219958,81,71,1,0,1679.6852572179005,1679.6852572179005,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20007,r0019,1,edge_3,16672.194714540914,6,390,1,0,107.76019176684437,107.76019176684437,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20007,r0002,1,edge_1,17879.92515694378,93,33,1,0,1767.4719809871224,1767.4719809871224,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20007,r0021,1,edge_1,48790.39185040502,372,19,1,0,7822.727025133157,7822.727025133157,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20007,r0021,2,edge_2,54866.97047430498,83,308,1,0,1650.7216888043256,1650.7216888043256,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20007,r0012,1,edge_2,52326.224654407444,215,203,1,0,4258.166944412459,4258.166944412459,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:cloud_0|4:1:cloud_0|5:1:cloud_0|6:1:cloud_0|7:1:cloud_0|8:1:cloud_0|9:1:cloud_0|10:1:cloud_0|11:1:cloud_0|12:1:cloud_0|13:1:cloud_0|14:1:cloud_0|15:1:cloud_0|16:1:cloud_0|17:1:cloud_0|18:1:cloud_0|19:1:cloud_0|20:1:cloud_0|21:1:cloud_0|22:1:cloud_0|23:1:cloud_0|24:1:cloud_0|25:1:cloud_0|26:1:cloud_0|27:1:cloud_0
20008,r0007,1,edge_4,5759.815245934772,6,37,1,0,328.3732560781128,328.3732560781128,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0000,1,edge_5,11780.084959197115,20,84,1,0,1123.578669184316,1123.578669184316,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
20008,r0005,1,edge_1,15899.554740708942,109,0,1,0,6462.124853511689,6462.124853511689,0.0,0.0,0.0,0,0.0,0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0,0:1:cloud_0|1:1:cloud_0|2:1:cloud_0|3:1:edge_5|4:1:edge_5|5:1:edge_5|6:1:edge_5|7:1:edge_5|8:1:edge_5|9:1:edge_5|10:1:edge_5|11:1:edge_5|12:1:edge_5|13:1:edge_5|14:1:edge_5|15:1:edge_5|16:1:edge_5|17:1:edge_5|18:1:edge_5|19:1:edge_5|20:1:edge_5|21:1:edge_5|22:1:edge_5|23:1:edge_5|24:1:edge_5|25:1:edge_5|26:1:cloud_0|27:1:cloud_0
