episode,episode_seed,arrival_rate_rps,method,mobility_prior_beta,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,mapping_steps,reward,failure_reason
0,20007,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,9,1.3333333333333333,56444.26586637169,6780.364876723838,11174.782402813278,0.75,0.21259909781463468,0.159449323360976,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-265.60913237845864,
1,20008,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,22077.553482406867,3707.8732749404903,6828.537473070022,0.41666666666666663,0.5435384862531324,0.22647436927213851,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-134.19372704743,
2,20009,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,38703.803058671314,10538.980402188028,20299.720137393342,0.33333333333333337,0.3100470509786631,0.10334901699288769,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-155.46025013717488,
3,20010,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,46997.85956864382,16843.107115562863,27652.13434482765,0.6666666666666667,0.25533077697874984,0.17022051798583324,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-211.89242121194195,
4,20011,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,47875.73013301246,13253.401754672095,22548.554820295278,0.5,0.2506489189127888,0.1253244594563944,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-214.70395463462603,
5,20012,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,33274.6908816176,8583.48860320762,14479.530078086356,0.25,0.360634454657829,0.09015861366445725,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-170.24950376183003,
6,20013,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,39062.584680366475,14341.362215744608,22254.979541762827,0.16666666666666663,0.307199334047944,0.05119988900799066,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-174.40111643036164,
7,20014,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,40484.562716519475,12901.09508723159,26331.03220604197,0.5,0.2964092778777495,0.14820463893887476,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-183.86751925699582,
8,20015,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,45172.54924653008,7418.120771055165,14324.052943697046,0.5833333333333333,0.26564805839293604,0.15496136739587935,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-201.50670695981745,
9,20016,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,44983.87315889897,9269.849954550577,16171.28010233083,0.75,0.26676226739328895,0.20007170054496673,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-212.35212031114565,
10,20017,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,42225.26469057795,8469.682489005148,15832.10330378717,0.8333333333333334,0.2841900480182817,0.23682504001523474,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-200.19489189045203,
11,20018,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,34326.23951960527,9087.536350260096,18190.633210057076,0.75,0.3495867933085492,0.26219009498141194,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-188.22850056949918,
12,20019,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,45435.267885651614,9569.04017223473,21302.425823541515,0.41666666666666663,0.2641120116249954,0.11004667151041476,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-221.9807442684379,
13,20020,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,40815.25987673322,8137.545502614208,13975.113123799867,0.8333333333333334,0.2940076833086787,0.24500640275723226,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-186.7392608497633,
14,20021,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,51680.76611568465,13257.627847900047,22069.59529346602,0.5,0.23219470030956268,0.11609735015478134,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-245.70036797841243,
15,20022,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,33268.05975305015,5909.930684888412,11311.52086447616,0.5833333333333333,0.36070633782301637,0.21041203039675954,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-150.72415661089497,
16,20023,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,39104.62016305611,12536.647714841356,23407.910619979943,0.5,0.30686911034970077,0.15343455517485038,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-157.68257693634516,
17,20024,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,42541.692142579326,17776.854970819626,27867.566712587814,0.16666666666666663,0.2820762267702413,0.04701270446170688,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-218.70006398045123,
18,20025,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,40596.998337378296,8979.476150329687,18011.582288266894,0.5,0.295588356071917,0.1477941780359585,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-193.77819787005097,
19,20026,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,50623.18610549813,7259.508954317401,15705.557234702734,0.6666666666666667,0.23704553038191117,0.1580303535879408,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-226.93274132992963,
20,20027,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,43011.819516049225,14731.489753893895,32366.195707136118,0.5833333333333333,0.2789930799259115,0.16274596329011504,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-201.6161741911194,
21,20028,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,8,1.5,49383.214946839595,7608.027217700779,13725.302111304929,0.6666666666666667,0.24299754507514038,0.1619983633834269,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-249.89058820840555,
22,20029,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,42697.10651104392,10119.742676311776,20254.108060224138,0.5833333333333333,0.2810494897797375,0.16394553570484685,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-205.7064604955259,
23,20030,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,42140.38785058755,10649.380757979656,17715.15734405547,0.5,0.28476244790501354,0.14238122395250677,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-199.65220566486147,
24,20031,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,40641.53068666588,11602.529094038126,19805.102337876393,0.5,0.2952644695524987,0.14763223477624934,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-216.92101330425055,
25,20032,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,43945.71943066323,7043.499179627743,13486.168796623966,0.5833333333333333,0.2730641381109572,0.15928741389805837,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-217.62858299892844,
26,20033,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,47354.82179775344,9815.30907844308,21268.62402797239,0.5833333333333333,0.2534060850498078,0.14782021627905456,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-235.52860634542722,
27,20034,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,61787.20798557357,15027.99577273832,32942.03601173487,0.08333333333333337,0.19421495793760138,0.016184579828133448,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-270.03784609598216,
28,20035,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,41055.10482928984,9646.78949806826,19104.452890178145,0.41666666666666663,0.2922900830456258,0.12178753460234408,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-193.4528801225456,
29,20036,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,47860.15352041695,13261.422777259895,25909.821504277887,0.5,0.2507304953562434,0.1253652476781217,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-205.05919863303836,
30,20037,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,21922.303545588227,5159.8026126129325,7324.4436870869085,0.6666666666666667,0.5473877311773173,0.3649251541182116,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-133.32497453662305,
31,20038,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,50881.16541529142,13880.30942395529,24675.65273686577,0.25,0.23584365456365147,0.05896091364091287,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-218.85195723025961,
32,20039,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,43372.49978088295,9883.317823148956,17814.51855166015,0.6666666666666667,0.27667300848749266,0.1844486723249951,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-175.43295369913443,
33,20040,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,44002.54165515805,9304.61592223455,15348.086975917686,0.5833333333333333,0.27271151957635476,0.1590817197528736,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-173.47960936772154,
34,20041,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,42997.9100604663,8008.894831982984,16056.59365341867,0.8333333333333334,0.27908333179740274,0.23256944316450232,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-186.28544399801646,
35,20042,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,37111.68527542291,11570.193372532507,18502.818098854295,0.25,0.3233482907322174,0.08083707268305435,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-170.1306198119065,
36,20043,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,92883.8104697615,30881.951962192765,71287.1031793291,0.08333333333333337,0.12919366614386069,0.010766138845321726,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-366.30851827985646,
37,20044,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,69895.27577453398,15497.488980860624,27474.939287483252,0.41666666666666663,0.17168542318524116,0.07153559299385048,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-303.111614342901,
38,20045,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,27197.879974518313,8029.845330785539,14897.407725742707,0.33333333333333337,0.4412108594950341,0.1470702864983447,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-119.58497820597273,
39,20046,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,43619.85135509922,12451.84174290833,18350.99678136624,0.33333333333333337,0.27510410116510364,0.09170136705503455,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-174.5746422763894,
40,20047,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,37524.78358942267,8938.723195475664,20897.013134278965,0.6666666666666667,0.3197886530485551,0.2131924353657034,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-161.35097551240526,
41,20048,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,7,1.7142857142857142,39182.08474528167,8324.411531911706,18147.90843619818,0.33333333333333337,0.30626241758218464,0.10208747252739489,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-187.42489261619937,
42,20049,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,38819.36898224796,15956.566398479103,26786.023749479173,0.25,0.3091240356196306,0.07728100890490765,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-181.21807572888417,
43,20050,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,40200.1670634305,11741.266994724783,18856.5221805758,0.41666666666666663,0.2985062221524005,0.12437759256350023,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-186.72352339933965,
44,20051,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,37447.80156548074,14833.973787437848,19664.49240352058,0.33333333333333337,0.32044604752075917,0.10681534917358639,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-193.77115456730976,
45,20052,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,49668.690531974156,12916.331541804591,19427.14163741206,0.5833333333333333,0.2416008932684669,0.1409338544066057,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-235.93258918590232,
46,20053,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,10,1.2,42178.88975797518,6134.543315777421,13916.978803489457,0.5833333333333333,0.28450250987772957,0.1659597974286756,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-213.9995123687171,
47,20054,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,6,2.0,41587.72670672219,8924.84609086434,19828.441585618388,0.75,0.28854666869926154,0.21641000152444614,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-185.14600670159484,
48,20055,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,51332.910401480294,17904.631210007665,40238.30680354543,0.25,0.2337681597662531,0.05844203994156327,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-212.91878697300382,
49,20056,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,30877.752892404365,7997.618515168192,15897.188890215972,0.75,0.3886293164471786,0.29147198733538393,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-140.52775583894015,
50,20057,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,39437.58315772502,9711.016013987659,16952.196622612817,0.75,0.30427828074574703,0.2282087105593103,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-166.38448441999336,
51,20058,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,5,2.4,44537.958205280505,12918.936710753036,30566.447630368053,0.33333333333333337,0.2694330967012596,0.0898110322337532,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-200.98844540923932,
52,20059,0.4,full,0.0,stationary,keep,0.0,12,0,1.0,4,3.0,34395.445764028176,12956.961954236549,27466.160777938047,0.5833333333333333,0.3488833981779638,0.20351531560381222,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,-146.7420452221141,
