sample,sample_seed,beta,num_actions,base_action,selected_action,action_changed,base_node,selected_node,node_changed,base_group,selected_group,group_changed,base_risk_ms,selected_risk_ms,risk_reduction_ms,risk_improved,base_latency_lb_ms,selected_latency_lb_ms,latency_lb_delta_ms,base_next_match_rate,selected_next_match_rate,next_match_gain,mean_effective_handover_probability
1,92002,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.530552564666744,14.530552564666744,0.0,0,52.70063011869182,52.70063011869182,0.0,0.0,0.0,0.0,0.004560382478706831
1,92002,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.530552564666744,14.530552564666744,0.0,0,52.70063011869182,52.70063011869182,0.0,0.0,0.0,0.0,0.004560382478706831
1,92002,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.530552564666744,14.530552564666744,0.0,0,52.70063011869182,52.70063011869182,0.0,0.0,0.0,0.0,0.004560382478706831
1,92002,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.530552564666744,14.530552564666744,0.0,0,52.70063011869182,52.70063011869182,0.0,0.0,0.0,0.0,0.004560382478706831
2,92003,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
2,92003,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
2,92003,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
2,92003,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
2,92003,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
2,92003,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
2,92003,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.765871246647823,16.765871246647823,0.0,0,86.49543167028469,86.49543167028469,0.0,0.0,0.0,0.0,0.08871649500190656
3,92004,0.0,10,0,0,0,cloud_0,cloud_0,0,1,1,0,12.736950980609697,12.736950980609697,0.0,0,53.47369233245573,53.47369233245573,0.0,0.0,0.0,0.0,0.09286072697608487
3,92004,0.25,10,0,2,1,cloud_0,edge_4,1,1,1,0,12.736950980609697,4.03601340452712,8.700937576082577,1,53.47369233245573,138.59118768104176,85.11749534858603,0.0,0.14285714285714285,0.14285714285714285,0.09286072697608487
3,92004,0.5,10,0,2,1,cloud_0,edge_4,1,1,1,0,12.736950980609697,4.03601340452712,8.700937576082577,1,53.47369233245573,138.59118768104176,85.11749534858603,0.0,0.14285714285714285,0.14285714285714285,0.09286072697608487
3,92004,1.0,10,0,1,1,cloud_0,edge_1,1,1,1,0,12.736950980609697,1.8830278618800922,10.853923118729604,1,53.47369233245573,118.43867876661244,64.96498643415671,0.0,0.42857142857142855,0.42857142857142855,0.09286072697608487
3,92004,2.0,10,0,1,1,cloud_0,edge_1,1,1,1,0,12.736950980609697,1.8830278618800922,10.853923118729604,1,53.47369233245573,118.43867876661244,64.96498643415671,0.0,0.42857142857142855,0.42857142857142855,0.09286072697608487
3,92004,4.0,10,0,1,1,cloud_0,edge_1,1,1,1,0,12.736950980609697,1.8830278618800922,10.853923118729604,1,53.47369233245573,118.43867876661244,64.96498643415671,0.0,0.42857142857142855,0.42857142857142855,0.09286072697608487
3,92004,8.0,10,0,1,1,cloud_0,edge_1,1,1,1,0,12.736950980609697,1.8830278618800922,10.853923118729604,1,53.47369233245573,118.43867876661244,64.96498643415671,0.0,0.42857142857142855,0.42857142857142855,0.09286072697608487
4,92005,0.0,6,0,0,0,cloud_0,cloud_0,0,1,1,0,21.4894220652381,21.4894220652381,0.0,0,38.8846220002914,38.8846220002914,0.0,0.0,0.0,0.0,0.014709361038192606
4,92005,0.25,6,0,1,1,cloud_0,edge_3,1,1,1,0,21.4894220652381,2.7666768132542625,18.722745251983838,1,38.8846220002914,48.541508360951916,9.656886360660515,0.0,0.25,0.25,0.014709361038192606
4,92005,0.5,6,0,1,1,cloud_0,edge_3,1,1,1,0,21.4894220652381,2.7666768132542625,18.722745251983838,1,38.8846220002914,48.541508360951916,9.656886360660515,0.0,0.25,0.25,0.014709361038192606
4,92005,1.0,6,0,1,1,cloud_0,edge_3,1,1,1,0,21.4894220652381,2.7666768132542625,18.722745251983838,1,38.8846220002914,48.541508360951916,9.656886360660515,0.0,0.25,0.25,0.014709361038192606
4,92005,2.0,6,0,1,1,cloud_0,edge_3,1,1,1,0,21.4894220652381,2.7666768132542625,18.722745251983838,1,38.8846220002914,48.541508360951916,9.656886360660515,0.0,0.25,0.25,0.014709361038192606
4,92005,4.0,6,0,1,1,cloud_0,edge_3,1,1,1,0,21.4894220652381,2.7666768132542625,18.722745251983838,1,38.8846220002914,48.541508360951916,9.656886360660515,0.0,0.25,0.25,0.014709361038192606
4,92005,8.0,6,0,1,1,cloud_0,edge_3,1,1,1,0,21.4894220652381,2.7666768132542625,18.722745251983838,1,38.8846220002914,48.541508360951916,9.656886360660515,0.0,0.25,0.25,0.014709361038192606
5,92006,0.0,8,0,0,0,cloud_0,cloud_0,0,1,1,0,12.755390728417387,12.755390728417387,0.0,0,44.571907599757665,44.571907599757665,0.0,0.0,0.0,0.0,0.020850806823069338
5,92006,0.25,8,0,1,1,cloud_0,edge_2,1,1,1,0,12.755390728417387,2.4908938449134044,10.264496883503982,1,44.571907599757665,76.43798470521868,31.866077105461017,0.0,0.0,0.0,0.020850806823069338
5,92006,0.5,8,0,1,1,cloud_0,edge_2,1,1,1,0,12.755390728417387,2.4908938449134044,10.264496883503982,1,44.571907599757665,76.43798470521868,31.866077105461017,0.0,0.0,0.0,0.020850806823069338
5,92006,1.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,12.755390728417387,2.4908938449134044,10.264496883503982,1,44.571907599757665,76.43798470521868,31.866077105461017,0.0,0.0,0.0,0.020850806823069338
5,92006,2.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,12.755390728417387,2.4908938449134044,10.264496883503982,1,44.571907599757665,76.43798470521868,31.866077105461017,0.0,0.0,0.0,0.020850806823069338
5,92006,4.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,12.755390728417387,2.4908938449134044,10.264496883503982,1,44.571907599757665,76.43798470521868,31.866077105461017,0.0,0.0,0.0,0.020850806823069338
5,92006,8.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,12.755390728417387,2.4908938449134044,10.264496883503982,1,44.571907599757665,76.43798470521868,31.866077105461017,0.0,0.0,0.0,0.020850806823069338
6,92007,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
6,92007,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
6,92007,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
6,92007,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
6,92007,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
6,92007,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
6,92007,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,22.523753257416672,22.523753257416672,0.0,0,118.04164568019192,118.04164568019192,0.0,0.0,0.0,0.0,0.09653227837747176
7,92008,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
7,92008,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
7,92008,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
7,92008,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
7,92008,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
7,92008,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
7,92008,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.725078776821892,23.725078776821892,0.0,0,60.30792192442866,60.30792192442866,0.0,0.0,0.0,0.0,0.03802218162847186
8,92009,0.0,10,0,0,0,cloud_0,cloud_0,0,1,1,0,18.938458514740155,18.938458514740155,0.0,0,48.69777494237027,48.69777494237027,0.0,0.0,0.0,0.0,0.011421629424633383
8,92009,0.25,10,0,1,1,cloud_0,edge_0,1,1,1,0,18.938458514740155,0.10446623130612911,18.833992283434025,1,48.69777494237027,66.12505026857042,17.427275326200146,0.0,0.0,0.0,0.011421629424633383
8,92009,0.5,10,0,1,1,cloud_0,edge_0,1,1,1,0,18.938458514740155,0.10446623130612911,18.833992283434025,1,48.69777494237027,66.12505026857042,17.427275326200146,0.0,0.0,0.0,0.011421629424633383
8,92009,1.0,10,0,1,1,cloud_0,edge_0,1,1,1,0,18.938458514740155,0.10446623130612911,18.833992283434025,1,48.69777494237027,66.12505026857042,17.427275326200146,0.0,0.0,0.0,0.011421629424633383
8,92009,2.0,10,0,1,1,cloud_0,edge_0,1,1,1,0,18.938458514740155,0.10446623130612911,18.833992283434025,1,48.69777494237027,66.12505026857042,17.427275326200146,0.0,0.0,0.0,0.011421629424633383
8,92009,4.0,10,0,1,1,cloud_0,edge_0,1,1,1,0,18.938458514740155,0.10446623130612911,18.833992283434025,1,48.69777494237027,66.12505026857042,17.427275326200146,0.0,0.0,0.0,0.011421629424633383
8,92009,8.0,10,0,1,1,cloud_0,edge_0,1,1,1,0,18.938458514740155,0.10446623130612911,18.833992283434025,1,48.69777494237027,66.12505026857042,17.427275326200146,0.0,0.0,0.0,0.011421629424633383
9,92010,0.0,8,1,1,0,cloud_0,cloud_0,0,1,1,0,13.12473748394196,13.12473748394196,0.0,0,63.08482417752769,63.08482417752769,0.0,0.0,0.0,0.0,0.014874836768969616
9,92010,0.25,8,1,0,1,cloud_0,edge_3,1,1,1,0,13.12473748394196,2.634031862047805,10.490705621894154,1,63.08482417752769,51.613002207862515,-11.471821969665179,0.0,0.0,0.0,0.014874836768969616
9,92010,0.5,8,1,0,1,cloud_0,edge_3,1,1,1,0,13.12473748394196,2.634031862047805,10.490705621894154,1,63.08482417752769,51.613002207862515,-11.471821969665179,0.0,0.0,0.0,0.014874836768969616
9,92010,1.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,13.12473748394196,2.634031862047805,10.490705621894154,1,63.08482417752769,51.613002207862515,-11.471821969665179,0.0,0.0,0.0,0.014874836768969616
9,92010,2.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,13.12473748394196,2.634031862047805,10.490705621894154,1,63.08482417752769,51.613002207862515,-11.471821969665179,0.0,0.0,0.0,0.014874836768969616
9,92010,4.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,13.12473748394196,2.634031862047805,10.490705621894154,1,63.08482417752769,51.613002207862515,-11.471821969665179,0.0,0.0,0.0,0.014874836768969616
9,92010,8.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,13.12473748394196,2.634031862047805,10.490705621894154,1,63.08482417752769,51.613002207862515,-11.471821969665179,0.0,0.0,0.0,0.014874836768969616
10,92011,0.0,8,1,1,0,cloud_0,cloud_0,0,1,1,0,13.753393165067061,13.753393165067061,0.0,0,52.40812464643969,52.40812464643969,0.0,0.0,0.0,0.0,0.015243950439591689
10,92011,0.25,8,1,0,1,cloud_0,edge_5,1,1,1,0,13.753393165067061,2.324228666925543,11.429164498141517,1,52.40812464643969,52.244267631316305,-0.16385701512338358,0.0,0.6,0.6,0.015243950439591689
10,92011,0.5,8,1,0,1,cloud_0,edge_5,1,1,1,0,13.753393165067061,2.324228666925543,11.429164498141517,1,52.40812464643969,52.244267631316305,-0.16385701512338358,0.0,0.6,0.6,0.015243950439591689
10,92011,1.0,8,1,0,1,cloud_0,edge_5,1,1,1,0,13.753393165067061,2.324228666925543,11.429164498141517,1,52.40812464643969,52.244267631316305,-0.16385701512338358,0.0,0.6,0.6,0.015243950439591689
10,92011,2.0,8,1,0,1,cloud_0,edge_5,1,1,1,0,13.753393165067061,2.324228666925543,11.429164498141517,1,52.40812464643969,52.244267631316305,-0.16385701512338358,0.0,0.6,0.6,0.015243950439591689
10,92011,4.0,8,1,0,1,cloud_0,edge_5,1,1,1,0,13.753393165067061,2.324228666925543,11.429164498141517,1,52.40812464643969,52.244267631316305,-0.16385701512338358,0.0,0.6,0.6,0.015243950439591689
10,92011,8.0,8,1,0,1,cloud_0,edge_5,1,1,1,0,13.753393165067061,2.324228666925543,11.429164498141517,1,52.40812464643969,52.244267631316305,-0.16385701512338358,0.0,0.6,0.6,0.015243950439591689
11,92012,0.0,8,0,0,0,cloud_0,cloud_0,0,1,1,0,21.70808663244466,21.70808663244466,0.0,0,66.68932435232162,66.68932435232162,0.0,0.0,0.0,0.0,0.04586429054771726
11,92012,0.25,8,0,1,1,cloud_0,edge_2,1,1,1,0,21.70808663244466,2.2439716682436055,19.464114964201055,1,66.68932435232162,70.54935403520565,3.860029682884033,0.0,0.2,0.2,0.04586429054771726
11,92012,0.5,8,0,1,1,cloud_0,edge_2,1,1,1,0,21.70808663244466,2.2439716682436055,19.464114964201055,1,66.68932435232162,70.54935403520565,3.860029682884033,0.0,0.2,0.2,0.04586429054771726
11,92012,1.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,21.70808663244466,2.2439716682436055,19.464114964201055,1,66.68932435232162,70.54935403520565,3.860029682884033,0.0,0.2,0.2,0.04586429054771726
11,92012,2.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,21.70808663244466,2.2439716682436055,19.464114964201055,1,66.68932435232162,70.54935403520565,3.860029682884033,0.0,0.2,0.2,0.04586429054771726
11,92012,4.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,21.70808663244466,2.2439716682436055,19.464114964201055,1,66.68932435232162,70.54935403520565,3.860029682884033,0.0,0.2,0.2,0.04586429054771726
11,92012,8.0,8,0,1,1,cloud_0,edge_2,1,1,1,0,21.70808663244466,2.2439716682436055,19.464114964201055,1,66.68932435232162,70.54935403520565,3.860029682884033,0.0,0.2,0.2,0.04586429054771726
12,92013,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
12,92013,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
12,92013,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
12,92013,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
12,92013,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
12,92013,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
12,92013,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,14.267101876514543,14.267101876514543,0.0,0,98.93487191457828,98.93487191457828,0.0,0.0,0.0,0.0,0.04151076061502401
13,92014,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
13,92014,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
13,92014,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
13,92014,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
13,92014,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
13,92014,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
13,92014,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,23.569311196564065,23.569311196564065,0.0,0,140.2516776166587,140.2516776166587,0.0,0.0,0.0,0.0,0.024939050316704243
14,92015,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
14,92015,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
14,92015,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
14,92015,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
14,92015,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
14,92015,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
14,92015,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,16.05096863746826,16.05096863746826,0.0,0,35.6155074774734,35.6155074774734,0.0,0.0,0.0,0.0,0.007373437222691643
15,92016,0.0,6,0,0,0,cloud_0,cloud_0,0,1,1,0,14.424588855925071,14.424588855925071,0.0,0,65.41748526160893,65.41748526160893,0.0,0.0,0.0,0.0,0.030009340972916295
15,92016,0.25,6,0,1,1,cloud_0,edge_2,1,1,1,0,14.424588855925071,2.4642452720212242,11.960343583903846,1,65.41748526160893,80.12522387616309,14.70773861455416,0.0,0.0,0.0,0.030009340972916295
15,92016,0.5,6,0,1,1,cloud_0,edge_2,1,1,1,0,14.424588855925071,2.4642452720212242,11.960343583903846,1,65.41748526160893,80.12522387616309,14.70773861455416,0.0,0.0,0.0,0.030009340972916295
15,92016,1.0,6,0,1,1,cloud_0,edge_2,1,1,1,0,14.424588855925071,2.4642452720212242,11.960343583903846,1,65.41748526160893,80.12522387616309,14.70773861455416,0.0,0.0,0.0,0.030009340972916295
15,92016,2.0,6,0,1,1,cloud_0,edge_2,1,1,1,0,14.424588855925071,2.4642452720212242,11.960343583903846,1,65.41748526160893,80.12522387616309,14.70773861455416,0.0,0.0,0.0,0.030009340972916295
15,92016,4.0,6,0,1,1,cloud_0,edge_2,1,1,1,0,14.424588855925071,2.4642452720212242,11.960343583903846,1,65.41748526160893,80.12522387616309,14.70773861455416,0.0,0.0,0.0,0.030009340972916295
15,92016,8.0,6,0,1,1,cloud_0,edge_2,1,1,1,0,14.424588855925071,2.4642452720212242,11.960343583903846,1,65.41748526160893,80.12522387616309,14.70773861455416,0.0,0.0,0.0,0.030009340972916295
16,92017,0.0,8,1,1,0,cloud_0,cloud_0,0,1,1,0,17.23563410132654,17.23563410132654,0.0,0,55.60654908805667,55.60654908805667,0.0,0.0,0.0,0.0,0.015858867097684647
16,92017,0.25,8,1,0,1,cloud_0,edge_3,1,1,1,0,17.23563410132654,4.57916800546586,12.65646609586068,1,55.60654908805667,49.487936077949115,-6.118613010107552,0.0,0.5,0.5,0.015858867097684647
16,92017,0.5,8,1,0,1,cloud_0,edge_3,1,1,1,0,17.23563410132654,4.57916800546586,12.65646609586068,1,55.60654908805667,49.487936077949115,-6.118613010107552,0.0,0.5,0.5,0.015858867097684647
16,92017,1.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,17.23563410132654,4.57916800546586,12.65646609586068,1,55.60654908805667,49.487936077949115,-6.118613010107552,0.0,0.5,0.5,0.015858867097684647
16,92017,2.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,17.23563410132654,4.57916800546586,12.65646609586068,1,55.60654908805667,49.487936077949115,-6.118613010107552,0.0,0.5,0.5,0.015858867097684647
16,92017,4.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,17.23563410132654,4.57916800546586,12.65646609586068,1,55.60654908805667,49.487936077949115,-6.118613010107552,0.0,0.5,0.5,0.015858867097684647
16,92017,8.0,8,1,0,1,cloud_0,edge_3,1,1,1,0,17.23563410132654,4.57916800546586,12.65646609586068,1,55.60654908805667,49.487936077949115,-6.118613010107552,0.0,0.5,0.5,0.015858867097684647
17,92018,0.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
17,92018,0.25,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
17,92018,0.5,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
17,92018,1.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
17,92018,2.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
17,92018,4.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
17,92018,8.0,4,0,0,0,cloud_0,cloud_0,0,1,1,0,20.661860282542285,20.661860282542285,0.0,0,74.50703355863028,74.50703355863028,0.0,0.0,0.0,0.0,0.027757748426367204
18,92019,0.0,6,1,1,0,cloud_0,cloud_0,0,1,1,0,15.623761243701187,15.623761243701187,0.0,0,69.46472171452783,69.46472171452783,0.0,0.0,0.0,0.0,0.024057578270396285
18,92019,0.25,6,1,0,1,cloud_0,edge_2,1,1,1,0,15.623761243701187,3.523602809914923,12.100158433786264,1,69.46472171452783,63.40705082889888,-6.057670885628944,0.0,0.16666666666666666,0.16666666666666666,0.024057578270396285
18,92019,0.5,6,1,0,1,cloud_0,edge_2,1,1,1,0,15.623761243701187,3.523602809914923,12.100158433786264,1,69.46472171452783,63.40705082889888,-6.057670885628944,0.0,0.16666666666666666,0.16666666666666666,0.024057578270396285
18,92019,1.0,6,1,0,1,cloud_0,edge_2,1,1,1,0,15.623761243701187,3.523602809914923,12.100158433786264,1,69.46472171452783,63.40705082889888,-6.057670885628944,0.0,0.16666666666666666,0.16666666666666666,0.024057578270396285
