num_edge_nodes,queue_size,episodes,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mean_batch_size,wall_time_sec,wall_time_per_episode_sec,max_rss_mb
10,24,10,6758.542823014369,15613.642102689755,0.35416666666666663,0.5235217381095882,0.1943991539024133,1.7547640765032066,147.31,14.731,315.984375
4,24,10,3710.3679418105203,8023.898352443439,0.4583333333333333,0.5781861351462071,0.2529493510681424,1.6290119684237332,37.51,3.751,313.47265625
6,16,10,3781.2343502398535,7285.7633598605435,0.48125,0.5378481441823908,0.2595676278180915,1.5448373848373849,34.49,3.4490000000000003,313.21875
6,24,10,6130.0266918426705,12945.917115847258,0.2875,0.5221877613609627,0.1506197977845482,2.076975130133025,58.64,5.864,312.890625
6,32,10,5282.856561886554,11241.303887461572,0.3125,0.5469750836849987,0.17124377015255293,2.025712153687386,61.08,6.108,313.23046875
6,48,10,4987.832714577294,12069.251467060134,0.3979166666666666,0.6004681159035077,0.24025770749259773,1.9241845597240477,74.48,7.448,315.8828125
6,8,10,3699.96088399752,6446.527371871156,0.5875,0.5198699693643029,0.2982685553946573,1.436190476190476,21.21,2.121,312.89453125
8,24,10,5226.993183057155,10737.170263282333,0.4,0.5776322084535161,0.2407455687500694,1.933973673385438,65.17,6.517,316.15625
