mobility_mode,prediction_error,avg_e2e_reduction_pct,p95_reduction_pct,overhead_reduction_pct,slo_gain_pp,goodput_gain_pct,traffic_change_pct
driving,0.0,3.698640625742755,4.222063261185027,99.93566897756726,0.2500000000000058,0.6504905058734961,-12.675136845276944
driving,0.1,3.442508227255513,3.886568148712727,99.93574511021005,0.16666666666667052,0.5172492237660005,-9.024419016161382
driving,0.2,2.401920460962856,3.2607347735156633,93.44453175117837,0.16666666666667052,0.47172223087530163,0.4876942270613573
driving,0.3,1.3768714519890644,2.447792571994235,91.66989781142199,0.08333333333333526,0.14292639956177974,2.8940713683618986
high_speed,0.0,18.262671079675734,21.060065080445018,85.0323111872678,2.500000000000002,7.014842931624138,-13.724642536773038
high_speed,0.1,16.79721712709761,18.838259834561143,78.7314484566081,2.2500000000000075,6.4376469723087,-2.5863395021455564
high_speed,0.2,13.900652566085117,14.192226076695064,67.15218311737952,2.166666666666661,6.057053623326015,18.29209149147344
high_speed,0.3,12.71615909479345,14.500486157334432,62.10190176311846,1.8333333333333313,5.2769737375283485,23.545770944693217
