lambda,avg_e2e_ms_mean,avg_e2e_ms_ci95,p95_e2e_ms_mean,p95_e2e_ms_ci95,slo_mean_pct,slo_ci95_pp,goodput_rps_mean,goodput_rps_ci95
0.1,2177.384004704792,356.917909763035,4792.714751195182,670.3660745983041,77.83333333333333,3.9440983355547923,0.09165198213134286,0.00512807216401623
0.2,2563.4228106665264,451.5699354989605,5480.847283830601,973.0499119843377,71.5,3.9440983355548243,0.16191893045884106,0.009925206527082083
0.3,2874.1975973183253,497.6495935843056,6003.409236196109,1068.1002259688207,63.97222222222223,2.6293988903698935,0.21169286145775304,0.009641799674154933
0.4,3232.752537838172,556.7484004926822,6489.211389941785,869.1474231667486,59.02777777777777,2.3903626276089756,0.2417038246764839,0.010799719478829108
0.5,3511.142986157966,453.21539672159827,6783.1897452478,903.5710326131152,51.305555555555536,2.2708444962285084,0.2569886980033184,0.012013821318062204
0.6,3770.3035343099505,513.672941195687,7363.414413946722,1188.1684594579924,49.888888888888886,1.9122901020871788,0.2727619124900294,0.010791357664919935
0.7,4041.3618149022186,485.5649010095773,7742.897912219259,1124.7959296720956,43.05555555555555,1.5537357079458252,0.2696728481114417,0.009415987754922844
