beta,episodes,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_overhead_ms,mean_batch_size,avg_e2e_change_pct,p95_change_pct,slo_change_pp,goodput_change_pct
0.0,20,10266.755736400228,18596.501684131632,0.5291666666666666,0.2990949140870055,0.15446346893577015,7.65,99.2787836513377,2.0038095238095237,0.0,0.0,0.0,0.0
0.25,20,20445.73767800521,37089.66489550409,0.22083333333333327,0.21957421923680517,0.05223448920471836,16.0,208.0253258404169,2.5771428571428574,99.14506785737535,99.44431229854722,-30.83333333333333,-66.1832732589744
0.5,20,19516.05360159125,37322.605842536934,0.22499999999999992,0.2232094430178873,0.05172885053682598,15.8,204.96463540808782,2.642857142857143,90.08978203696944,100.69691857358451,-30.416666666666664,-66.51062487898925
1.0,20,17577.21593429162,32952.71718928638,0.26249999999999996,0.23464320237973135,0.06340708395705344,14.6,190.84098487297436,2.4628571428571426,71.20516339911109,77.19847393343278,-26.66666666666666,-58.95011008498086
2.0,20,17312.64765417681,32878.37582850601,0.29999999999999993,0.23389246995155716,0.07028855694087519,13.9,180.534497256,2.382857142857143,68.62822198833223,76.79871401060923,-22.916666666666664,-54.495028873070986
