node_type,phase,batch_size,token_length,group_size,latency_ms,peak_memory_gb
edge_fast,prefill,1,128,28,11.417797970352694,2.925077438354492
edge_fast,decode,1,128,28,9.043402475072071,2.9250259399414062
edge_fast,prefill,1,512,28,21.395767020294443,3.0444679260253906
edge_fast,decode,1,512,28,9.286582004278898,3.043076515197754
edge_fast,prefill,1,2048,28,72.79398350510746,3.5248374938964844
edge_fast,decode,1,2048,28,9.274757991079241,3.561000347137451
edge_fast,prefill,4,128,28,19.87466448917985,3.0444679260253906
edge_fast,decode,4,128,28,9.196991508360952,3.044468879699707
edge_fast,prefill,4,512,28,68.35606798995286,3.5248374938964844
edge_fast,decode,4,512,28,10.992194002028555,3.56173038482666
edge_fast,prefill,4,2048,28,274.1398154757917,5.444850921630859
edge_fast,decode,4,2048,28,9.993037005187944,5.425539493560791
edge_fast,prefill,8,128,28,33.070165023673326,3.204265594482422
edge_fast,decode,8,128,28,9.761851513758302,3.2038450241088867
edge_fast,prefill,8,512,28,141.95260850829072,4.165493011474609
edge_fast,decode,8,512,28,9.280489990487695,4.156306266784668
edge_fast,prefill,8,2048,28,572.2147815104108,8.00551986694336
edge_fast,decode,8,2048,28,11.822323518572375,7.966894626617432
