timestamp,gpu_util_pct,memory_used_mib
1786245262.459711323,30,560
1786245263.008373438,29,560
1786245263.544653326,30,560
1786245264.081117992,30,560
1786245264.617102432,30,560
1786245265.151711585,29,560
1786245265.689496094,30,560
1786245266.225830650,30,560
1786245266.762464755,30,560
1786245267.298814286,30,560
1786245267.834946796,30,560
1786245268.373572555,30,560
1786245268.913844980,30,560
1786245269.454513539,30,560
1786245269.991441469,30,560
1786245270.525440070,30,560
1786245271.059475347,30,560
1786245271.594149842,30,560
1786245272.129139511,30,560
1786245272.665307365,30,560
1786245273.200411409,30,560
1786245273.734648672,30,560
1786245274.273359854,30,560
1786245274.814509763,29,560
1786245275.352411614,30,560
1786245275.889706254,30,560
1786245276.428614469,30,560
1786245276.975269347,30,560
1786245277.518089714,30,560
1786245278.056092852,30,560
1786245278.593066023,30,560
1786245279.129676193,30,560
1786245279.664814913,30,560
1786245280.201173979,30,560
1786245280.738983373,30,560
1786245281.282245138,30,560
1786245281.821546129,30,560
1786245282.358672224,30,560
1786245282.892981954,30,560
1786245283.428355995,30,560
