phase,old_k,fitted_k,old_MAPE,fit_R2,fit_MAPE,fit_P95,cv_R2,cv_MAPE,cv_P95,cv_MAX
prefill,1.1,0.5845008201144619,17.752109825807384,0.882728458572895,2.6058228697555745,8.700885231473286,0.8799944728326669,2.6353759691802185,8.73547566298253,16.911837994116073
decode,0.8,0.4929201564462013,12.798947436201338,0.6092140644770632,6.513166360795196,16.269890662331637,0.5935120884384217,6.618079989987373,16.175596522944943,19.759891530919845
