node_type,phase,batch_size,token_length,group_size,latency_ms,peak_memory_gb
edge_fast,prefill,1,128,28,13.23451049393043,2.925077438354492
edge_fast,decode,1,128,28,10.20207500550896,2.9250259399414062
edge_fast,prefill,1,512,28,23.360035993391648,3.0444679260253906
edge_fast,decode,1,512,28,10.177512507652864,3.043076515197754
edge_fast,prefill,1,2048,28,83.90052651520818,3.5248374938964844
edge_fast,decode,1,2048,28,10.486468527233228,3.561000347137451
edge_fast,prefill,4,128,28,23.493467509979382,3.0444679260253906
edge_fast,decode,4,128,28,11.355872004060075,3.044468879699707
edge_fast,prefill,4,512,28,80.01774549484253,3.5248374938964844
edge_fast,decode,4,512,28,11.624081496847793,3.56173038482666
edge_fast,prefill,4,2048,28,315.3435429849196,5.444850921630859
edge_fast,decode,4,2048,28,13.063314516330138,5.425539493560791
edge_fast,prefill,8,128,28,39.81081550591625,3.204265594482422
edge_fast,decode,8,128,28,12.552148516988382,3.2038450241088867
edge_fast,prefill,8,512,28,162.48778899898753,4.165493011474609
edge_fast,decode,8,512,28,12.142524996306747,4.156306266784668
edge_fast,prefill,8,2048,28,656.0438880114816,8.00551986694336
edge_fast,decode,8,2048,28,13.530270487535745,7.966894626617432
