node_type,phase,batch_size,token_length,group_size,latency_ms,peak_memory_gb
edge_fast,prefill,1,128,28,9.655238507548347,2.925077438354492
edge_fast,decode,1,128,28,8.546328492229804,2.9250259399414062
edge_fast,prefill,1,512,28,17.43668701965362,3.0444679260253906
edge_fast,decode,1,512,28,7.807021989719942,3.043076515197754
edge_fast,prefill,1,2048,28,58.13206150196493,3.5248374938964844
edge_fast,decode,1,2048,28,7.888109510531649,3.561000347137451
edge_fast,prefill,4,128,28,16.968926502158865,3.0444679260253906
edge_fast,decode,4,128,28,8.309366996400058,3.044468879699707
edge_fast,prefill,4,512,28,55.57264748495072,3.5248374938964844
edge_fast,decode,4,512,28,8.380798011785373,3.56173038482666
edge_fast,prefill,4,2048,28,219.94764351984486,5.444850921630859
edge_fast,decode,4,2048,28,8.852863014908507,5.425539493560791
edge_fast,prefill,8,128,28,27.880439505679533,3.204265594482422
edge_fast,decode,8,128,28,7.923835015390068,3.2038450241088867
edge_fast,prefill,8,512,28,114.75436598993838,4.165493011474609
edge_fast,decode,8,512,28,8.30898099229671,4.156306266784668
edge_fast,prefill,8,2048,28,457.14936798322015,8.00551986694336
edge_fast,decode,8,2048,28,9.574528987286612,7.966894626617432
