node_type,phase,batch_size,token_length,group_size,latency_ms,peak_memory_gb
edge_fast,prefill,1,128,28,11.119009519461542,2.925077438354492
edge_fast,decode,1,128,28,9.295973984990269,2.9250259399414062
edge_fast,prefill,1,512,28,17.905704968143255,3.0444679260253906
edge_fast,decode,1,512,28,8.280160982394591,3.043076515197754
edge_fast,prefill,1,2048,28,63.13778803450987,3.5248374938964844
edge_fast,decode,1,2048,28,8.998275501653552,3.561000347137451
edge_fast,prefill,4,128,28,18.314828019356355,3.0444679260253906
edge_fast,decode,4,128,28,9.21214948175475,3.044468879699707
edge_fast,prefill,4,512,28,60.940186493098736,3.5248374938964844
edge_fast,decode,4,512,28,9.345817001303658,3.56173038482666
edge_fast,prefill,4,2048,28,241.07896300847642,5.444850921630859
edge_fast,decode,4,2048,28,8.932525990530849,5.425539493560791
edge_fast,prefill,8,128,28,30.602951534092426,3.204265594482422
edge_fast,decode,8,128,28,9.243756998330355,3.2038450241088867
edge_fast,prefill,8,512,28,126.44582148641348,4.165493011474609
edge_fast,decode,8,512,28,8.951545489253476,4.156306266784668
edge_fast,prefill,8,2048,28,505.95850398531184,8.00551986694336
edge_fast,decode,8,2048,28,9.670287487097085,7.966894626617432
