timestamp,gpu_util_pct,memory_used_mib
1786245039.060137777,0,1
1786245039.597228280,0,1
1786245040.137123846,0,1
1786245040.680436749,0,1
1786245041.220085488,0,1
1786245041.759161985,0,1
1786245042.294453288,0,1
1786245042.829698726,0,1
1786245043.368529533,0,1
1786245043.905468125,0,1
1786245044.440257269,0,1
1786245044.977708026,0,1
1786245045.514612041,0,1
1786245046.052716330,0,1
1786245046.592578025,0,1
1786245047.131250947,0,1
1786245047.667852211,0,1
1786245048.205020646,0,1
1786245048.743122218,0,1
1786245049.279744181,0,1
1786245049.816907926,0,1
1786245050.352924323,0,1
1786245050.901334352,0,1
1786245051.443136167,0,1
1786245051.985199610,0,1
1786245052.527449739,0,1
1786245053.063079382,0,1
1786245053.610803723,0,1
1786245054.151119583,0,1
1786245054.690364708,0,1
1786245055.225254453,0,1
1786245055.766038760,0,1
1786245056.302352023,0,1
1786245056.837123451,0,1
1786245057.373055982,0,1
1786245057.908716379,0,1
1786245058.448147725,0,1
1786245058.985889894,0,1
1786245059.529730850,0,1
1786245060.067712200,0,1
