node_type,phase,batch_size,token_length,group_size,latency_ms,peak_memory_gb
edge_fast,prefill,1,128,28,11.108072969364002,2.925077438354492
edge_fast,decode,1,128,28,9.24517700332217,2.9250259399414062
edge_fast,prefill,1,512,28,23.434791510226205,3.0444679260253906
edge_fast,decode,1,512,28,10.273120482452214,3.043076515197754
edge_fast,prefill,1,2048,28,79.52798300539143,3.5248374938964844
edge_fast,decode,1,2048,28,9.728740522405133,3.561000347137451
edge_fast,prefill,4,128,28,23.002622474450618,3.0444679260253906
edge_fast,decode,4,128,28,10.910425015026703,3.044468879699707
edge_fast,prefill,4,512,28,77.28984803543426,3.5248374938964844
edge_fast,decode,4,512,28,10.704120009904727,3.56173038482666
edge_fast,prefill,4,2048,28,303.45407547429204,5.444850921630859
edge_fast,decode,4,2048,28,12.406168010784313,5.425539493560791
edge_fast,prefill,8,128,28,37.822111014975235,3.204265594482422
edge_fast,decode,8,128,28,9.154608531389385,3.2038450241088867
edge_fast,prefill,8,512,28,156.27186649362557,4.165493011474609
edge_fast,decode,8,512,28,11.101861979113892,4.156306266784668
edge_fast,prefill,8,2048,28,631.3977845129557,8.00551986694336
edge_fast,decode,8,2048,28,12.36533501651138,7.966894626617432
