timestamp,gpu_util_pct,memory_used_mib
1786245112.408885969,11,560
1786245112.942765999,11,560
1786245113.476425803,11,560
1786245114.011420180,11,560
1786245114.547277684,11,560
1786245115.083674284,11,560
1786245115.627817939,11,560
1786245116.166648171,11,560
1786245116.701505191,11,560
1786245117.244175026,11,560
1786245117.790046999,11,560
1786245118.330782106,11,560
1786245118.868622156,11,560
1786245119.403903129,11,560
1786245119.939979274,11,560
1786245120.475991245,11,560
1786245121.011234305,11,560
1786245121.550574384,11,560
1786245122.086703709,11,560
1786245122.621716261,11,560
1786245123.156929010,11,560
1786245123.692220615,11,560
1786245124.227047948,11,560
1786245124.763757790,11,560
1786245125.301994211,11,560
1786245125.836837461,11,560
1786245126.380869745,11,560
1786245126.924731838,11,560
1786245127.463221563,11,560
1786245128.003418989,11,560
1786245128.541463086,11,560
1786245129.078162459,11,560
1786245129.613327997,11,560
1786245130.150427407,11,560
1786245130.686840142,11,560
1786245131.222447264,11,560
1786245131.756677496,11,560
1786245132.296860833,11,560
1786245132.833449729,11,560
1786245133.369439946,11,560
