episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
1,0.4,-323.9887862962756,12,0,1.0,6,2.0,81476.23091852879,20562.534911024108,49195.99698078894,0.08333333333333337,0.1472822179513834,0.012273518162615285,51,51,,0.998385
2,0.4,-624.6882661442338,12,0,1.0,5,2.4,148156.25951855865,58085.00499341044,129512.75192548915,0.0,0.08099556535103286,0.0,52,103,13.699251651763916,0.9967383333333333
3,0.4,-562.3656938979593,12,0,1.0,4,3.0,177958.12849574944,93024.63812576052,165331.87371167148,0.0,0.06743159248433332,0.0,45,148,13.977001190185547,0.9953133333333334
4,0.4,-476.98779454109325,12,0,1.0,4,3.0,108976.89050409678,60254.475942525525,97559.93363190738,0.0,0.11011508902934684,0.0,38,186,3.47586989402771,0.99411
5,0.4,-254.93992581733903,12,0,1.0,3,4.0,64628.070247959564,28633.655311794453,59198.645257513606,0.0,0.18567783246442923,0.0,32,218,1.2279394567012787,0.9930966666666666
6,0.4,-380.68389156067747,12,0,1.0,4,3.0,93852.98842443155,40941.82859520085,78718.30356357942,0.0,0.1278595407717054,0.0,32,250,2.5011390447616577,0.9920833333333333
7,0.4,-384.26957323058025,12,0,1.0,5,2.4,116424.30917527588,45431.50858591543,88495.82791529773,0.0,0.10307125792719195,0.0,41,291,12.48207139968872,0.990785
8,0.4,-334.53848211199255,12,0,1.0,4,3.0,92454.55696016169,25536.862152115853,73090.3198790085,0.16666666666666663,0.12979349417217753,0.021632249028696253,44,335,2.5646732449531555,0.9893916666666667
9,0.4,-307.0828158830484,12,0,1.0,4,3.0,95678.26287052772,30667.86684406702,83834.34362054737,0.0,0.12542033728432608,0.0,35,370,9.43773403763771,0.9882833333333333
10,0.4,-756.0274377444507,12,0,1.0,4,3.0,176760.6719538258,117083.4459057094,151172.5707211839,0.0,0.06788840451531375,0.0,43,413,8.788065552711487,0.9869216666666667
11,0.4,-255.75033184560033,12,0,1.0,5,2.4,58527.45836187704,22039.604717812817,44939.450980789356,0.08333333333333337,0.20503196851302918,0.017085997376085765,41,454,0.7574239782989025,0.9856233333333333
12,0.4,-465.67993120537955,12,0,1.0,6,2.0,99908.89092480947,42718.88464580973,91659.19640146272,0.0,0.12010943059142846,0.0,61,515,9.601443767547607,0.9836916666666666
13,0.4,-610.4702691389941,12,0,1.0,4,3.0,136324.2396134463,72811.0469893098,117530.71911248789,0.0,0.08802543138349099,0.0,47,562,12.758840799331665,0.9822033333333333
14,0.4,-469.6064931730808,12,0,1.0,4,3.0,133306.11840083558,63581.821154494166,121694.0650062259,0.0,0.09001837382975501,0.0,36,598,11.597482204437256,0.9810633333333333
15,0.4,-551.7014137013542,12,0,1.0,5,2.4,136077.71848769384,64609.13620796338,119231.59350331455,0.08333333333333337,0.08818490002156538,0.007348741668463782,43,641,11.656591415405273,0.9797016666666667
16,0.4,-395.2235206293967,12,0,1.0,5,2.4,105293.2888749167,33446.30655408023,55280.496455984496,0.0,0.11396737748647415,0.0,49,690,7.239613175392151,0.97815
17,0.4,-409.49678735069324,12,0,1.0,5,2.4,117023.22044515004,52666.25746525396,88047.51231973241,0.16666666666666663,0.10254375118333477,0.017090625197222462,41,731,3.23929762840271,0.9768516666666667
18,0.4,-384.42323025643276,12,0,1.0,5,2.4,88970.63228781238,32112.514935479074,70139.52317009337,0.0,0.13487596627593954,0.0,52,783,6.895675420761108,0.975205
19,0.4,-297.233527212389,12,0,1.0,6,2.0,82930.48547009192,14059.718821343151,33951.35219386904,0.08333333333333337,0.14469950262533654,0.012058291885444711,47,830,1.4466417133808136,0.9737166666666667
20,0.4,-555.1064627254594,12,0,1.0,4,3.0,126429.7201825738,67531.04223085301,110041.75757007132,0.0,0.09491439182710457,0.0,37,867,8.744387984275818,0.972545
