episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
1,0.2,-510.04090545034217,12,0,1.0,5,2.4,121606.37777423715,46583.509957742586,84776.27456481375,0.0,0.09867903492922107,0.0,52,52,,0.9983533333333333
2,0.1,-1029.9537910856113,12,0,1.0,10,1.2,227235.0470007104,31934.99303254807,86614.34989033447,0.0,0.052808755332369506,0.0,99,151,15.929175674915314,0.9952183333333333
3,0.2,-435.2471531449352,12,0,1.0,6,2.0,102612.40995358446,31858.81168446975,70954.32415728342,0.0,0.11694491928830111,0.0,69,220,10.162341117858887,0.9930333333333333
4,0.4,-420.0804379687012,12,0,1.0,4,3.0,100702.01925961295,41467.706275292636,77797.25165561867,0.0,0.11916344963315606,0.0,38,258,2.1354373693466187,0.99183
5,0.4,-379.3688237622767,12,0,1.0,4,3.0,82906.72058184381,51386.19850111103,76621.29827640689,0.0,0.1447409801736621,0.0,37,295,10.90794724225998,0.9906583333333333
6,0.1,-448.95368533871743,12,0,1.0,8,1.5,123133.87328451851,14075.90797734686,29385.395456613478,0.08333333333333337,0.09745490562351007,0.008121242135292505,72,367,15.313176155090332,0.9883783333333334
7,0.2,-638.097391856199,12,0,1.0,3,4.0,128736.3994687059,70134.3834764498,117988.9923786348,0.0,0.09321373014566124,0.0,31,398,15.169672012329102,0.9873966666666667
8,0.6,-690.0100384336624,12,0,1.0,5,2.4,218483.44264572638,93184.33836927223,204564.10140409818,0.0,0.05492407046815968,0.0,57,455,16.472729682922363,0.9855916666666666
9,0.1,-834.8199791831775,12,0,1.0,5,2.4,201432.7453057308,63312.36305180315,132964.6191876167,0.0,0.05957323364573436,0.0,47,502,0.35136155784130096,0.9841033333333333
10,0.1,-945.2185353018989,12,0,1.0,7,1.7142857142857142,237308.74573054316,42933.572203657386,71690.58247330025,0.08333333333333337,0.05056703646997331,0.00421391970583111,70,572,5.319144889712334,0.9818866666666667
11,0.4,-405.66562206986384,12,0,1.0,5,2.4,104991.91648197093,41691.787861363155,90262.1733447642,0.0,0.11429451335008847,0.0,46,618,14.100462317466736,0.98043
12,0.1,-541.898251478111,12,0,1.0,6,2.0,118100.45941999344,24995.40588110643,40368.61020146984,0.0,0.10160841083035192,0.0,60,678,7.584940195083618,0.97853
13,0.6,-283.37557985096726,12,0,1.0,5,2.4,86136.7189101976,41175.82112991924,67759.45454387556,0.08333333333333337,0.13931340956358784,0.011609450796965654,41,719,13.829896211624146,0.9772316666666667
14,0.4,-363.9314821951636,12,0,1.0,3,4.0,81966.22327046811,48471.27601921067,66255.81255937439,0.0,0.14640176796243243,0.0,28,747,0.6969936639070511,0.976345
15,0.4,-429.11159817258806,12,0,1.0,4,3.0,101156.79169292732,49256.13018826398,94913.1807742163,0.0,0.11862772433933387,0.0,39,786,4.463158190250397,0.97511
16,0.6,-474.35930795476713,12,0,1.0,5,2.4,120699.15808742848,47881.19237906584,90533.94559834746,0.0,0.09942074319447858,0.0,58,844,5.90806257724762,0.9732733333333333
17,0.1,-694.0045184584045,12,0,1.0,9,1.3333333333333333,152143.70253407766,21378.199576199975,42566.88152031824,0.08333333333333337,0.07887280117500887,0.00657273343125074,86,930,9.152702167630196,0.97055
18,0.1,-773.0317952005852,12,0,1.0,8,1.5,204126.54036613813,27395.1579186481,49122.40654914319,0.08333333333333337,0.058787064036238575,0.004898922003019881,63,993,6.5964155197143555,0.968555
19,0.4,-527.976230265744,12,0,1.0,5,2.4,135774.82087772258,52549.84077864023,100081.47371443996,0.0,0.08838163013160648,0.0,49,1042,17.31534554064274,0.9670033333333333
20,0.4,-595.0558652924163,12,0,1.0,5,2.4,134402.65303320086,46243.73229384199,99761.30100563202,0.0,0.08928395183565085,0.0,50,1092,11.436289310455322,0.96542
