module,arrival_rate_rps,avg_e2e_reduction_pct,slo_improvement_pp,goodput_improvement_pct
Node-conditioned DP,0.3,0.7778412633530596,-0.08333333333332416,-0.3825688171115568
Graph Dueling DDQN,0.3,7.570573791097044,6.166666666666664,12.734264139288362
Node-conditioned DP,0.5,1.2697993839740418,5.551115123125783e-15,-0.052867361820341664
Graph Dueling DDQN,0.5,7.089938578978935,5.166666666666658,13.786440233330874
Node-conditioned DP,0.7,3.059149259014552,0.6666666666666654,2.246892166982739
Graph Dueling DDQN,0.7,7.069810787707688,3.416666666666668,11.649356437816648
