node_type,phase,batch_size,token_length,group_size,latency_ms,peak_memory_gb
edge_fast,prefill,1,128,28,9.195734979584813,2.925077438354492
edge_fast,decode,1,128,28,7.576934003736824,2.9250259399414062
edge_fast,prefill,1,512,28,17.37865002360195,3.0444679260253906
edge_fast,decode,1,512,28,7.612770947162062,3.043076515197754
