episode,episode_seed,arrival_rate_rps,method,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,mapping_steps,reward,failure_reason
0,20007,0.4,full,driving,reactive,0.2,12,0,1.0,12,1.0,47935.05016153705,1571.1401561370149,2982.465135991883,0.9166666666666666,0.25033873876341045,0.22947717719979294,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,-149.47279800738312,
1,20008,0.4,full,driving,reactive,0.2,12,0,1.0,6,2.0,18505.378421061705,3471.1254361786173,6192.980972587769,0.41666666666666663,0.6484601247787682,0.2701917186578201,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-102.14562846702592,
2,20009,0.4,full,driving,reactive,0.2,12,0,1.0,10,1.2,24178.147459153686,2043.7639935423083,3480.0255727165486,0.6666666666666667,0.49631594067629364,0.3308772937841958,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-138.48584681907317,
3,20010,0.4,full,driving,reactive,0.2,12,0,1.0,12,1.0,25226.461758361896,1880.5337907991882,3078.5643319906994,0.8333333333333334,0.47569096748268,0.3964091395689,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,-146.87589532038854,
4,20011,0.4,full,driving,reactive,0.2,12,0,1.0,12,1.0,28882.516207745433,1735.8636186223148,3982.4684468833057,0.8333333333333334,0.41547626646122876,0.346230222051024,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,-156.90886465774628,
5,20012,0.4,full,driving,reactive,0.2,12,0,1.0,8,1.5,24196.81717362427,3449.916849884455,8357.455982106736,0.5833333333333333,0.49593299457089735,0.28929424683302346,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-141.28095867222902,
6,20013,0.4,full,driving,reactive,0.2,12,0,1.0,9,1.3333333333333333,20810.514293737215,2187.663927391953,3654.562743945959,0.33333333333333337,0.5766315925989066,0.19221053086630221,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-121.8893112432424,
7,20014,0.4,full,driving,reactive,0.2,12,0,1.0,8,1.5,20753.501651135386,2952.2647458802203,5622.0001230317,0.41666666666666663,0.5782156766467167,0.24092319860279862,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-157.36716068653388,
8,20015,0.4,full,driving,reactive,0.2,12,0,1.0,10,1.2,30475.805760201172,2069.309941799748,3205.3935485707507,0.5833333333333333,0.39375497056327174,0.22969039949524184,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-150.61763011646286,
9,20016,0.4,full,driving,reactive,0.2,12,0,1.0,10,1.2,32493.384695792014,2471.8502201359315,5141.782118175346,0.6666666666666667,0.3693059406505606,0.24620396043370704,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-147.47064670762293,
