episode_seed,request_id,handover_index,lead_ms,prediction_correct,had_prefetch_plan,accepted_prefetch,base_migration_ms,hidden_migration_ms,residual_base_ms,delta_sync_ms,delta_tokens,changed_blocks
20015,r0010,0,6647.610621599477,1,1,0,0.0,0.0,0.0,0.0,373,0
20015,r0008,0,3965.262641813024,1,1,1,0.0,0.0,0.0,0.0,187,0
20015,r0008,1,4682.965557835727,1,1,0,0.0,0.0,0.0,0.0,216,0
20015,r0016,0,668.6981966894527,1,1,0,0.0,0.0,0.0,0.0,36,0
20016,r0007,0,815.7664072119132,1,1,0,0.0,0.0,0.0,0.0,49,0
20016,r0002,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20016,r0002,1,7957.920413877615,1,1,0,0.0,0.0,0.0,0.0,373,0
20016,r0019,0,1911.2185840690254,1,1,0,0.0,0.0,0.0,0.0,100,0
20016,r0019,1,4634.78888843258,1,1,1,0.0,0.0,0.0,0.0,259,0
20016,r0004,0,5898.270123165592,1,1,1,0.0,0.0,0.0,0.0,310,0
20016,r0023,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20017,r0020,0,4018.6741981259947,1,1,1,0.0,0.0,0.0,0.0,224,0
20017,r0010,0,460.56578680812527,1,1,1,0.0,0.0,0.0,0.0,26,0
20017,r0010,1,3019.34405333989,1,1,0,0.0,0.0,0.0,0.0,153,0
20017,r0012,0,542.781564780762,1,1,0,0.0,0.0,0.0,0.0,26,0
20017,r0012,1,7265.01107459842,1,1,0,0.0,0.0,0.0,0.0,318,0
20017,r0001,0,4032.874771248931,1,1,0,0.0,0.0,0.0,0.0,172,0
20017,r0023,0,1812.633420149181,1,1,0,0.0,0.0,0.0,0.0,77,0
20017,r0023,1,5424.587909869122,1,1,0,0.0,0.0,0.0,0.0,232,0
20017,r0003,0,5519.964879315787,1,1,0,0.0,0.0,0.0,0.0,290,0
20017,r0004,0,14.905257969818194,1,1,1,0.0,0.0,0.0,0.0,0,0
20018,r0017,0,5358.803136574814,1,1,0,0.0,0.0,0.0,0.0,269,0
20018,r0021,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20018,r0002,0,3383.575586359839,1,1,0,0.0,0.0,0.0,0.0,163,0
20018,r0002,1,3545.745451406852,1,1,0,0.0,0.0,0.0,0.0,158,0
20018,r0014,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20018,r0010,0,370.2979050012691,1,1,0,0.0,0.0,0.0,0.0,16,0
20018,r0010,1,5633.778606587737,1,1,0,0.0,0.0,0.0,0.0,273,0
20018,r0006,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20018,r0006,1,2383.082291825096,1,1,0,0.0,0.0,0.0,0.0,120,0
20019,r0023,0,1739.7133880063993,1,1,1,0.0,0.0,0.0,0.0,61,0
20019,r0023,1,3992.4882237872043,1,1,0,0.0,0.0,0.0,0.0,131,0
20019,r0005,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20019,r0022,0,6048.295228409632,1,1,1,0.0,0.0,0.0,0.0,203,0
20019,r0022,1,3660.0939083277917,1,1,0,0.0,0.0,0.0,0.0,115,0
20019,r0009,0,97.65218666675719,1,1,0,0.0,0.0,0.0,0.0,3,0
20019,r0009,1,6065.388589952472,1,1,0,0.0,0.0,0.0,0.0,194,0
20019,r0009,2,6635.9955331276215,1,1,0,0.0,0.0,0.0,0.0,208,0
20019,r0003,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20020,r0008,0,1414.9534947296079,1,1,0,0.0,0.0,0.0,0.0,73,0
20020,r0008,1,6043.524363837851,1,1,0,0.0,0.0,0.0,0.0,270,0
20020,r0007,0,320.2043142715265,1,1,1,0.0,0.0,0.0,0.0,15,0
20020,r0007,1,6462.179623124706,1,1,0,0.0,0.0,0.0,0.0,329,0
20020,r0017,0,2845.4237563763018,1,1,0,0.0,0.0,0.0,0.0,137,0
20020,r0017,1,3215.862023995396,1,1,0,0.0,0.0,0.0,0.0,135,0
20020,r0013,0,2089.228975940947,1,1,0,0.0,0.0,0.0,0.0,100,0
20020,r0011,0,7380.298885797871,1,1,1,0.0,0.0,0.0,0.0,320,0
20020,r0004,0,157.2229262688743,1,1,0,0.0,0.0,0.0,0.0,7,0
20021,r0007,0,8131.69214896451,1,1,0,0.0,0.0,0.0,0.0,374,0
20021,r0021,0,3998.7683820425664,1,1,1,0.0,0.0,0.0,0.0,173,0
20021,r0002,0,2567.5339402354475,1,1,0,0.0,0.0,0.0,0.0,118,0
20021,r0002,1,6038.2929540987825,1,1,0,0.0,0.0,0.0,0.0,243,0
20021,r0017,0,4089.1003994069324,1,1,0,0.0,0.0,0.0,0.0,164,0
20021,r0022,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20021,r0022,1,1580.0032479926886,1,1,1,283.21244869789086,283.21244869789086,0.0,36.70341809364215,119,3
20021,r0004,0,2116.5917717734264,1,1,0,0.0,0.0,0.0,0.0,83,0
20021,r0000,0,4664.648877699801,1,1,0,0.0,0.0,0.0,0.0,199,0
20022,r0023,0,5106.43918213188,1,1,0,0.0,0.0,0.0,0.0,74,0
20022,r0001,0,4435.620716202312,1,1,1,101.26166600674163,101.26166600674163,0.0,38.951145546976164,64,2
20022,r0019,0,389.36057517948575,1,1,1,0.0,0.0,0.0,0.0,5,0
20022,r0022,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20022,r0007,0,5410.799039700734,1,1,1,343.44835586964183,343.44835586964183,0.0,160.92911242246302,75,21
20022,r0002,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20022,r0009,0,4142.068473211279,1,1,1,101.06875417869283,101.06875417869283,0.0,38.951145546976164,64,2
20022,r0013,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20022,r0013,1,3039.746990859152,1,1,0,0.0,0.0,0.0,0.0,92,0
20022,r0006,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0017,0,7739.176092322012,1,1,1,2014.1795311130772,2014.1795311130772,0.0,244.07389755064364,123,15
20023,r0001,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0003,0,5586.579859716045,1,1,1,376.80507350432106,376.80507350432106,0.0,91.18775435314946,83,8
20023,r0002,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0023,0,3035.2802785505955,1,1,1,1957.3160340763568,1957.3160340763568,0.0,100.99800178083036,45,15
20023,r0023,1,5795.773384004293,1,1,0,0.0,0.0,0.0,0.0,254,0
20023,r0000,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0000,1,1133.860064658842,1,1,0,0.0,0.0,0.0,0.0,30,0
20023,r0007,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0007,1,4045.202489407162,1,1,0,0.0,0.0,0.0,0.0,118,0
20023,r0015,0,1485.983671382779,1,1,1,1803.234300170404,1485.983671382779,317.2506287876249,58.80895559229567,22,15
20023,r0015,1,4424.177131981152,1,1,0,0.0,0.0,0.0,0.0,194,0
20023,r0015,2,4466.771425019368,1,1,0,0.0,0.0,0.0,0.0,179,0
20023,r0005,0,450.17845507944367,1,1,1,1896.7839243275894,450.17845507944367,1446.6054692481457,31.294360251946962,7,15
20023,r0005,1,6331.725601989416,1,1,0,0.0,0.0,0.0,0.0,253,0
20024,r0014,0,4211.097448547718,1,1,1,0.0,0.0,0.0,0.0,132,0
20024,r0014,1,5586.519937871796,1,1,1,0.0,0.0,0.0,0.0,164,0
20024,r0014,2,3083.6414792132273,1,1,0,0.0,0.0,0.0,0.0,89,0
20024,r0019,0,1934.6825488699615,1,1,0,0.0,0.0,0.0,0.0,54,0
20024,r0005,0,1311.8388183888128,1,1,0,0.0,0.0,0.0,0.0,39,0
20024,r0003,0,2806.206304334537,1,1,1,0.0,0.0,0.0,0.0,78,0
20024,r0020,0,1595.8875058559388,1,1,1,0.0,0.0,0.0,0.0,44,0
20024,r0022,0,2877.0068135117726,1,1,0,0.0,0.0,0.0,0.0,87,0
20024,r0012,0,3448.0931775567224,1,1,0,0.0,0.0,0.0,0.0,101,0
20024,r0012,1,9174.468245358581,1,1,0,0.0,0.0,0.0,0.0,251,0
20024,r0015,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20024,r0009,0,5716.545911232304,1,1,1,0.0,0.0,0.0,0.0,159,0
20024,r0009,1,6228.191618506709,1,1,0,0.0,0.0,0.0,0.0,170,0
20025,r0005,0,4523.854884685781,1,1,1,893.9800737865082,893.9800737865082,0.0,185.41360331434402,55,23
20025,r0021,0,8421.39080870352,1,1,1,499.3891650804527,499.3891650804527,0.0,291.4864282353267,105,23
20025,r0012,0,3817.1391318110764,1,1,1,174.57829044843353,174.57829044843353,0.0,31.497251909513594,45,2
20025,r0020,0,322.3500028339404,1,1,1,2048.0524089267997,322.3500028339404,1725.7024060928593,64.6999348897413,3,23
20025,r0020,1,6172.519376041411,1,1,0,0.0,0.0,0.0,0.0,214,0
20025,r0000,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0013,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0013,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0003,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0008,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0008,1,690.6549531881174,1,1,0,0.0,0.0,0.0,0.0,7,0
20026,r0000,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0
20026,r0021,0,3152.6110733033966,1,1,0,0.0,0.0,0.0,0.0,151,0
20026,r0004,0,5493.548493459339,1,1,0,0.0,0.0,0.0,0.0,263,0
20026,r0005,0,5961.047343594844,1,1,0,0.0,0.0,0.0,0.0,303,0
20026,r0019,0,3351.8648678594654,1,1,1,0.0,0.0,0.0,0.0,164,0
20026,r0019,1,6108.235740721564,1,1,0,0.0,0.0,0.0,0.0,260,0
20026,r0003,0,6092.657774895619,1,1,1,0.0,0.0,0.0,0.0,357,0
