episode,batcher,arrival_rate_rps,max_requests,agent_checkpoint,total_requests,served_requests,dropped_requests,completion_ratio,batches,mean_pending_size,max_pending_size,p95_pending_size,frac_pending_ge_16,frac_pending_ge_24,batch_opportunity_rate,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,prefill_ms,decode_service_ms,transfer_mb,handover_ms,slo_violations,slo_rate,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,reward,failure_reason
0,node_conditioned_dp,0.6,100,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,100,100,0,1.0,57,1.912280701754386,10,5.199999999999996,0.0,0.0,0.38596491228070173,1.7543859649122806,174095.49487476549,4571.827983405692,12117.445711213166,74672.05501081883,73548.02464131564,335.68359375,4124.731247108145,60,0.6,0.4,0.5743974022529095,0.22975896090116377,1596,-1105.5995783254782,
