episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
1,0.4,-262.14177927940955,12,0,1.0,4,3.0,68147.05591484376,28184.271910626398,50229.562235824014,0.08333333333333337,0.1760897787718833,0.014674148230990275,30,30,,0.99905
2,0.1,-594.9749489983027,12,0,1.0,9,1.3333333333333333,189786.47418509072,25464.663813387335,60691.8219116219,0.25,0.06322895270343085,0.01580723817585771,91,121,4.387123465538025,0.9961683333333333
3,0.4,-421.02211715718727,12,0,1.0,5,2.4,116854.96561820424,37409.56870490769,82486.97214014524,0.0,0.10269139986063701,0.0,47,168,13.941438436508179,0.99468
4,0.6,-392.9726290298033,12,0,1.0,5,2.4,98093.36294770525,42502.718126830856,88303.01888906115,0.0,0.12233243554303816,0.0,54,222,6.046142101287842,0.99297
5,0.2,-533.0242625170265,12,0,1.0,7,1.7142857142857142,113900.20319967937,31568.13509359829,63615.859358113645,0.08333333333333337,0.10535538710991325,0.008779615592492771,72,294,6.236845016479492,0.99069
6,0.2,-651.0189140182931,12,0,1.0,7,1.7142857142857142,164379.60889165293,57537.940504961494,127251.98871799876,0.16666666666666663,0.07300175539357516,0.012166959232262527,71,365,16.501549243927002,0.9884416666666667
7,0.4,-495.50378196670124,12,0,1.0,3,4.0,124434.14703452995,64423.118550830295,108059.44833053845,0.0,0.09643655126811816,0.0,39,404,7.041836261749268,0.9872066666666667
8,0.6,-281.1606922268327,12,0,1.0,4,3.0,95160.57832283745,37344.18731144244,86454.44453528142,0.08333333333333337,0.12610263841912925,0.010508553201594105,33,437,12.504703044891357,0.9861616666666667
9,0.6,-436.8058396712927,12,0,1.0,5,2.4,146891.8630159812,77429.40397075696,135231.9956620182,0.0,0.08169274834981467,0.0,35,472,15.456264019012451,0.9850533333333333
10,0.4,-362.49035122225996,12,0,1.0,3,4.0,73642.66339528713,48459.036883071036,66951.4892844185,0.0,0.16294902230230796,0.0,26,498,2.2643434070050716,0.98423
11,0.2,-409.66597623757235,12,0,1.0,5,2.4,138823.07850984734,43202.48050238154,112537.4432895035,0.0,0.08644095872826207,0.0,66,564,0.027541478164494038,0.98214
12,0.6,-319.87694780179754,12,0,1.0,4,3.0,85204.20155076223,29242.193823926234,69050.54602792431,0.0,0.14083812513460084,0.0,32,596,14.561169147491455,0.9811266666666667
