mode,keep_avg_ms,oracle_avg_ms,avg_gain_pct,avg_gain_ms,avg_ci_low_ms,avg_ci_high_ms,p95_gain_pct,p95_gain_ms,p95_ci_low_ms,p95_ci_high_ms,slo_gain_pp,slo_ci_low_pp,slo_ci_high_pp,goodput_gain_pct,handover_events,replan_events,replan_per_handover,replanned_blocks,migration_mb,migration_ms
stationary,15740.858234968435,15740.858234968435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walking,15747.320382073953,14881.49125723508,5.498263220861965,865.8291248388718,175.99713601925657,1555.661113658487,7.4359468678416025,2240.7991879069673,920.1571939214207,3561.4411818925137,0.0833333333333333,-0.08201807929239023,0.24868474595905682,0.2783845296011167,0.73,0.61,0.8356164383561644,7.15,48.91025390625,925.1073357318118
driving,15754.965489284976,13370.251794899665,15.136267331129138,2384.7136943853084,1172.777126839516,3596.6502619311004,18.57618166878178,5600.328459942546,3238.756409058835,7961.900510826257,1.7499999999999998,0.7447559366851649,2.7552440633148345,3.832823302550259,3.67,2.13,0.5803814713896458,18.05,105.32876953125,1988.3663509106193
high_speed,15706.25550474346,11652.912678383209,25.807187621111204,4053.34282636025,2342.5299772271246,5764.155675493375,28.52888873132253,8550.827744635173,5296.141079229457,11805.514410040889,4.249999999999999,2.3772704047426143,6.1227295952573835,10.601044450010333,12.55,4.78,0.3808764940239044,34.61,166.56609375,3139.5592171021353
