timestamp,gpu_util_pct,memory_used_mib
1786238229.106596417,0,1
1786238229.642647568,0,1
1786238230.179124763,0,1
1786238230.719213733,0,1
1786238231.255777995,0,1
1786238231.791493315,0,1
1786238232.346469550,0,1
1786238232.884599454,0,1
1786238233.425372752,0,1
1786238233.971203048,0,1
1786238234.508276627,0,1
1786238235.045125315,0,1
1786238235.579957271,0,1
1786238236.120712469,0,1
1786238236.657509467,0,1
1786238237.194319906,0,1
1786238237.733285556,0,1
1786238238.271428042,0,1
1786238238.807385005,0,1
1786238239.342953781,0,1
1786238239.881963005,0,1
1786238240.418688009,0,1
1786238240.959992139,0,1
1786238241.497523722,0,1
1786238242.033829559,0,1
1786238242.572432601,0,1
1786238243.108210887,0,1
1786238243.644758186,0,1
1786238244.181843240,0,1
1786238244.719116153,0,1
