episode,episode_seed,arrival_rate_rps,method,mobility_prior_beta,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,replan_events,replanned_blocks,mapping_steps,reward,failure_reason
0,20007,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,9,1.3333333333333333,56574.43871553283,6926.107290458436,11534.798359677392,0.75,0.21210992583308358,0.15908244437481267,7,6,1.0,0.0,1262.9137563421873,0.0,180.41625090602676,210.48562605703123,0.0,0.0,0.0,0,0,252,-290.54087419592645,
1,20008,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,5,2.4,34042.058134186824,10513.620171063436,17890.71828343467,0.08333333333333337,0.35250512623820973,0.029375427186517474,11,10,0.1,0.0,-352.03882822723426,0.0,-32.003529838839476,-35.20388282272343,0.0,0.0,0.0,0,0,140,-176.34574501063096,
2,20009,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,5,2.4,37741.716727889725,10240.702145853222,19655.80643322495,0.33333333333333337,0.3179505608215338,0.10598352027384458,8,7,0.5714285714285714,0.0,-901.3102583854325,0.0,-112.66378229817906,-128.75860834077608,0.0,0.0,0.0,0,0,140,-169.19541727652765,
3,20010,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,5,2.4,47322.26689709179,16549.886371110235,27668.46550180782,0.6666666666666667,0.2535804133410495,0.169053608894033,14,8,0.75,0.0,968.9572392323025,0.0,69.2112313737359,121.11965490403782,0.0,0.0,0.0,0,0,140,-226.90550731664717,
4,20011,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,5,2.4,41157.4036981941,11281.239248517833,18493.67505534325,0.6666666666666667,0.2915635808321538,0.19437572055476918,11,8,0.75,0.0,447.7907744034437,0.0,40.708252218494884,55.973846800430465,0.0,0.0,0.0,0,0,140,-216.9713599008716,
5,20012,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,4,3.0,79970.54177948427,29350.12479314696,53759.779079261534,0.0,0.15005525450971116,0.0,20,8,0.0,0.0,559.1071806378277,0.0,27.955359031891383,69.88839757972846,0.0,0.0,0.0,0,0,112,-252.44412158226334,
6,20013,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,4,3.0,38431.461933182,14019.029446245526,21808.747771083134,0.16666666666666663,0.3122441717378207,0.052040695289636785,8,7,0.2857142857142857,0.0,132.04055720524048,0.0,16.50506965065506,18.862936743605783,0.0,0.0,0.0,0,0,112,-183.4651863089527,
7,20014,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,3,4.0,65143.378155781684,30673.38392996039,59478.69298715411,0.08333333333333337,0.18420905301078497,0.015350754417565412,23,10,0.1,0.0,-942.216168668685,0.0,-40.96592037689935,-94.2216168668685,0.0,0.0,0.0,0,0,84,-290.1486123262521,
8,20015,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,8,1.5,46596.84915455569,7827.452116379951,15342.260080477836,0.5833333333333333,0.2575281423041622,0.15022474967742797,7,5,0.6,0.0,670.3052261352204,0.0,95.75788944788863,134.06104522704408,0.0,0.0,0.0,0,0,224,-227.65408921318607,
9,20016,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,7,1.7142857142857142,40375.11014869958,9948.05887990963,15645.836221906142,0.75,0.29721281145251566,0.22290960858938674,7,5,0.8,0.0,2060.709326495429,0.0,294.38704664220415,412.14186529908585,0.0,0.0,0.0,0,0,196,-217.45143020028456,
10,20017,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,8,1.5,40524.0026529342,9807.195903031243,19051.70886904825,0.6666666666666667,0.29612079790768453,0.1974138652717897,10,7,0.8571428571428571,0.0,2238.2679936010118,0.0,223.82679936010118,319.75257051443026,0.0,0.0,0.0,0,0,224,-220.0837732639849,
11,20018,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,7,1.7142857142857142,34337.065762621474,9158.388567520886,18229.003246407974,0.75,0.3494765709731354,0.26210742822985156,9,6,0.6666666666666666,0.0,379.3026160502923,0.0,42.14473511669914,63.217102675048714,0.0,0.0,0.0,0,0,196,-208.04591212188896,
12,20019,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,6,2.0,46399.094136800995,9797.908025102353,22073.16970732898,0.41666666666666663,0.2586257387831698,0.10776072449298742,9,5,0.6,0.0,1383.191560082665,0.0,153.68795112029613,276.638312016533,0.0,0.0,0.0,0,0,168,-239.87435422728296,
13,20020,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,7,1.7142857142857142,44237.80185264905,9201.442880401435,15085.869361872981,0.8333333333333334,0.2712612177243932,0.22605101477032769,9,6,1.0,0.0,1973.3265547056762,0.0,219.25850607840846,328.8877591176127,0.0,0.0,0.0,0,0,196,-206.10747515486528,
14,20021,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,6,2.0,55262.06918002991,15141.837532778358,25339.5681998629,0.5,0.21714713506124825,0.10857356753062412,9,7,0.7142857142857143,0.0,1887.3636995554316,0.0,209.70707772838128,269.62338565077596,0.0,0.0,0.0,0,0,168,-267.3967080747221,
15,20022,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,5,2.4,47656.48947181982,14131.768310594214,26259.381585898907,0.0,0.25180201338782676,0.0,14,9,0.0,0.0,176.0255708388122,0.0,12.573255059915157,19.55839675986802,0.0,0.0,0.0,0,0,140,-215.41500916770173,
16,20023,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,3,4.0,71248.75060919239,34397.98259650359,60031.678847614996,0.08333333333333337,0.16842400599866494,0.014035333833222077,28,11,0.09090909090909091,0.0,1665.5920907445834,0.0,59.48543181230655,151.41746279496212,0.0,0.0,0.0,0,0,84,-310.38065032519887,
17,20024,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,4,3.0,42152.35195893734,18024.00024539145,29629.80215335169,0.16666666666666663,0.28468162373690997,0.047446937289485,13,9,0.2222222222222222,0.0,1669.4794649301439,0.0,128.42149730231876,185.49771832557155,0.0,0.0,0.0,0,0,112,-218.398467249405,
18,20025,0.4,full,0.0,high_speed,stateful_keep,0.0,12,0,1.0,5,2.4,71779.03685867065,19806.26098090856,47918.98785773375,0.0,0.1671797299764192,0.0,16,9,0.0,0.0,-1957.5761732767587,0.0,-122.34851082979742,-217.50846369741762,0.0,0.0,0.0,0,0,140,-269.03958221466905,
