queue_size,runtime_s,runtime_std,peak_rss_mb,runtime_x
8,2.7066666666666666,0.9819538346242827,768.7330729166666,1.0
16,2.7300000000000004,0.3487119154832539,770.51953125,1.0086206896551726
24,2.626666666666667,0.4099186911246342,771.50390625,0.9704433497536947
32,2.7100000000000004,0.060827625302982115,771.48828125,1.0012315270935963
48,2.6766666666666663,0.08326663997864532,771.7356770833334,0.9889162561576353
