episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
34,0.1,-879.2596973241675,12,0,1.0,5,2.4,209850.95833751652,50514.0889959846,117859.86823480131,0.0,0.05718344150089438,0.0,48,1589,0.5057471841573715,0.9496816666666666
35,0.4,-358.6117974344357,12,0,1.0,4,3.0,85666.74381609027,43712.04607070206,65492.15843558688,0.0,0.14007769486093288,0.0,39,1628,2.5192469656467438,0.9484466666666667
36,0.2,-534.1428448047477,12,0,1.0,7,1.7142857142857142,125554.56129816073,24072.311444891402,82312.00979252269,0.08333333333333337,0.09557597809212998,0.007964664841010832,68,1696,13.827825546264648,0.9462933333333333
37,0.2,-442.4599103145646,12,0,1.0,5,2.4,96847.39374875365,46056.727875598,73011.0052901218,0.0,0.12390627703550805,0.0,39,1735,11.502874374389648,0.9450583333333333
38,0.2,-590.3366505822909,12,0,1.0,5,2.4,150572.17991452085,57100.277354793325,111160.81776179853,0.0,0.07969599700829426,0.0,52,1787,8.44961667060852,0.9434116666666666
39,0.6,-330.21320189193455,12,0,1.0,4,3.0,92278.98744892658,41775.083119400515,81392.03211878808,0.0,0.13004043858458686,0.0,39,1826,5.306185245513916,0.9421766666666667
40,0.6,-351.4049697629067,12,0,1.0,5,2.4,103259.1721364883,23464.326117034227,70554.19344681468,0.0,0.11621243664570893,0.0,48,1874,5.204656481742859,0.9406566666666667
41,0.4,-445.58988165055234,12,0,1.0,4,3.0,132151.27172382476,65745.126779831,118227.95969612565,0.0,0.09080502853637384,0.0,44,1918,14.176448822021484,0.9392633333333333
42,0.1,-663.306480340833,12,0,1.0,9,1.3333333333333333,146883.96616866367,28105.64834691338,44944.08387868005,0.08333333333333337,0.08169714035513352,0.00680809502959446,95,2013,4.584935426712036,0.936255
43,0.6,-437.2388268509735,12,0,1.0,3,4.0,94494.753382923,57363.808483493114,87800.72982474015,0.0,0.12699117750349756,0.0,30,2043,11.317655086517334,0.935305
44,0.6,-470.2435885258521,12,0,1.0,5,2.4,105568.36588511868,58136.26723364199,99482.97651621714,0.0,0.11367041536911358,0.0,46,2089,11.51103401184082,0.9338483333333334
45,0.1,-557.1162510690754,12,0,1.0,10,1.2,169745.45929933662,17456.46862208015,45954.990583170365,0.08333333333333337,0.07069408542374421,0.005891173785312017,101,2190,11.228914573788643,0.93065
46,0.4,-426.4691227264192,12,0,1.0,3,4.0,112264.40809095581,51669.6913035711,90887.93698003753,0.0,0.10689051146359482,0.0,24,2214,16.902663230895996,0.92989
47,0.1,-734.0287370874029,12,0,1.0,6,2.0,195122.7369226017,49264.6940907819,101362.98025957319,0.0,0.06149975235720466,0.0,66,2280,14.374315738677979,0.9278
48,0.2,-410.99459211877405,12,0,1.0,5,2.4,99779.96031494807,31595.939252389933,53773.78611255095,0.08333333333333337,0.12026462991288919,0.010022052492740767,51,2331,3.0606516003608704,0.926185
49,0.6,-495.10317651527976,12,0,1.0,4,3.0,131438.37857503883,55531.94173948785,118030.73759351912,0.0,0.09129753524119395,0.0,39,2370,10.187809467315674,0.92495
50,0.6,-442.7218190212408,12,0,1.0,4,3.0,144256.3697985625,42659.051044072585,117992.74691320202,0.0,0.08318523484790741,0.0,38,2408,6.097262904047966,0.9237466666666667
51,0.4,-337.2992316039675,12,0,1.0,7,1.7142857142857142,74740.28687700424,17947.265044468146,41832.44198868021,0.08333333333333337,0.16055597993285342,0.013379664994404452,66,2474,9.10444712638855,0.9216566666666667
52,0.1,-695.3812154551837,12,0,1.0,5,2.4,185394.63435027184,50472.154213714646,76796.73361799962,0.0,0.0647267923478736,0.0,52,2526,10.662328958511353,0.92001
53,0.6,-510.8312299503549,12,0,1.0,4,3.0,124338.37397091225,38284.42773638159,82785.41465744967,0.0,0.09651083263166432,0.0,37,2563,5.066546320915222,0.9188383333333333
54,0.1,-551.4746752031738,12,0,1.0,9,1.3333333333333333,166039.858548827,24748.404472327482,63516.617536069854,0.0,0.07227180331806404,0.0,94,2657,5.668946266174316,0.9158616666666667
55,0.1,-970.0195051086529,12,0,1.0,6,2.0,247907.48146172275,50338.132586758446,105838.93999712335,0.0,0.04840515473452066,0.0,62,2719,9.241180419921875,0.9138983333333334
56,0.4,-335.0832869612615,12,0,1.0,4,3.0,93987.354041761,41531.58933763863,80526.46624910359,0.0,0.12767675100916331,0.0,40,2759,13.848949134349823,0.9126316666666667
57,0.6,-557.2867585880317,12,0,1.0,4,3.0,128076.32371659449,82838.42357020365,117333.73768505026,0.0,0.09369413215321072,0.0,35,2794,2.225863501429558,0.9115233333333334
58,0.6,-404.10099489863785,12,0,1.0,4,3.0,102985.11524357453,47831.60465794764,85134.88793317256,0.0,0.11652169317496304,0.0,46,2840,3.992958188056946,0.9100666666666667
59,0.1,-813.4719741680495,12,0,1.0,7,1.7142857142857142,178685.13897253512,49104.82295312712,107148.0683045281,0.0,0.06715723573321039,0.0,71,2911,12.867982625961304,0.9078183333333334
60,0.4,-397.60054211161855,12,0,1.0,4,3.0,101345.37429077475,45133.36722662938,86246.98367472191,0.08333333333333337,0.11840698289366655,0.009867248574472211,34,2945,4.3797377198934555,0.9067416666666667
61,0.6,-414.8946690128992,12,0,1.0,4,3.0,98467.40755150784,38974.562790707954,81218.8330764203,0.0,0.12186773571471206,0.0,40,2985,7.362981617450714,0.905475
62,0.2,-437.34120772489405,12,0,1.0,4,3.0,109583.53895625063,48715.941301379244,97017.2759703858,0.0,0.10950549794518678,0.0,46,3031,8.63041090965271,0.9040183333333334
63,0.6,-494.94535968668094,12,0,1.0,3,4.0,126465.12484516916,70219.72808978501,119554.70739903318,0.0,0.09488781997955215,0.0,31,3062,15.042844772338867,0.9030366666666667
64,0.6,-420.84816493826145,12,0,1.0,5,2.4,121315.05838511194,41969.49911796792,89003.47216762837,0.0,0.09891599740162732,0.0,45,3107,1.2964540868997574,0.9016116666666667
65,0.2,-268.3069564142106,12,0,1.0,5,2.4,66401.0077310167,21683.88796404431,37832.85701419834,0.0,0.18072014883585358,0.0,44,3151,11.826897203922272,0.9002183333333333
66,0.4,-443.2154830991283,12,0,1.0,4,3.0,99330.30539024303,62879.85508168582,97104.16477122786,0.0,0.12080905170738286,0.0,35,3186,3.5489403009414673,0.89911
67,0.4,-493.3958673114894,12,0,1.0,5,2.4,105136.27645180702,45832.69473897819,86305.62346156916,0.0,0.11413757843612267,0.0,56,3242,7.6443160474300385,0.8973366666666667
68,0.2,-426.81180038513406,12,0,1.0,4,3.0,139152.4808538293,52924.11011565174,115478.46699910297,0.0,0.0862363353234444,0.0,41,3283,0.20173651725053787,0.8960383333333334
69,0.4,-495.2742406669958,12,0,1.0,4,3.0,114416.01217930194,59985.397782512235,107771.44633533612,0.08333333333333337,0.1048804251383516,0.008740035428195967,42,3325,9.245586395263672,0.8947083333333333
70,0.1,-525.248551840629,12,0,1.0,7,1.7142857142857142,135994.23381675358,23844.288669151767,50504.93126496748,0.0,0.088239035312111,0.0,60,3385,6.775460794568062,0.8928083333333333
71,0.4,-590.9850465563834,12,0,1.0,3,4.0,156480.16801119575,77158.30527069714,130591.22236622589,0.0,0.07668703422622496,0.0,37,3422,17.429598584771156,0.8916366666666666
72,0.4,-638.5230268240712,12,0,1.0,5,2.4,143402.70004281128,65574.6859647135,119828.01154355366,0.16666666666666663,0.08368043277021654,0.013946738795036091,51,3473,10.738898992538452,0.8900216666666667
73,0.1,-780.0363445194436,12,0,1.0,7,1.7142857142857142,197216.3643791971,39493.859132147365,80496.15131044638,0.0,0.060846877680632225,0.0,73,3546,13.898721694946289,0.88771
74,0.4,-434.6480206691623,12,0,1.0,6,2.0,89346.43575988188,28838.897023929574,52015.47820411629,0.16666666666666663,0.134308659298396,0.022384776549732668,57,3603,3.1253837049007416,0.885905
75,0.6,-385.096913188447,12,0,1.0,4,3.0,99776.84790521357,43507.432139561075,91795.10566605159,0.08333333333333337,0.1202683814124877,0.010022365117707308,45,3648,9.416851997375488,0.88448
76,0.6,-461.62647958944405,12,0,1.0,4,3.0,117266.35684688888,63086.334810894004,103015.5732914629,0.0,0.10233114017235169,0.0,39,3687,9.461194857954979,0.8832450000000001
77,0.2,-352.5319960938734,12,0,1.0,5,2.4,112048.01136634909,33747.91399493341,66986.9520050232,0.0,0.10709694758227463,0.0,47,3734,14.615660190582275,0.8817566666666666
78,0.1,-665.0103633273358,12,0,1.0,8,1.5,154014.4816472053,29026.925668693537,58190.15849106363,0.0,0.07791475107832983,0.0,85,3819,0.66004853323102,0.879065
79,0.1,-600.0084008411818,12,0,1.0,6,2.0,183707.55342828183,56995.91579698498,130423.91872567973,0.0,0.06532121176326437,0.0,69,3888,0.15455454215407372,0.87688
80,0.1,-906.8954976248856,12,0,1.0,8,1.5,243835.04250209237,46915.06469521651,132919.85136354918,0.0,0.04921359898422733,0.0,80,3968,2.016975700855255,0.8743466666666666
81,0.2,-441.58859289268355,12,0,1.0,4,3.0,132329.4883852664,43978.444295982124,95888.70202308202,0.0,0.09068273554465041,0.0,43,4011,2.4702355787158012,0.872985
82,0.2,-427.68763597701843,12,0,1.0,7,1.7142857142857142,104764.15167101483,22706.384886576332,46610.42947087213,0.0,0.11454299785372145,0.0,83,4094,9.37515902519226,0.8703566666666667
83,0.4,-574.4593778096265,12,0,1.0,4,3.0,116230.50759909983,58077.86009749214,99143.09090284216,0.0,0.10324311790317722,0.0,37,4131,13.621321678161621,0.869185
84,0.4,-410.13177450761987,12,0,1.0,5,2.4,80740.30759365235,41382.74753999488,71941.0590038281,0.0,0.148624650532585,0.0,48,4179,7.200312852859497,0.867665
85,0.2,-406.48450186243844,12,0,1.0,4,3.0,107662.27618020654,40456.59393603943,79226.36059796411,0.0,0.11145965351795314,0.0,43,4222,9.056256294250488,0.8663033333333333
86,0.1,-846.573793516865,12,0,1.0,7,1.7142857142857142,186452.80560356862,42345.91651800958,80758.38285764871,0.0,0.06435944989486565,0.0,65,4287,31.89280891418457,0.864245
87,0.4,-345.27123968279204,12,0,1.0,4,3.0,101984.90567291886,36405.600432847015,86253.5971817065,0.0,0.11766447123543781,0.0,46,4333,13.2385892868042,0.8627883333333334
88,0.2,-394.58366034213986,12,0,1.0,5,2.4,99926.68471477568,36135.96419702543,63476.306400215086,0.0,0.12008804289116597,0.0,49,4382,7.643208026885986,0.8612366666666667
89,0.2,-770.8636084913285,12,0,1.0,5,2.4,215727.84880690137,78279.71117069798,180702.3723568418,0.0,0.05562564159595934,0.0,58,4440,27.51994013786316,0.8594
90,0.4,-348.77824097392414,12,0,1.0,5,2.4,99708.27931036154,45005.85984433672,85237.75781661175,0.0,0.12035108902689665,0.0,48,4488,5.794954299926758,0.85788
91,0.4,-489.96583675289935,12,0,1.0,5,2.4,138223.65080514795,76707.78376630168,117001.69831097347,0.08333333333333337,0.08681582298036855,0.007234651915030713,56,4544,10.59369146823883,0.8561066666666667
92,0.6,-540.7517541431878,12,0,1.0,4,3.0,115537.81545440003,74209.68460834703,108782.83377774394,0.0,0.10386209876658183,0.0,47,4591,4.558144927024841,0.8546183333333334
93,0.2,-496.92141021186904,12,0,1.0,5,2.4,129076.72816565144,41958.84525577847,90944.34016433622,0.08333333333333337,0.0929679592172473,0.007747329934770609,48,4639,1.932174563407898,0.8530983333333333
94,0.4,-540.5557898760596,12,0,1.0,3,4.0,148401.103990826,83611.97606222697,125072.63570322435,0.0,0.08086193213725572,0.0,33,4672,5.184821426868439,0.8520533333333333
95,0.2,-400.00452444785134,12,0,1.0,4,3.0,102906.10026105025,38296.16031371556,61191.73829478305,0.0,0.11661116269646433,0.0,27,4699,8.401737004518509,0.8511983333333333
96,0.2,-910.6325418500078,12,0,1.0,8,1.5,208926.08191039303,53006.426446324156,142503.6301314821,0.16666666666666663,0.05743658182967657,0.009572763638279429,84,4783,2.5101440250873566,0.8485383333333334
97,0.2,-648.2080664416933,12,0,1.0,6,2.0,177487.95798150022,45669.605918457266,116200.26045602474,0.0,0.06761022063959277,0.0,70,4853,5.066548824310303,0.8463216666666666
98,0.4,-690.4887428907684,12,0,1.0,4,3.0,166335.24101817288,45996.99154944566,116776.04882391833,0.0,0.07214346116039803,0.0,41,4894,10.163408756256104,0.8450233333333333
99,0.1,-538.2627345750863,12,0,1.0,6,2.0,187371.56178534593,50565.896505481775,95766.69830205763,0.16666666666666663,0.06404387029525471,0.010673978382542453,61,4955,11.61570405960083,0.8430916666666667
100,0.4,-437.3848916705319,12,0,1.0,4,3.0,125788.38311638255,40865.290081397776,83646.23035374178,0.0,0.09539831662274648,0.0,39,4994,15.789282202720642,0.8418566666666667
101,0.2,-600.4308094348594,12,0,1.0,6,2.0,166896.2410881471,48428.962271343255,82409.9678116505,0.0,0.07190096027185022,0.0,62,5056,13.164175748825073,0.8398933333333334
102,0.2,-404.0391875919485,12,0,1.0,6,2.0,88709.7919187558,34761.98110656228,53754.564866274435,0.0,0.13527255267366775,0.0,57,5113,8.398096323013306,0.8380883333333333
103,0.2,-706.596719888812,12,0,1.0,5,2.4,159967.64334365513,57358.25235388165,109844.93539362925,0.0,0.0750151702505278,0.0,63,5176,21.28591251373291,0.8360933333333334
104,0.4,-408.9108063850291,12,0,1.0,4,3.0,107213.52485538945,38658.81578882082,85105.18475807157,0.0,0.1119261773753424,0.0,36,5212,10.78914338350296,0.8349533333333333
105,0.1,-658.7646015388412,12,0,1.0,8,1.5,144898.0954867754,21369.133458187003,41826.30888871504,0.08333333333333337,0.08281682350404129,0.006901401958670108,76,5288,5.704538583755493,0.8325466666666667
106,0.1,-770.1156559773423,12,0,1.0,7,1.7142857142857142,181722.4113239456,43670.39624889232,94147.30335497887,0.0,0.06603478301093157,0.0,71,5359,16.488196432590485,0.8302983333333334
107,0.4,-481.85058249668157,12,0,1.0,5,2.4,112300.07332136904,44991.24647647865,99763.27008337938,0.0,0.10685656424871254,0.0,44,5403,8.035088300704956,0.828905
108,0.2,-663.1004171296989,12,0,1.0,4,3.0,161498.29022086752,84332.9860086832,144085.18887677198,0.0,0.07430419222140754,0.0,46,5449,5.544765949249268,0.8274483333333333
109,0.2,-538.1556201317819,12,0,1.0,5,2.4,168833.98871165203,72571.2967743164,158065.71641851997,0.0,0.07107573594375327,0.0,60,5509,13.141725540161133,0.8255483333333333
110,0.1,-759.4748097803536,12,0,1.0,5,2.4,190916.42853703417,58300.04686263216,91882.61609021561,0.0,0.06285472702351662,0.0,50,5559,7.721394777297974,0.8239650000000001
111,0.2,-722.1741557208424,12,0,1.0,7,1.7142857142857142,156451.46865743192,40142.10873942636,85282.03025904918,0.0,0.07670110164497944,0.0,67,5626,23.489662170410156,0.8218433333333334
112,0.2,-552.1030227834823,12,0,1.0,6,2.0,130294.58997580389,32297.070597876835,73795.72552195795,0.0,0.09209898893137802,0.0,64,5690,1.6180184930562973,0.8198166666666666
113,0.6,-728.8594404497311,12,0,1.0,5,2.4,170320.91617544505,102685.99996703905,151838.17784839662,0.08333333333333337,0.07045523397513304,0.005871269497927753,55,5745,17.96332550048828,0.818075
114,0.1,-773.9439313281476,12,0,1.0,6,2.0,236790.01676697354,49654.31016346318,114574.01104925244,0.0,0.05067781219767078,0.0,71,5816,22.58489441871643,0.8158266666666667
115,0.4,-422.8223474246249,12,0,1.0,5,2.4,110099.08634503809,46003.46024556201,90738.67030161634,0.08333333333333337,0.10899273007946093,0.009082727506621745,46,5862,2.6871215105056763,0.81437
116,0.2,-491.78986361672975,12,0,1.0,5,2.4,143720.67993651508,41616.67454883259,85531.7123378645,0.08333333333333337,0.08349529104162806,0.006957940920135672,43,5905,12.83443634212017,0.8130083333333333
117,0.2,-486.00736067555914,12,0,1.0,4,3.0,136754.7551104839,48767.862226452,91924.76828670727,0.0,0.0877483199052583,0.0,45,5950,15.540617942810059,0.8115833333333333
118,0.4,-426.007129968524,12,0,1.0,5,2.4,101541.98827176918,41345.387427268906,84962.35010641662,0.0,0.11817771351771189,0.0,43,5993,12.359507441520691,0.8102216666666666
119,0.6,-613.1760139055783,12,0,1.0,5,2.4,160512.52863424315,71431.9244459434,146038.9499346507,0.0,0.07476051933207141,0.0,58,6051,8.019586652517319,0.808385
120,0.4,-481.88819957584155,12,0,1.0,5,2.4,120483.01359877556,46582.57305091622,91886.30801078783,0.16666666666666663,0.09959910232625484,0.01659985038770914,48,6099,1.434254676103592,0.8068649999999999
121,0.4,-578.7719981552277,12,0,1.0,5,2.4,150182.2576335813,79095.77838228935,130179.50428186516,0.0,0.07990291389331704,0.0,51,6150,16.211607694625854,0.80525
122,0.4,-751.5954068579426,12,0,1.0,4,3.0,190228.46811693974,101359.70455383776,156168.70312652257,0.0,0.06308204086794834,0.0,34,6184,7.607091546058655,0.8041733333333334
123,0.6,-387.4977227053934,12,0,1.0,3,4.0,131141.4544160143,58870.83482230547,108290.18687374916,0.0,0.09150424671921759,0.0,43,6227,6.047476530075073,0.8028116666666667
124,0.1,-985.2056325135286,12,0,1.0,7,1.7142857142857142,222008.4593568978,55297.85136758857,133048.68050523297,0.0,0.05405199439138922,0.0,81,6308,8.826844215393066,0.8002466666666667
125,0.4,-570.7533884884035,12,0,1.0,3,4.0,136492.1362749174,96604.6642955077,129303.7544544148,0.0,0.08791715279355028,0.0,35,6343,2.4757494181394577,0.7991383333333333
126,0.1,-576.0676300087799,12,0,1.0,6,2.0,138122.21963884428,35277.97621888106,64290.016794297364,0.0,0.08687957688036765,0.0,64,6407,14.772103071212769,0.7971116666666667
127,0.6,-605.4843480228164,12,0,1.0,4,3.0,194584.5601785687,64245.262919878565,162037.1095275646,0.0,0.06166984671850478,0.0,46,6453,4.705460041761398,0.795655
128,0.1,-758.9497121164671,12,0,1.0,9,1.3333333333333333,218840.5440375767,24617.003955424243,41705.799108534775,0.0,0.05483444602449673,0.0,99,6552,2.0913871228694916,0.79252
129,0.2,-316.70072825411467,12,0,1.0,5,2.4,99273.54653423048,30353.158916837256,66860.81638830989,0.0,0.12087812331618761,0.0,58,6610,12.239132285118103,0.7906833333333334
130,0.4,-405.30289093680847,12,0,1.0,4,3.0,133995.62810089585,35196.803794389474,71044.13434475998,0.0,0.0895551606427357,0.0,37,6647,11.30751657485962,0.7895116666666667
131,0.4,-513.4998447589237,12,0,1.0,3,4.0,123687.23321919821,49776.09870446951,97788.48587536505,0.0,0.09701890557074414,0.0,31,6678,21.3436861038208,0.78853
132,0.4,-353.95656259653356,12,0,1.0,4,3.0,93816.96560522696,48643.37575127313,88447.24771812781,0.0,0.12790863488907625,0.0,43,6721,4.350741267204285,0.7871683333333334
133,0.4,-368.7072305205408,12,0,1.0,3,4.0,87282.28367872891,49028.956930227665,78273.57502598925,0.0,0.1374849453317461,0.0,31,6752,27.058375358581543,0.7861866666666667
134,0.1,-532.3700524919342,12,0,1.0,5,2.4,154870.08853024003,35666.30142450059,67110.48674301563,0.0,0.07748429741264642,0.0,70,6822,13.26746380329132,0.7839700000000001
135,0.4,-602.3202618784085,12,0,1.0,4,3.0,145445.237003521,91664.4145921262,121068.911932877,0.0,0.0825052799749606,0.0,46,6868,2.815768301486969,0.7825133333333334
136,0.1,-879.3742920341571,12,0,1.0,7,1.7142857142857142,227302.03526142443,45228.477558901766,83084.90250038955,0.0,0.052793192045986606,0.0,77,6945,13.189250946044922,0.780075
137,0.2,-360.17979922261685,12,0,1.0,5,2.4,92548.24219139293,46669.49145281772,81318.38201382053,0.0,0.12966210611740836,0.0,59,7004,7.194177567958832,0.7782066666666667
138,0.1,-885.7378802881337,12,0,1.0,7,1.7142857142857142,211176.7105894892,47987.244320793514,87818.3825469452,0.0,0.05682444795405043,0.0,75,7079,11.800049901008606,0.7758316666666667
139,0.4,-409.13921234299664,12,0,1.0,3,4.0,112823.30639604665,50957.46716584087,107619.63808923142,0.0,0.10636100273356713,0.0,41,7120,10.644319534301758,0.7745333333333333
140,0.6,-733.985873534793,12,0,1.0,5,2.4,197361.53635461305,87801.76920926938,168767.10187538894,0.08333333333333337,0.06080212092815681,0.005066843410679734,59,7179,0.488850936293602,0.7726649999999999
141,0.1,-717.2548459878572,12,0,1.0,7,1.7142857142857142,183542.61922358838,40753.841968979934,82415.11002668113,0.0,0.06537991040316261,0.0,64,7243,14.881428718566895,0.7706383333333333
142,0.6,-335.03685513374296,12,0,1.0,4,3.0,97566.16898372097,36601.43107549264,77341.62257133923,0.0,0.12299345280229476,0.0,39,7282,9.139054775238037,0.7694033333333333
143,0.6,-665.2850462474439,12,0,1.0,5,2.4,174463.4722071876,86410.45132055378,163002.15268131712,0.0,0.06878230639448217,0.0,64,7346,12.512405633926392,0.7673766666666667
144,0.1,-816.1610663117465,12,0,1.0,6,2.0,242500.0568477601,66732.88919113227,140529.78048095288,0.0,0.04948452448212628,0.0,73,7419,5.130425080657005,0.765065
145,0.2,-526.0742937818179,12,0,1.0,4,3.0,153595.1252560234,55124.17276860434,121396.6192758875,0.0,0.07812747950169341,0.0,45,7464,13.85280704498291,0.76364
146,0.6,-331.7390148688975,12,0,1.0,3,4.0,93645.50551680771,40600.82830130417,85384.81910956561,0.0,0.1281428289993716,0.0,39,7503,6.501381412148476,0.762405
