episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
34,0.6,-251.00871916123896,12,0,1.0,4,3.0,80875.46393256265,24883.344936991092,61025.03809562631,0.08333333333333337,0.14837627404531617,0.012364689503776347,47,1966,4.103806748986244,0.9377433333333334
35,0.2,-407.6513579160515,12,0,1.0,4,3.0,115703.01839779734,36783.75106953921,91601.47739717254,0.08333333333333337,0.103713802510691,0.008642816875890916,35,2001,17.27250862121582,0.936635
36,0.6,-408.8272626207678,12,0,1.0,4,3.0,141009.2703326817,57669.72296776626,136178.90271161398,0.0,0.08510078785379517,0.0,41,2042,14.706687927246094,0.9353366666666667
37,0.2,-509.1499427775184,12,0,1.0,6,2.0,134814.359366354,30804.786012105324,74553.2009761708,0.08333333333333337,0.08901128972018743,0.007417607476682285,54,2096,20.389767169952393,0.9336266666666667
38,0.2,-431.0045491545555,12,0,1.0,4,3.0,122093.99753024532,60828.5534259213,89475.01008010394,0.0,0.09828492999442778,0.0,42,2138,1.3544140104204416,0.9322966666666667
39,0.2,-279.3821105176778,12,0,1.0,3,4.0,99250.5120926834,37201.01558491238,69520.01556168958,0.0,0.12090617717714144,0.0,34,2172,4.880999147891998,0.9312199999999999
40,0.4,-274.69858101373205,12,0,1.0,5,2.4,107719.45616723693,40581.02756404406,75957.5984521064,0.0,0.11140048814737538,0.0,46,2218,6.227984189987183,0.9297633333333333
41,0.6,-358.20364174538776,12,0,1.0,6,2.0,84801.49894845393,34968.47737980514,75845.31029800882,0.08333333333333337,0.14150693264625105,0.011792244387187588,63,2281,12.360345125198364,0.9277683333333333
42,0.2,-374.71015379724605,12,0,1.0,5,2.4,110148.08377616576,32038.10335220449,68615.282612974,0.0,0.10894424658703507,0.0,41,2322,13.574019193649292,0.92647
43,0.6,-310.9880553601029,12,0,1.0,4,3.0,78979.26414649733,53137.82667052123,75138.5195059421,0.0,0.15193861489696078,0.0,32,2354,3.7812061309814453,0.9254566666666667
44,0.6,-348.72879569867973,12,0,1.0,3,4.0,116877.73296866413,40344.27860228082,100099.11733081889,0.0,0.10267139595544086,0.0,33,2387,19.426939964294434,0.9244116666666666
45,0.1,-886.3752592499776,12,0,1.0,7,1.7142857142857142,197327.29042941274,42186.862428061686,76265.61082483557,0.0,0.060812673066590356,0.0,70,2457,9.906049907207489,0.922195
46,0.4,-584.9619623130573,12,0,1.0,5,2.4,140836.98322008213,67415.09598222241,115287.51295667952,0.0,0.08520489239142483,0.0,57,2514,4.7361826077103615,0.92039
47,0.6,-597.9475146338825,12,0,1.0,4,3.0,142637.16614838975,75850.20998509372,133828.42426039127,0.08333333333333337,0.08412954578413341,0.007010795482011118,43,2557,20.66909408569336,0.9190283333333333
48,0.2,-381.2080037203837,12,0,1.0,4,3.0,94552.31354923488,24619.928729213614,57093.57637818235,0.08333333333333337,0.12691386968285456,0.010576155806904547,36,2593,8.923205733299255,0.9178883333333333
49,0.6,-267.4341579061451,12,0,1.0,4,3.0,80316.30110819831,40104.601037260196,64482.8874555319,0.0,0.14940927102499613,0.0,40,2633,3.464374104514718,0.9166216666666667
50,0.4,-197.44902844178986,12,0,1.0,5,2.4,60201.30958350995,24421.284243302507,52124.85171456472,0.16666666666666663,0.19933121194571124,0.03322186865761854,50,2683,18.630297660827637,0.9150383333333333
51,0.6,-192.274206077443,12,0,1.0,4,3.0,66565.93035255706,30323.814659349136,48229.570352157985,0.0,0.18027239965615582,0.0,38,2721,21.69637966156006,0.913835
52,0.6,-276.883569556581,12,0,1.0,4,3.0,110001.68657702947,32961.94520693737,78222.20661057156,0.08333333333333337,0.10908923647817811,0.009090769706514843,43,2764,10.373025178909302,0.9124733333333334
53,0.2,-579.3900984922785,12,0,1.0,4,3.0,143998.62376738468,75787.75119215657,122247.94633578685,0.0,0.08333412977185667,0.0,33,2797,21.916177451610565,0.9114283333333333
54,0.4,-289.22703359556573,12,0,1.0,4,3.0,87433.32656332906,40446.44368987789,64070.82428303405,0.08333333333333337,0.1372474372378849,0.011437286436490408,34,2831,11.462026834487915,0.9103516666666667
55,0.6,-349.99489008451604,12,0,1.0,5,2.4,75953.52692939056,38254.575390538164,56324.30966843653,0.08333333333333337,0.15799134661851424,0.013165945551542853,50,2881,20.770784692838788,0.9087683333333334
56,0.4,-425.39995001780886,12,0,1.0,4,3.0,130326.28911633675,60377.97093331583,99045.9133316522,0.0,0.09207658778105858,0.0,37,2918,4.0797494649887085,0.9075966666666667
57,0.4,-389.63554666438824,12,0,1.0,4,3.0,88187.63846460238,40085.07251324632,72503.90337717059,0.0,0.13607349293990537,0.0,41,2959,9.543861657381058,0.9062983333333333
58,0.1,-527.8181172571277,12,0,1.0,7,1.7142857142857142,144675.7479770832,28342.057643159016,58807.899651680855,0.0,0.08294410201978575,0.0,73,3032,3.065230067819357,0.9039866666666667
59,0.6,-209.54516207081323,12,0,1.0,4,3.0,60243.62978883528,25190.823092037364,53639.77278763995,0.0,0.19919118489477064,0.0,49,3081,4.1892177034169436,0.902435
60,0.2,-746.6445597457772,12,0,1.0,5,2.4,214252.22545412683,80294.05656747978,190920.1651832226,0.0,0.056008753115935776,0.0,54,3135,0.042580341920256615,0.900725
61,0.2,-687.9572241967107,12,0,1.0,5,2.4,187880.29620713321,77211.1103965821,163411.58567384366,0.08333333333333337,0.06387045497719626,0.005322537914766355,54,3189,3.408536911010742,0.899015
62,0.2,-413.9510750872536,12,0,1.0,4,3.0,128775.37842073571,39289.48652417702,69248.497068281,0.0,0.0931855153303726,0.0,41,3230,4.6987210512161255,0.8977166666666667
63,0.4,-568.3647434643011,12,0,1.0,5,2.4,152857.82336804472,86187.30014759774,124493.84010328427,0.0,0.0785043234006211,0.0,55,3285,0.2599441632628441,0.895975
64,0.2,-514.9711663830798,12,0,1.0,6,2.0,131515.80135788186,45376.43276419662,93996.87232319472,0.08333333333333337,0.09124378877748313,0.0076036490647902605,71,3356,8.737792015075684,0.8937266666666667
65,0.6,-183.87411535763795,12,0,1.0,5,2.4,48121.66526174597,18332.917567879962,34608.42962795615,0.08333333333333337,0.2493679288679839,0.020780660738998657,44,3400,18.131378173828125,0.8923333333333333
66,0.4,-214.96410501247274,12,0,1.0,6,2.0,75108.76865363073,23999.27729390987,50875.4373624641,0.08333333333333337,0.15976829623367717,0.013314024686139764,63,3463,9.766942648217082,0.8903383333333333
67,0.1,-840.7458979076011,12,0,1.0,7,1.7142857142857142,195082.7873870441,49092.711005135534,113111.89428164852,0.08333333333333337,0.06151234642855501,0.005126028869046251,70,3533,12.129043221473694,0.8881216666666667
68,0.4,-613.4309367305364,12,0,1.0,6,2.0,171972.07751693795,51060.448274631286,142990.80360839324,0.0,0.06977876974718812,0.0,69,3602,13.026069164276123,0.8859366666666667
69,0.1,-848.1285322413579,12,0,1.0,11,1.0909090909090908,215747.7370728327,24977.787638534483,45731.55185157948,0.0,0.0556205138594293,0.0,112,3714,9.79760217666626,0.88239
70,0.1,-540.3514899243113,12,0,1.0,8,1.5,140917.41567000106,18869.586194196087,40515.63634283734,0.08333333333333337,0.08515625938032723,0.007096354948360602,78,3792,17.692217350006104,0.87992
71,0.1,-508.42526992982687,12,0,1.0,7,1.7142857142857142,157387.16535279618,37238.21711881755,69361.14856356094,0.16666666666666663,0.07624509897678772,0.012707516496131286,74,3866,6.392625242471695,0.8775766666666667
72,0.1,-548.2774980173615,12,0,1.0,5,2.4,170895.60168014545,46839.36610095395,88735.60020529202,0.0,0.07021830803147085,0.0,71,3937,8.927883625030518,0.8753283333333334
73,0.4,-292.1391417520361,12,0,1.0,4,3.0,76260.63081658568,38479.87455477602,56337.19783925296,0.0,0.15735511064498248,0.0,42,3979,2.4875209107995033,0.8739983333333333
74,0.4,-526.783016134739,12,0,1.0,4,3.0,134072.35287823566,83006.75884116662,127607.84231272805,0.0,0.08950391145069547,0.0,41,4020,4.870513845235109,0.8727
75,0.4,-588.7942963955722,12,0,1.0,8,1.5,127716.7536454539,39795.11497001793,102951.48295343184,0.0,0.09395791591534196,0.0,89,4109,2.7697393260896206,0.8698816666666667
76,0.4,-257.6490767697129,12,0,1.0,4,3.0,75774.53607240794,31215.26395632497,66979.07701841128,0.0,0.15836454595423916,0.0,39,4148,1.832816481590271,0.8686466666666667
77,0.6,-334.92739194835616,12,0,1.0,3,4.0,78121.57070391376,47070.80967925952,70113.58006453975,0.08333333333333337,0.15360674256641413,0.01280056188053451,31,4179,4.978310823440552,0.867665
78,0.1,-357.53006783953975,12,0,1.0,7,1.7142857142857142,93315.22115656565,17543.2633045774,28298.10645268205,0.25,0.12859638386181632,0.03214909596545408,73,4252,1.0563278496265411,0.8653533333333334
79,0.6,-231.718143491149,12,0,1.0,4,3.0,46651.728693737314,19894.35627812269,42443.74490142679,0.16666666666666663,0.2572251947784932,0.04287086579641553,32,4284,8.041622877120972,0.86434
80,0.1,-372.82699408506693,12,0,1.0,8,1.5,95667.32388951241,20498.94494247714,42921.72392417014,0.25,0.1254346783428266,0.03135866958570665,77,4361,0.3273618221282959,0.8619016666666667
81,0.1,-760.2013208152597,12,0,1.0,9,1.3333333333333333,209865.19551363317,26498.87532017351,54603.39305450283,0.16666666666666663,0.05717956219767971,0.009529927032946618,80,4441,5.485782493837178,0.8593683333333333
82,0.4,-583.5852229974716,12,0,1.0,5,2.4,146577.15106890618,51754.52038851988,84432.01086922614,0.0,0.08186814870183129,0.0,55,4496,16.252238541841507,0.8576266666666666
83,0.1,-501.5290040996894,12,0,1.0,10,1.2,182222.88596229485,24125.691428783906,66968.8998664085,0.16666666666666663,0.06585341866708781,0.010975569777847968,100,4596,3.4475345611572266,0.85446
84,0.4,-385.3234402808257,12,0,1.0,4,3.0,102599.1875540787,45419.57150866153,91220.1245216452,0.0,0.11695999048408601,0.0,37,4633,17.201650977134705,0.8532883333333333
85,0.1,-559.5292451343952,12,0,1.0,6,2.0,145251.32034238594,50457.838666177406,90881.4999293546,0.0,0.08261542801616976,0.0,55,4688,2.8603026792407036,0.8515466666666667
86,0.4,-538.0214265727873,12,0,1.0,3,4.0,119948.63727762402,71047.12845433848,106870.50077426246,0.0,0.10004282059683355,0.0,23,4711,9.564975023269653,0.8508183333333333
87,0.1,-387.52253296318696,12,0,1.0,6,2.0,119059.94303759976,27363.690079267515,65603.89625786972,0.0,0.1007895661113355,0.0,73,4784,12.900631070137024,0.8485066666666666
88,0.2,-299.92063050209595,12,0,1.0,5,2.4,102489.12099454623,31422.29804070937,51363.20838016804,0.0,0.11708559780348353,0.0,45,4829,9.686817646026611,0.8470816666666667
89,0.4,-535.1457263201592,12,0,1.0,4,3.0,158195.49760316097,79944.95962779985,126951.26662679641,0.0,0.07585550904933103,0.0,42,4871,9.878045320510864,0.8457516666666667
90,0.4,-482.9542637137737,12,0,1.0,3,4.0,104879.96839431318,67345.36205394489,95042.14051260878,0.0,0.11441651045206327,0.0,32,4903,8.984042406082153,0.8447383333333334
91,0.4,-435.82758285430003,12,0,1.0,4,3.0,165368.2662132639,40056.454657846174,97077.17266122095,0.08333333333333337,0.07256531301189574,0.006047109417657979,41,4944,5.518926978111267,0.84344
92,0.1,-617.5805271135657,12,0,1.0,6,2.0,171532.3500522246,45840.51313842023,82286.82423615285,0.0,0.0699576493667025,0.0,70,5014,5.6075136959552765,0.8412233333333333
93,0.4,-600.3994489781517,12,0,1.0,5,2.4,152239.66511724374,71363.54110012754,132699.6497719562,0.0,0.07882308458021428,0.0,57,5071,3.92118464037776,0.8394183333333334
94,0.4,-515.6806623178929,12,0,1.0,6,2.0,126287.652449761,56847.97724046273,97812.3854034514,0.0,0.09502116610152184,0.0,67,5138,20.762879371643066,0.8372966666666667
95,0.2,-376.76292379506424,12,0,1.0,5,2.4,102884.07084201892,34635.37994586738,76257.71800569796,0.08333333333333337,0.11663613134463062,0.009719677612052552,55,5193,3.5798566788434982,0.835555
96,0.4,-742.2146489671188,12,0,1.0,5,2.4,166197.55638661393,74193.02599619646,149605.4444415616,0.08333333333333337,0.07220322765808437,0.006016935638173697,63,5256,2.2810094356536865,0.8335600000000001
97,0.2,-326.4713333421055,12,0,1.0,6,2.0,86486.09035109266,18637.409312221662,28760.794377318827,0.08333333333333337,0.1387506355216853,0.011562552960140441,60,5316,6.49284390360117,0.8316600000000001
98,0.2,-491.4442181900466,12,0,1.0,7,1.7142857142857142,108816.73790079661,39348.00330445994,75314.26976878683,0.08333333333333337,0.11027715249964457,0.009189762708303713,70,5386,7.301077306270599,0.8294433333333333
99,0.4,-493.0186602101212,12,0,1.0,4,3.0,126128.29948110692,58243.28488423224,115053.98618982248,0.0,0.0951412177074306,0.0,35,5421,0.16338568367064,0.828335
100,0.6,-246.77035503340142,12,0,1.0,4,3.0,57972.860087300156,23636.802562584762,48852.688137543,0.16666666666666663,0.20699341005307387,0.03449890167551231,39,5460,11.633542537689209,0.8271
