episode,episode_seed,arrival_rate_rps,method,mobility_prior_beta,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,replan_events,replanned_blocks,mapping_steps,reward,failure_reason
0,28801,0.4,full,0.0,walking,keep,0.1,100,0,1.0,87,1.1494252873563218,245252.6038095137,1988.3417638137364,6251.623043369525,0.83,0.4077428677481827,0.33842658023099165,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2436,-752.2906477353209,
1,28802,0.4,full,0.0,walking,keep,0.1,100,0,1.0,26,3.8461538461538463,303946.04252930195,22063.530926526895,56292.26681996621,0.0,0.32900576420684763,0.0,7,6,0.0,0.0,84.93783867833396,0.0,12.133976954047709,14.156306446388994,0.0,0.0,0.0,0,0,728,-909.7458338352385,
2,28803,0.4,full,0.0,walking,keep,0.1,100,0,1.0,29,3.4482758620689653,269069.5688240872,20054.779942302346,45490.9439234416,0.020000000000000018,0.37165109542870006,0.0074330219085740005,2,2,0.0,0.0,25.826928244972372,0.0,12.913464122486186,12.913464122486186,0.0,0.0,0.0,0,0,812,-936.3199619320376,
3,28804,0.4,full,0.0,walking,keep,0.1,100,0,1.0,87,1.1494252873563218,227342.85644235887,1524.9659482354168,4682.861099993325,0.86,0.43986427180901666,0.3782832737557543,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2436,-589.1810843024106,
4,28805,0.4,full,0.0,walking,keep,0.1,100,0,1.0,43,2.3255813953488373,196518.95844260533,8377.778303814272,22113.784448594146,0.15000000000000002,0.5088567575998305,0.07632851363997459,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1204,-876.0116814322955,
5,28806,0.4,full,0.0,walking,keep,0.1,100,0,1.0,88,1.1363636363636365,286467.9156233709,1824.1704454538476,5986.414774145759,0.85,0.3490792320752366,0.29671734726395116,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2464,-645.5372904880505,
6,28807,0.4,full,0.0,walking,keep,0.1,100,0,1.0,55,1.8181818181818181,292396.8262859392,10064.939585645054,30351.312319400688,0.22999999999999998,0.34200097610569996,0.078660224504311,3,3,0.0,0.0,36.0,0.0,12.0,12.0,0.0,0.0,0.0,0,0,1540,-1093.617124248483,
7,28808,0.4,full,0.0,walking,keep,0.1,100,0,1.0,86,1.1627906976744187,277012.8930542354,2194.554838142403,7776.2911855578095,0.8200000000000001,0.3609940277415945,0.2960151027481075,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2408,-768.2755552078515,
8,28809,0.4,full,0.0,walking,keep,0.1,100,0,1.0,76,1.3157894736842106,260659.5471669933,3077.1110074737708,9035.276348693244,0.7,0.38364219184319515,0.2685495342902366,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2128,-939.04888464687,
9,28810,0.4,full,0.0,walking,keep,0.1,100,0,1.0,81,1.2345679012345678,233745.63725468732,2081.003996287655,5960.4306214676435,0.78,0.42781547144360527,0.3336960677260121,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2268,-734.4094825752449,
