episode,episode_seed,arrival_rate_rps,method,mobility_prior_beta,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,replan_events,replanned_blocks,mapping_steps,reward,failure_reason
0,28801,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,87,1.1494252873563218,245252.6038095137,1988.3417638137364,6251.623043369525,0.83,0.4077428677481827,0.33842658023099165,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2436,-705.6422568350221,
1,28802,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,26,3.8461538461538463,304286.6873150119,22037.49028118846,56210.838073573264,0.0,0.3286374467525596,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,728,-895.6912086107461,
2,28803,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,29,3.4482758620689653,269070.36701165134,20005.743940337958,45490.9439234416,0.020000000000000018,0.3716499929390953,0.007432999858781906,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,812,-920.9453267869293,
3,28804,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,87,1.1494252873563218,227342.85644235887,1524.9659482354168,4682.861099993325,0.86,0.43986427180901666,0.3782832737557543,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2436,-542.0057261998469,
4,28805,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,43,2.3255813953488373,196518.95844260533,8377.778303814272,22113.784448594146,0.15000000000000002,0.5088567575998305,0.07632851363997459,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1204,-851.5028269799831,
5,28806,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,88,1.1363636363636365,286467.9156233709,1824.1704454538476,5986.414774145759,0.85,0.3490792320752366,0.29671734726395116,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2464,-597.9425033630592,
6,28807,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,55,1.8181818181818181,292384.8262859392,10063.324920289717,30350.712319400685,0.22999999999999998,0.3420150124418717,0.0786634528616305,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1540,-1065.9177634058206,
7,28808,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,86,1.1627906976744187,277012.8930542354,2194.554838142403,7776.2911855578095,0.8200000000000001,0.3609940277415945,0.2960151027481075,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2408,-723.8677241914238,
8,28809,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,76,1.3157894736842106,260659.5471669933,3077.1110074737708,9035.276348693244,0.7,0.38364219184319515,0.2685495342902366,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2128,-896.3248959699937,
9,28810,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,81,1.2345679012345678,233745.63725468732,2081.003996287655,5960.4306214676435,0.78,0.42781547144360527,0.3336960677260121,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2268,-690.0939948341584,
10,28811,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,89,1.1235955056179776,303102.7535557031,2138.2047883831074,5422.33093253829,0.8200000000000001,0.32992112023694425,0.2705353185942943,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2492,-805.577126035197,
11,28812,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,77,1.2987012987012987,219871.33480543984,2657.3532667054164,9888.919063249385,0.72,0.45481144728797046,0.3274642420473387,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2156,-696.5616188740662,
12,28813,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,93,1.075268817204301,259032.2887705349,1491.2118447501748,4068.7560680147512,0.89,0.3860522580973892,0.34358650970667637,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2604,-550.5025292477906,
13,28814,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,84,1.1904761904761905,257785.71793100447,1783.2701902194199,5389.454236034653,0.84,0.3879190856755093,0.32585203196742785,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2352,-631.5690808606155,
14,28815,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,83,1.2048192771084338,255856.33266421105,2099.184495419321,6079.794468785877,0.78,0.39084434205207347,0.30485858680061734,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2324,-583.2728351777666,
15,28816,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,60,1.6666666666666667,277460.7980841037,6114.78090118604,17458.497228894135,0.20999999999999996,0.3604112749999663,0.07568636774999292,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1680,-1078.7388744319621,
16,28817,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,53,1.8867924528301887,314416.77562289883,8075.934027705461,23063.988989811543,0.15000000000000002,0.3180491874261083,0.047707378113916246,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1484,-1009.6506065372969,
17,28818,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,82,1.2195121951219512,243003.27090913744,2059.7368093342197,5349.36522860208,0.84,0.41151709450607143,0.3456743593851,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2296,-637.240461352265,
18,28819,0.4,full,0.0,stationary,keep,0.1,100,0,1.0,40,2.5,238654.75649720585,10101.325577083442,25756.78535002257,0.15000000000000002,0.4190153235063253,0.0628522985259488,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1120,-819.173487397214,
