anchor_err_pct,eta_err_pct,avg_e2e_ms,extra_gain_vs_reactive_pct,latency_saved_ms,reactive_migration_mb_ep,reported_migration_mb_ep,wasted_prefetch_mb_ep,actual_total_traffic_mb_ep,traffic_change_vs_reactive_pct,prefetched_total_mb,useful_prefetch_mb,wasted_prefetch_mb,prefetch_waste_pct,saved_ms_per_extra_mb
0,0,11235.872479001142,3.572598566756935,416.28480409205076,166.76701171875,171.17537109375,0.0,171.17537109375,2.6434240978273404,7274.003919733171,7274.003919733171,0.0,0.0,94.43077768405692
0,20,11273.015312702653,3.253834986768145,379.1419703905394,166.76701171875,171.26232421875,0.0,171.26232421875,2.6955645805905926,6542.20221810338,6542.20221810338,0.0,0.0,84.3416270594182
0,40,11373.35628063844,2.392698585173425,278.80100245475296,166.76701171875,171.817265625,0.0,171.817265625,3.0283290767164184,5986.023820650167,5986.023820650167,0.0,0.0,55.205343658012914
20,0,11368.167103664002,2.4372326302293357,283.9901794291909,166.76701171875,171.49822265625,17.145618807613623,188.64384146386362,13.118199768434158,7758.791834072393,6044.229953311029,1714.5618807613623,22.098310116169625,12.981322373394741
20,20,11387.17911329277,2.2740696281614348,264.9781698004226,166.76701171875,172.136484375,13.82538178771125,185.96186616271126,11.509982847406942,6785.711220491592,5403.173041720466,1382.5381787711249,20.374256048446558,13.804645957280778
20,40,11430.071605885594,1.9059618902487308,222.08567720759856,166.76701171875,173.21876953125,13.182053715540706,186.4008232467907,11.773198623450076,6267.838123669412,4949.632752115342,1318.2053715540706,21.03126062838309,11.311388870694788
40,0,11446.723291750712,1.7630554270028354,205.43399134248102,166.76701171875,170.716875,29.05322916203487,199.77010416203487,19.78994053029148,7269.577588034761,4364.254671831273,2905.3229162034872,39.96549842160643,6.224689146797839
40,20,11444.178948497654,1.784891239816222,207.9783345955384,166.76701171875,171.2784375,23.395425182190905,194.6738626821909,16.734035512074396,6354.314043859005,4014.7715256399133,2339.5425182190907,36.818175841971374,7.452590579567666
40,40,11449.868586320465,1.7360621888123706,202.28869677272814,166.76701171875,174.0873046875,21.355386747958427,195.4426914354584,17.19505519776867,6157.120988125306,4021.5823133294625,2135.538674795843,34.68404598373927,7.0543644918331605
