anchor_error_pct,eta_bound_pct,prediction_accuracy_pct,eta_mae_pct,gain_vs_keep_pct,extra_vs_reactive_pct,extra_gain_ms,ci_low_ms,ci_high_ms,extra_p95_pct,extra_slo_pp,prefetched_mb,useful_prefetch_mb,wasted_prefetch_mb,waste_ratio_pct,wrong_anchor_waste_mb,plan_rate,accept_rate
0,0,100.0,0.0,28.462436666665802,3.572598566756935,416.2848040920534,214.12199770054903,618.4476104835577,3.2212491475667404,1.749999999999996,7274.003919733171,7274.003919733171,0.0,0.0,0.0,0.756294058408862,0.31419939577039274
0,20,100.0,10.081344730221508,28.225952332826367,3.253834986768145,379.141970390543,191.73052259310725,566.5534181879788,3.115349398481304,1.749999999999996,6542.20221810338,6542.20221810338,0.0,0.0,0.0,0.7326633165829146,0.3075376884422111
0,40,100.0,20.099439723575934,27.58709243458084,2.392698585173425,278.801002454755,137.27569853713555,420.32630637237446,2.2641207922489803,1.4999999999999958,5986.023820650167,5986.023820650167,0.0,0.0,0.0,0.7092555331991952,0.30181086519114686
20,0,80.18018018018019,0.0,27.620131353200694,2.4372326302293357,283.99017942919477,130.32755534282398,437.65280351556555,2.0593842383328953,1.333333333333342,7758.791834072393,6044.229953311029,1714.5618807613623,22.098310116169625,1714.5618807613623,0.7587587587587588,0.2602602602602603
20,20,80.15952143569292,10.03141372429088,27.499083980559735,2.2740696281614348,264.9781698004228,119.14052309491785,410.8158165059277,1.9539638021862094,1.333333333333342,6785.711220491592,5403.173041720466,1382.5381787711249,20.374256048446558,1382.5381787711249,0.732801595214357,0.2542372881355932
20,40,80.08008008008008,20.018440896919916,27.22599220142835,1.9059618902487308,222.08567720760243,91.36286787176715,352.8084865434377,1.6515489221634372,1.2499999999999956,6267.838123669412,4949.632752115342,1318.2053715540706,21.03126062838309,1318.2053715540706,0.7097097097097097,0.24824824824824826
40,0,60.239760239760244,0.0,27.119972750388044,1.7630554270028354,205.43399134248392,82.83000431758646,328.03797836738136,1.333929232831288,1.0833333333333417,7269.577588034761,4364.254671831273,2905.3229162034872,39.96549842160643,2905.3229162034872,0.7572427572427572,0.1958041958041958
40,20,60.16016016016016,10.022185643266221,27.13617230382259,1.784891239816222,207.9783345955406,84.04796881371595,331.9087003773652,1.421182324340864,1.1666666666666714,6354.314043859005,4014.7715256399133,2339.5425182190907,36.818175841971374,2339.5425182190907,0.7347347347347347,0.19019019019019018
40,40,60.120240480961925,20.04140129880376,27.09994700606724,1.7360621888123706,202.2886967727322,81.44349382265831,323.1338997228061,1.3755255271071798,1.1666666666666714,6157.120988125306,4021.5823133294625,2135.538674795843,34.68404598373927,2135.538674795843,0.7114228456913828,0.18937875751503006
