episode_seed,remaining_tokens,generated_tokens,batch_size,new_anchor,planner_ms,mapping_found
20007,71,108,1,edge_3,374.746442,1
20007,48,131,1,edge_5,372.61899,1
20007,71,81,2,edge_5,375.779125,1
20007,81,71,2,edge_5,373.37151,1
20007,68,328,1,edge_3,373.443276,1
20007,87,39,1,edge_4,375.788025,1
20007,93,33,1,edge_1,393.893498,1
20007,373,18,2,edge_5,375.074342,1
20007,372,19,2,edge_1,392.369252,1
20007,28,363,2,edge_2,387.368517,1
20007,83,308,2,edge_2,388.014755,1
20007,211,207,2,edge_4,377.904062,1
20007,215,203,2,edge_2,388.720892,1
20008,11,32,1,edge_4,386.847139,1
20008,26,78,2,edge_5,383.616972,1
20008,109,0,4,edge_1,407.914403,1
20008,62,47,4,edge_3,393.882152,1
20008,60,49,4,edge_0,403.417507,1
20008,8,7,4,edge_3,394.68607,1
20008,6,9,4,edge_3,391.76444,1
20008,49,57,4,edge_3,392.907938,1
20008,63,0,4,edge_1,404.221467,1
20008,9,0,4,edge_5,383.774014,1
20008,134,0,4,edge_4,386.59856,1
20008,6,0,4,edge_2,401.475516,1
20008,16,0,4,edge_4,388.162837,1
20009,163,248,1,edge_2,427.15846,1
20009,183,228,1,edge_2,425.101415,1
20009,115,37,3,edge_5,428.620108,1
20009,339,74,4,edge_0,435.222276,1
20009,91,322,4,edge_5,427.724808,1
20009,28,385,4,edge_1,429.720372,1
20009,33,62,4,edge_0,436.951451,1
20009,84,98,2,edge_5,426.958923,1
20009,152,259,2,edge_5,430.547528,1
20009,145,266,2,edge_5,430.57759,1
20010,529,122,3,edge_5,424.800856,1
20010,542,109,3,edge_4,418.143416,1
20010,132,519,3,edge_3,418.827271,1
20010,141,510,3,edge_3,418.011852,1
20010,92,309,3,edge_5,425.087124,1
20010,321,84,3,edge_5,425.768674,1
20010,308,97,3,edge_5,426.627997,1
20010,177,228,3,edge_3,417.287584,1
20010,177,228,3,edge_3,417.504826,1
20010,373,0,4,edge_2,432.881802,1
20010,182,191,4,edge_0,429.68546,1
20010,206,167,4,edge_0,429.037742,1
20010,279,158,4,edge_2,431.095655,1
20010,268,169,4,edge_2,428.276917,1
20010,100,337,4,edge_1,433.324589,1
20010,76,361,4,edge_1,433.693481,1
20010,217,210,4,edge_1,433.301979,1
20010,397,14,3,edge_1,431.854564,1
20010,61,350,3,edge_2,430.196808,1
20010,28,383,3,edge_2,431.456444,1
20010,422,0,3,edge_0,431.837122,1
20010,171,251,3,edge_3,419.133529,1
20010,111,311,3,edge_3,419.077959,1
20011,312,105,1,edge_4,409.045678,1
20011,132,285,1,edge_0,422.815225,1
20011,153,264,1,edge_1,413.176817,1
20011,451,0,4,edge_3,418.467727,1
20011,67,384,4,edge_0,421.419316,1
20011,58,393,4,edge_0,420.717111,1
20011,103,81,4,edge_5,411.51418,1
20011,408,12,4,edge_1,413.041458,1
20011,406,14,4,edge_1,413.776446,1
20011,81,339,4,edge_3,420.412497,1
20011,29,391,4,edge_3,419.682924,1
20011,53,344,4,edge_1,412.04571,1
20011,55,0,4,edge_1,416.179215,1
20011,24,0,4,edge_2,414.275357,1
20011,255,186,2,edge_1,415.026763,1
20011,226,215,2,edge_1,412.856545,1
20012,11,0,3,edge_1,282.45503,1
20012,419,0,3,edge_2,279.932764,1
20012,125,294,3,edge_5,414.408,1
20012,132,287,3,edge_5,413.4941,1
20012,45,0,4,edge_1,279.876948,1
20012,1,99,4,edge_5,281.004335,1
20012,10,8,4,edge_3,272.306246,1
20012,72,0,4,edge_3,277.517383,1
20012,21,51,4,edge_4,275.713498,1
20012,16,56,4,edge_4,274.220203,1
20012,368,27,4,edge_3,277.528325,1
20012,15,380,4,edge_1,413.479244,1
20012,31,364,4,edge_5,413.706556,1
20012,13,0,4,edge_4,276.776924,1
20013,311,151,1,edge_2,455.59121,1
20013,322,140,1,edge_3,451.639126,1
20013,190,27,4,edge_0,467.963846,1
20013,185,32,4,edge_0,466.502375,1
20013,60,92,4,edge_2,455.476722,1
20013,124,38,3,edge_1,467.524386,1
20013,129,33,3,edge_1,465.821064,1
20013,30,34,4,edge_4,449.752115,1
20013,24,40,4,edge_4,447.281678,1
20013,387,11,4,edge_3,451.280704,1
20013,58,340,4,edge_0,467.567661,1
20013,51,347,4,edge_0,465.35671,1
20013,33,0,4,edge_4,449.37153,1
20014,293,136,1,edge_4,276.08013,1
20014,80,24,5,edge_0,282.69791,1
20014,83,7,5,edge_1,282.487986,1
20014,57,54,5,edge_5,280.3557,1
20014,49,62,5,edge_4,280.681846,1
20014,76,78,4,edge_5,362.039924,1
20014,318,71,4,edge_4,278.893622,1
20014,152,0,4,edge_2,285.876934,1
20014,178,112,4,edge_0,281.343668,1
20014,392,20,2,edge_2,282.019463,1
20014,395,17,2,edge_3,277.549824,1
20014,256,156,2,edge_1,458.303133,1
20014,241,171,2,edge_1,462.128779,1
20014,74,0,2,edge_4,278.084278,1
20015,325,93,2,edge_1,425.177737,1
20015,105,313,2,edge_0,420.851993,1
20015,99,319,2,edge_0,423.272219,1
20015,5,10,3,edge_5,416.261143,1
20015,43,401,1,edge_4,417.834617,1
20015,71,373,1,edge_5,416.052087,1
20015,349,171,2,edge_3,416.038048,1
20015,141,379,2,edge_5,418.007347,1
20015,117,403,2,edge_5,420.542295,1
20015,41,33,2,edge_2,420.959792,1
20015,38,36,2,edge_2,422.481822,1
20016,195,51,2,edge_4,440.675569,1
20016,197,49,2,edge_4,439.647819,1
20016,435,0,2,edge_2,447.747515,1
20016,113,322,2,edge_3,438.049712,1
20016,62,373,2,edge_3,439.078066,1
20016,282,96,3,edge_0,452.322082,1
20016,278,100,3,edge_0,452.06105,1
20016,19,359,3,edge_3,439.276189,1
20016,87,306,3,edge_3,437.1158,1
20016,91,0,2,edge_1,453.535725,1
20017,201,213,1,edge_2,441.652913,1
20017,190,224,1,edge_3,431.750012,1
20017,195,22,2,edge_4,432.048503,1
20017,40,177,2,edge_1,445.427409,1
20017,38,179,2,edge_1,446.053346,1
20017,367,28,2,edge_2,444.520884,1
20017,369,26,2,edge_2,443.5078,1
20017,51,344,2,edge_1,447.022727,1
20017,170,203,3,edge_2,445.288912,1
20017,201,172,3,edge_2,446.921652,1
20017,332,82,3,edge_0,440.868145,1
20017,337,77,3,edge_3,433.679368,1
20017,72,342,3,edge_1,445.39816,1
20017,105,309,3,edge_1,444.352856,1
20017,144,279,3,edge_1,448.764823,1
20017,133,290,3,edge_1,448.798454,1
20017,98,0,1,edge_1,444.331111,1
20018,124,253,1,edge_1,387.688659,1
20018,108,269,1,edge_1,385.484143,1
20018,132,0,3,edge_2,369.469463,1
20018,265,131,4,edge_2,374.115741,1
20018,233,163,4,edge_1,389.031781,1
20018,49,347,4,edge_4,372.308845,1
20018,75,321,4,edge_4,375.674308,1
20018,210,0,4,edge_1,383.749389,1
20018,395,16,4,edge_4,374.573808,1
20018,395,16,4,edge_4,374.899488,1
20018,117,294,4,edge_1,384.973387,1
20018,122,289,4,edge_1,388.848986,1
20018,386,0,4,edge_5,378.030502,1
20018,287,99,4,edge_3,363.566605,1
20018,266,120,4,edge_3,364.322843,1
20019,351,50,1,edge_2,391.078745,1
20019,340,61,1,edge_1,397.622282,1
20019,191,210,1,edge_5,390.171138,1
20019,209,192,1,edge_5,390.624011,1
20019,81,0,3,edge_3,388.786827,1
20019,214,185,3,edge_1,398.589153,1
20019,103,296,3,edge_0,402.06002,1
20019,81,318,3,edge_0,403.037709,1
20019,451,3,3,edge_3,391.195402,1
20019,451,3,3,edge_3,391.227433,1
20019,290,164,3,edge_1,399.386773,1
20019,257,197,3,edge_1,399.996448,1
20019,60,394,3,edge_5,392.268267,1
20019,49,405,3,edge_5,392.684393,1
20019,59,0,3,edge_1,397.971066,1
20020,346,87,1,edge_3,407.940491,1
20020,360,73,1,edge_3,410.780197,1
20020,113,320,1,edge_0,415.555127,1
20020,90,343,1,edge_4,414.4384,1
20020,381,17,3,edge_2,416.37296,1
20020,383,15,3,edge_1,421.30563,1
20020,89,309,3,edge_3,409.119496,1
20020,54,344,3,edge_5,405.04745,1
20020,256,162,3,edge_3,408.092379,1
20020,281,137,3,edge_3,411.503961,1
20020,126,292,3,edge_5,406.26415,1
20020,146,272,3,edge_5,407.546961,1
20020,59,103,3,edge_4,415.241853,1
20020,62,100,3,edge_4,415.556462,1
20020,151,263,2,edge_1,415.571576,1
20020,82,7,2,edge_1,422.281157,1
20020,82,7,2,edge_4,415.043677,1
20021,64,347,1,edge_3,397.706923,1
20021,37,374,1,edge_3,397.757685,1
20021,249,149,2,edge_2,401.305237,1
20021,302,111,1,edge_5,396.613382,1
20021,295,118,1,edge_5,398.886289,1
20021,27,386,1,edge_3,398.452808,1
20021,52,361,1,edge_3,396.796243,1
20021,49,168,3,edge_4,399.300368,1
20021,53,164,3,edge_4,397.402489,1
20021,466,0,4,edge_0,407.624767,1
20021,365,101,4,edge_4,353.244918,1
20021,14,74,4,edge_5,396.890402,1
20021,5,83,4,edge_5,398.907532,1
20021,202,199,4,edge_3,398.506907,1
20021,202,199,4,edge_3,397.932275,1
20022,7,69,1,edge_1,446.831739,1
20022,16,64,1,edge_5,424.629594,1
20022,16,64,1,edge_1,450.877478,1
20022,3,5,5,edge_3,431.582127,1
20022,25,0,5,edge_5,426.251546,1
20022,132,84,5,edge_1,446.824126,1
20022,179,0,5,edge_1,446.014715,1
20022,14,59,2,edge_0,438.326163,1
20022,59,39,2,edge_4,428.639683,1
20022,114,0,2,edge_4,427.738545,1
20022,8,106,2,edge_5,424.307901,1
20023,262,124,1,edge_1,381.721701,1
20023,80,0,6,edge_5,285.201403,1
20023,4,98,6,edge_5,285.719961,1
20023,20,82,6,edge_5,284.094535,1
20023,404,36,5,edge_2,291.474981,1
20023,115,325,5,edge_1,406.394845,1
20023,146,294,5,edge_1,409.134494,1
20023,72,0,5,edge_5,285.741828,1
20023,49,23,5,edge_3,290.813975,1
20023,53,19,5,edge_0,292.505191,1
20023,124,0,5,edge_2,290.81813,1
20023,5,119,5,edge_1,296.507865,1
20023,18,106,5,edge_1,298.214538,1
20023,415,14,5,edge_2,291.345605,1
20023,208,221,5,edge_1,409.674605,1
20023,237,192,5,edge_1,409.535198,1
20023,22,407,5,edge_5,395.277814,1
20023,57,372,5,edge_5,397.321343,1
20023,520,0,5,edge_1,293.584469,1
20023,269,251,5,edge_4,401.268491,1
20023,282,238,5,edge_4,402.837521,1
20024,361,118,1,edge_4,439.61314,1
20024,347,132,1,edge_1,445.142635,1
20024,192,287,1,edge_4,442.108166,1
20024,183,296,1,edge_4,440.389637,1
20024,81,398,1,edge_0,459.877834,1
20024,94,385,1,edge_3,444.783912,1
20024,132,47,6,edge_1,446.112544,1
20024,125,54,6,edge_1,445.718173,1
20024,44,46,6,edge_3,445.980211,1
20024,51,39,6,edge_3,447.107304,1
20024,20,79,6,edge_1,443.544292,1
20024,59,37,6,edge_0,460.273954,1
20024,103,76,6,edge_1,443.87821,1
20024,92,87,6,edge_1,442.77161,1
20024,274,112,4,edge_4,441.577473,1
20024,285,101,4,edge_4,441.862549,1
20024,72,314,4,edge_1,446.430245,1
20024,34,352,4,edge_1,445.931493,1
20024,68,0,4,edge_2,440.472753,1
20024,248,140,4,edge_4,441.382449,1
20024,73,315,4,edge_0,463.263772,1
20024,59,329,4,edge_0,459.921643,1
20025,42,45,2,edge_4,267.201733,1
20025,61,91,1,edge_1,270.637299,1
20025,45,41,4,edge_2,266.240253,1
20025,398,3,4,edge_1,276.094385,1
20025,149,252,4,edge_2,381.49058,1
20025,184,217,4,edge_2,384.296541,1
20025,10,0,4,edge_4,267.564284,1
20025,74,0,4,edge_2,268.159271,1
20025,74,0,4,edge_4,383.128894,1
20025,86,0,2,edge_2,140.057786,1
20025,24,0,2,edge_1,142.663676,1
20025,16,8,2,edge_3,141.487562,1
20025,17,7,2,edge_3,141.699966,1
20026,43,0,2,edge_1,450.329057,1
20026,294,124,3,edge_4,436.656399,1
20026,267,151,3,edge_4,433.221496,1
20026,164,250,3,edge_2,446.155433,1
20026,151,263,3,edge_2,442.222951,1
20026,44,353,1,edge_1,447.565798,1
20026,94,303,1,edge_1,448.522664,1
20026,445,172,2,edge_4,437.706276,1
20026,152,465,2,edge_1,448.449052,1
20026,193,424,2,edge_1,450.829593,1
20026,102,294,1,edge_2,446.393798,1
20027,73,63,2,edge_5,379.775476,1
20027,63,73,2,edge_2,393.294611,1
20027,340,56,3,edge_3,387.825239,1
20027,345,51,3,edge_1,392.546466,1
20027,177,219,3,edge_3,383.944598,1
20027,183,213,3,edge_3,384.533834,1
20027,300,85,3,edge_1,388.683859,1
20027,313,72,3,edge_1,391.155399,1
20027,78,307,3,edge_0,390.610213,1
20027,37,348,3,edge_0,389.924702,1
20027,235,0,5,edge_4,376.062962,1
20027,154,81,5,edge_1,390.06978,1
20027,162,73,5,edge_1,390.800933,1
20027,327,55,5,edge_4,376.963337,1
20027,141,241,5,edge_0,391.195967,1
20027,111,271,5,edge_0,391.978945,1
20027,447,0,5,edge_2,401.456417,1
20027,186,261,5,edge_5,381.237437,1
20027,225,222,5,edge_3,384.815656,1
20027,58,0,5,edge_3,385.161164,1
20027,378,18,5,edge_2,399.953216,1
20027,377,19,5,edge_2,399.491306,1
20027,266,130,5,edge_3,384.621351,1
20027,273,123,5,edge_3,385.348063,1
20027,72,324,5,edge_5,381.048083,1
20027,58,338,5,edge_2,394.837467,1
20028,281,108,2,edge_2,421.165925,1
20028,292,159,1,edge_3,431.76051,1
20028,260,191,1,edge_1,430.476878,1
20028,106,6,3,edge_1,430.018063,1
20028,106,6,3,edge_2,422.011278,1
20028,274,121,1,edge_5,421.359471,1
20028,274,121,1,edge_5,419.047872,1
20029,19,41,1,edge_2,242.165657,1
20029,116,0,2,edge_5,245.716704,1
20029,156,10,2,edge_4,241.823266,1
20029,87,79,2,edge_1,374.613174,1
20029,91,75,2,edge_1,373.046399,1
20029,200,0,5,edge_2,246.164532,1
20029,48,152,5,edge_3,361.990984,1
20029,62,138,5,edge_3,360.153468,1
20029,79,0,5,edge_1,246.897642,1
20029,43,36,5,edge_2,366.541095,1
20029,35,44,5,edge_2,367.754716,1
20029,31,0,5,edge_1,248.760867,1
20029,396,0,5,edge_5,249.055801,1
20029,291,105,5,edge_1,373.108987,1
20029,285,111,5,edge_1,374.62463,1
20029,26,370,5,edge_0,376.872201,1
20029,680,0,3,edge_5,249.918341,1
20029,630,50,3,edge_3,367.037456,1
20029,625,55,3,edge_3,366.323738,1
20029,470,210,3,edge_1,376.521636,1
20029,452,228,3,edge_1,378.702483,1
20029,152,528,3,edge_2,368.985023,1
20029,129,551,3,edge_2,366.706849,1
20029,320,102,3,edge_4,242.302074,1
20029,314,108,3,edge_0,250.763114,1
20029,199,223,3,edge_3,359.437766,1
20029,212,210,3,edge_2,367.961524,1
20029,84,0,1,edge_1,248.373932,1
20030,254,175,1,edge_1,485.039019,1
20030,396,0,3,edge_1,488.993084,1
20030,129,267,3,edge_0,484.274991,1
20030,161,235,3,edge_0,483.069026,1
20030,370,55,3,edge_2,481.637353,1
20030,264,238,3,edge_2,481.285187,1
20030,240,262,3,edge_5,483.42699,1
20030,64,438,3,edge_4,476.824184,1
20030,36,466,3,edge_4,475.896191,1
20030,70,34,1,edge_5,483.363366,1
20030,62,42,1,edge_5,486.33062,1
20031,394,0,2,edge_4,285.135674,1
20031,71,346,2,edge_3,290.944334,1
20031,71,346,2,edge_3,290.980415,1
20031,103,0,3,edge_1,296.443805,1
20031,404,38,2,edge_0,294.351375,1
20031,175,267,2,edge_3,290.414434,1
20031,136,306,2,edge_3,287.999147,1
20031,66,0,2,edge_3,289.753017,1
20032,182,212,1,edge_5,442.7105,1
20032,206,188,1,edge_1,452.714175,1
20032,9,0,4,edge_1,535.422,1
20032,56,20,4,edge_4,435.950666,1
20032,55,21,4,edge_3,442.423483,1
20032,122,16,4,edge_1,455.886013,1
20032,122,16,4,edge_5,443.552483,1
20032,418,0,2,edge_4,437.758278,1
20032,316,102,2,edge_1,460.031263,1
20032,322,96,2,edge_1,461.477068,1
20033,27,68,1,edge_3,289.17579,1
20033,332,68,1,edge_5,292.950036,1
20033,144,0,2,edge_5,292.00865,1
20033,415,12,3,edge_3,288.154126,1
20033,175,252,3,edge_0,422.483108,1
20033,143,284,3,edge_4,414.601473,1
20033,15,0,3,edge_5,291.110476,1
20033,202,0,3,edge_1,294.99356,1
20033,202,0,3,edge_3,413.180248,1
20033,28,73,2,edge_1,296.347809,1
20033,36,49,2,edge_3,291.739249,1
20033,398,28,2,edge_1,298.061602,1
20033,42,384,2,edge_5,416.830433,1
20033,77,349,2,edge_5,416.76293,1
20033,387,0,2,edge_0,298.306281,1
20034,88,0,2,edge_5,405.88514,1
20034,46,42,2,edge_0,406.157572,1
20034,49,39,2,edge_3,406.832835,1
20034,86,0,2,edge_4,405.674922,1
20034,12,104,1,edge_5,359.796874,1
20034,13,0,4,edge_1,402.444622,1
20034,520,0,4,edge_5,407.935501,1
20034,164,356,4,edge_3,407.025831,1
20034,201,319,4,edge_3,404.975935,1
20034,66,0,4,edge_1,405.111993,1
20034,40,26,4,edge_5,403.321465,1
20034,36,30,4,edge_4,403.140605,1
20034,42,17,4,edge_3,406.5311,1
20034,38,21,4,edge_5,405.17064,1
20034,51,120,3,edge_5,406.214148,1
20034,409,0,3,edge_4,407.140019,1
20034,73,0,3,edge_1,407.984458,1
20034,73,0,3,edge_0,408.518663,1
20035,47,44,1,edge_1,205.573362,1
20035,440,24,1,edge_5,203.78564,1
20035,26,0,3,edge_5,201.663381,1
20035,142,0,3,edge_2,206.706417,1
20035,297,100,4,edge_4,217.707013,1
20035,127,270,4,edge_1,326.26917,1
20035,110,287,4,edge_1,326.332415,1
20035,57,0,4,edge_2,221.087424,1
20035,99,1,4,edge_3,220.530334,1
20035,78,45,4,edge_1,218.574062,1
20035,382,6,1,edge_5,201.551863,1
20036,274,124,2,edge_4,426.16834,1
20036,42,356,2,edge_2,434.402336,1
20036,41,357,2,edge_2,433.846518,1
20036,520,33,3,edge_0,443.200479,1
20036,172,381,3,edge_2,435.171882,1
20036,143,410,3,edge_2,432.411573,1
20036,349,45,2,edge_1,444.195158,1
20036,140,254,2,edge_5,439.411356,1
20036,120,274,2,edge_5,441.994903,1
20036,382,17,2,edge_2,435.082066,1
20036,383,16,2,edge_3,431.587879,1
20036,208,191,2,edge_5,440.94124,1
20036,204,195,2,edge_5,439.723094,1
20036,27,0,1,edge_5,438.458007,1
20037,40,113,1,edge_3,434.993882,1
20037,22,0,5,edge_5,436.519409,1
20037,37,45,5,edge_4,433.826092,1
20037,40,42,5,edge_4,431.890671,1
20037,70,60,2,edge_3,437.975137,1
20037,28,96,2,edge_1,450.609383,1
20038,320,130,1,edge_1,270.866479,1
20038,66,384,1,edge_3,423.672153,1
20038,85,0,3,edge_0,276.349915,1
20038,119,33,3,edge_2,276.596243,1
20038,6,56,3,edge_1,270.957115,1
20038,409,0,6,edge_4,275.518329,1
20038,359,50,6,edge_5,430.239626,1
20038,173,236,6,edge_4,424.791601,1
20038,161,248,6,edge_4,428.057468,1
20038,43,366,6,edge_2,429.858484,1
20038,49,360,6,edge_2,431.780995,1
20038,44,0,6,edge_2,276.205478,1
20038,14,30,6,edge_5,269.540592,1
20038,11,33,6,edge_5,269.801176,1
20038,420,0,6,edge_2,278.910632,1
20038,420,0,6,edge_1,428.032527,1
20038,325,95,6,edge_0,430.784656,1
20038,310,110,6,edge_0,427.956532,1
20038,88,332,6,edge_3,426.917321,1
20038,89,331,6,edge_3,425.941525,1
20038,81,0,6,edge_4,273.941598,1
20038,43,0,6,edge_4,272.122038,1
20038,43,0,6,edge_2,428.010896,1
20038,356,21,6,edge_4,275.858553,1
20038,128,249,6,edge_1,425.112579,1
20038,94,283,6,edge_1,421.778978,1
20038,147,9,2,edge_4,273.454417,1
20038,80,76,2,edge_0,424.841123,1
20038,76,80,2,edge_3,425.063299,1
20038,150,0,2,edge_0,278.47028,1
20038,34,116,2,edge_3,428.867766,1
20038,20,130,2,edge_3,425.688735,1
20039,169,219,1,edge_2,429.086083,1
20039,135,253,1,edge_2,430.609376,1
20039,11,0,3,edge_1,436.710406,1
20039,172,0,3,edge_4,421.850754,1
20039,56,123,2,edge_1,437.545211,1
20039,36,383,2,edge_2,433.390467,1
20039,51,368,2,edge_2,433.008234,1
20039,404,39,4,edge_4,425.021991,1
20039,186,257,4,edge_3,422.292329,1
20039,206,237,4,edge_3,423.546838,1
20039,14,0,4,edge_4,423.681585,1
20039,352,149,4,edge_4,424.358529,1
20039,85,0,2,edge_5,426.055758,1
20039,356,31,2,edge_3,422.661155,1
20039,234,153,2,edge_4,426.002274,1
20039,220,167,2,edge_0,434.919724,1
20040,162,10,3,edge_2,392.95503,1
20040,20,353,3,edge_4,390.494893,1
20040,61,312,3,edge_4,392.548477,1
20040,14,3,3,edge_1,397.773705,1
20040,13,4,3,edge_1,396.900183,1
20040,94,72,3,edge_5,393.531789,1
20040,89,77,3,edge_4,391.069917,1
20040,16,210,3,edge_2,397.970977,1
20040,8,218,3,edge_4,390.842279,1
20040,174,244,1,edge_1,397.342989,1
20040,430,32,3,edge_3,392.887963,1
20040,432,30,3,edge_2,395.464677,1
20040,254,208,3,edge_0,392.034932,1
20040,275,187,3,edge_0,392.712135,1
20041,301,71,3,edge_1,489.384266,1
20041,397,0,3,edge_3,476.755183,1
20041,130,267,3,edge_0,483.829335,1
20041,136,261,3,edge_0,485.160582,1
20041,130,3,2,edge_3,478.262696,1
20041,515,35,2,edge_3,476.567013,1
20041,362,188,2,edge_4,475.247271,1
20041,362,188,2,edge_5,486.074877,1
20041,26,524,2,edge_3,474.481001,1
20042,133,247,1,edge_3,401.237154,1
20042,159,221,1,edge_3,404.914483,1
20042,111,36,4,edge_1,412.96306,1
20042,111,36,4,edge_1,412.313953,1
20042,77,0,4,edge_3,402.340982,1
20042,122,0,6,edge_3,405.142722,1
20042,122,0,6,edge_3,405.812909,1
20042,10,112,6,edge_5,410.759609,1
20042,57,0,6,edge_1,411.719072,1
20042,12,0,6,edge_2,410.83702,1
20042,23,0,6,edge_1,421.578822,1
20042,285,129,6,edge_3,404.902698,1
20042,151,263,6,edge_1,410.756559,1
20042,152,262,6,edge_1,411.754944,1
20042,84,76,1,edge_4,405.37643,1
20042,74,86,1,edge_3,405.780858,1
20043,30,42,2,edge_5,219.889169,1
20043,66,99,2,edge_1,224.18544,1
20043,317,61,4,edge_2,182.607209,1
20043,315,63,4,edge_5,181.860232,1
20043,251,127,4,edge_3,370.301915,1
20043,258,120,4,edge_3,366.678531,1
20043,577,0,4,edge_2,184.48592,1
20043,261,316,4,edge_1,441.7537,1
20043,288,289,4,edge_1,363.12028,1
20043,18,0,2,edge_0,220.34994,1
20043,18,33,2,edge_0,221.532667,1
20043,14,37,2,edge_0,221.70933,1
20043,466,0,2,edge_0,184.37354,1
20043,319,147,2,edge_4,361.291843,1
20043,330,136,2,edge_4,361.023438,1
20043,35,431,2,edge_3,368.242152,1
20043,84,382,2,edge_2,365.212662,1
20043,369,45,2,edge_3,185.258504,1
20043,374,40,2,edge_1,186.559232,1
20043,83,331,2,edge_2,365.092187,1
20043,100,314,2,edge_2,367.14285,1
20043,6,0,1,edge_5,181.664142,1
20044,353,33,1,edge_2,252.01387,1
20044,357,29,1,edge_1,250.306243,1
20044,310,76,1,edge_4,395.691594,1
20044,306,80,1,edge_5,395.12549,1
20044,38,348,1,edge_1,389.049627,1
20044,12,374,1,edge_1,391.368625,1
20044,96,93,3,edge_2,250.077657,1
20044,69,33,3,edge_5,251.421803,1
20044,42,53,3,edge_5,251.464434,1
20044,429,0,4,edge_1,253.200632,1
20044,320,109,4,edge_2,395.653372,1
20044,298,131,4,edge_0,396.657937,1
20044,200,229,4,edge_4,395.5433,1
20044,200,229,4,edge_1,392.725843,1
20044,4,425,4,edge_5,397.818217,1
20044,5,424,4,edge_5,398.275274,1
20044,197,15,4,edge_2,253.649187,1
20044,75,137,4,edge_0,398.97358,1
20044,79,133,4,edge_0,396.391019,1
20044,415,0,4,edge_5,254.129514,1
20044,374,41,4,edge_2,397.097244,1
20044,376,39,4,edge_2,397.272769,1
20044,156,259,4,edge_1,395.48367,1
20044,177,238,4,edge_1,393.521512,1
20044,81,25,4,edge_0,255.243114,1
20044,50,13,3,edge_3,247.849047,1
20044,52,11,3,edge_4,252.18516,1
20044,21,80,3,edge_0,252.863742,1
20044,17,84,3,edge_5,250.318884,1
20044,582,57,1,edge_0,257.007765,1
20044,394,245,1,edge_5,396.127404,1
20044,375,264,1,edge_5,395.895577,1
20044,216,423,1,edge_2,393.273724,1
20044,228,411,1,edge_2,393.188017,1
20045,185,232,2,edge_1,423.995207,1
20045,148,269,2,edge_1,427.167295,1
20045,67,63,5,edge_0,418.536266,1
20045,92,0,5,edge_1,423.591865,1
20045,373,0,3,edge_1,424.325586,1
20045,99,274,3,edge_3,422.991862,1
20045,96,277,3,edge_0,418.851389,1
20046,364,16,1,edge_1,240.010041,1
20046,236,144,1,edge_2,427.894353,1
20046,252,128,1,edge_3,419.815218,1
20046,101,279,1,edge_1,422.539466,1
20046,112,268,1,edge_1,423.122261,1
20046,8,0,5,edge_4,236.528851,1
20046,126,6,5,edge_4,235.969778,1
20046,15,0,5,edge_1,237.06585,1
20046,1,14,5,edge_5,232.481592,1
20046,2,13,5,edge_5,232.345359,1
20046,433,0,5,edge_5,233.639052,1
20046,433,0,5,edge_3,419.988238,1
20046,179,254,5,edge_2,420.546189,1
20046,152,281,5,edge_2,420.953948,1
20046,60,373,5,edge_5,411.292014,1
20046,45,388,5,edge_5,409.760293,1
20046,16,0,5,edge_4,236.931589,1
20046,1,15,5,edge_1,238.604552,1
20046,2,14,5,edge_1,239.485222,1
20046,45,0,2,edge_3,237.44706,1
20046,136,21,2,edge_4,234.938924,1
20046,136,21,2,edge_2,238.012944,1
20046,149,0,4,edge_3,238.998634,1
20046,149,0,4,edge_4,240.87259,1
20046,411,0,4,edge_0,235.71228,1
20046,411,0,4,edge_1,422.838613,1
20046,341,70,4,edge_4,417.553485,1
20046,337,74,4,edge_4,419.214223,1
20046,160,251,4,edge_3,421.954221,1
20046,177,234,4,edge_3,421.3668,1
20046,8,0,4,edge_5,233.592341,1
20046,75,0,4,edge_4,235.19333,1
20047,124,51,2,edge_2,393.123513,1
20047,6,0,3,edge_1,392.574368,1
20047,249,152,3,edge_5,399.510093,1
20047,245,156,3,edge_5,398.197152,1
20047,95,306,3,edge_2,389.381754,1
20047,100,301,3,edge_2,388.937098,1
20047,196,0,2,edge_4,389.159081,1
20047,332,53,3,edge_4,385.682158,1
20047,337,48,3,edge_4,385.850262,1
20047,97,371,3,edge_0,398.708523,1
20047,120,348,3,edge_0,401.443674,1
20047,216,179,3,edge_4,387.900396,1
20047,189,206,3,edge_4,386.443279,1
20047,7,388,3,edge_0,398.404912,1
20047,10,385,3,edge_0,401.238254,1
20048,169,249,1,edge_3,403.597085,1
20048,116,302,1,edge_1,421.817366,1
20048,258,137,1,edge_4,412.184598,1
20048,256,139,1,edge_5,412.319568,1
20048,111,0,2,edge_1,420.516304,1
20048,383,26,2,edge_3,408.041975,1
20048,382,27,2,edge_3,408.812527,1
20049,503,90,2,edge_2,464.452254,1
20049,495,98,2,edge_1,467.906092,1
20049,127,466,2,edge_2,462.559393,1
20049,98,495,2,edge_2,460.776167,1
20049,276,106,2,edge_4,464.363176,1
20049,277,105,2,edge_4,465.925124,1
20049,87,295,2,edge_3,461.052423,1
20049,56,326,2,edge_3,460.880993,1
20049,125,0,3,edge_2,464.929686,1
20049,293,103,6,edge_0,473.353989,1
20049,294,102,6,edge_0,475.520329,1
20049,78,318,6,edge_4,462.929655,1
