episode_seed,request_id,handover_index,lead_ms,predicted_lead_ms,eta_relative_error,eta_error_bound,prediction_correct,had_prefetch_plan,accepted_prefetch,base_migration_ms,hidden_migration_ms,residual_base_ms,delta_sync_ms,delta_tokens,changed_blocks
20011,r0004,0,2094.9912845948197,2503.338164380294,0.19491578928666065,0.4,1,1,1,0.0,0.0,0.0,0.0,96,0
20011,r0004,1,3843.586409692358,4814.137004034128,0.25251171455241284,0.4,1,1,0,0.0,0.0,0.0,0.0,168,0
20011,r0021,0,0.0,0.0,-0.02031434527309528,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20011,r0021,1,8453.19415425063,8058.245840097394,-0.04672178432748286,0.4,1,1,0,0.0,0.0,0.0,0.0,393,0
20011,r0000,0,2258.061858778774,1567.7023407151528,-0.3057310035062492,0.4,1,1,1,0.0,0.0,0.0,0.0,96,0
20011,r0013,0,327.76853790532186,235.69245908625615,-0.2809179898946325,0.4,1,1,0,0.0,0.0,0.0,0.0,14,0
20011,r0013,1,9276.053522468059,6707.256377482107,-0.2769278054254346,0.4,1,1,0,0.0,0.0,0.0,0.0,377,0
20011,r0008,0,7781.245532213865,8289.490324245235,0.06531663728220216,0.4,1,1,1,0.0,0.0,0.0,0.0,333,0
20011,r0015,0,0.0,0.0,0.24915687985142776,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20011,r0023,0,0.0,0.0,-0.051702276136140035,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20011,r0005,0,4829.521158574313,3514.2301378282414,-0.2723439814340412,0.4,1,1,0,0.0,0.0,0.0,0.0,215,0
20012,r0015,0,0.0,0.0,-0.13815507572033797,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20012,r0007,0,0.0,0.0,-0.228099159776429,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20012,r0007,1,3461.0028403302094,3627.1640262816245,0.04800954914430583,0.4,1,1,0,0.0,0.0,0.0,0.0,287,0
20012,r0009,0,0.0,0.0,-0.23108165032376055,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20012,r0005,0,6998.8198454006015,9713.057696467757,0.3878136473038185,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20012,r0002,0,536.6961034960186,609.9039126361229,0.1364045847607822,0.4,1,1,1,45.15342442670882,0.0,45.15342442670882,5.732604416481723,8,2
20012,r0013,0,0.0,0.0,0.15472578308272378,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20012,r0013,1,1359.0700731874022,1099.988113918972,-0.1906317888825335,0.4,1,1,0,0.0,0.0,0.0,0.0,56,0
20012,r0014,0,2117.5089228594225,1799.0871660980954,-0.15037563871576964,0.4,1,1,1,2794.8247839781734,2117.5089228594225,677.315861118751,126.89527707501517,30,28
20012,r0014,1,3986.2639370560064,4379.776334907369,0.0987170955222762,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20012,r0010,0,0.0,0.0,0.13849690827527827,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20013,r0006,0,3807.039471075053,4391.7988612779245,0.15359950813374257,0.4,1,1,1,0.0,0.0,0.0,0.0,140,0
20013,r0002,0,855.0714827460597,575.9336771789351,-0.3264496725708525,0.4,1,1,0,0.0,0.0,0.0,0.0,32,0
20013,r0017,0,2833.764312835081,2134.122341968109,-0.24689490502017258,0.4,1,1,1,0.0,0.0,0.0,0.0,105,0
20013,r0023,0,900.572266397623,1216.732666831986,0.35106610788608383,0.4,1,1,0,0.0,0.0,0.0,0.0,33,0
20013,r0016,0,1222.7791100842514,843.820128630332,-0.3099161396597695,0.4,1,1,0,0.0,0.0,0.0,0.0,40,0
20013,r0014,0,304.51575173239326,321.8486053469823,0.05691939913118543,0.4,1,1,1,0.0,0.0,0.0,0.0,11,0
20013,r0014,1,9424.254929499883,9059.764686657127,-0.03867576222941782,0.4,1,1,0,0.0,0.0,0.0,0.0,336,0
20013,r0007,0,0.0,0.0,-0.11664377001836412,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20014,r0023,0,8033.333498555587,5931.057330416514,-0.26169412343170706,0.4,1,1,1,1233.1611351581885,1233.1611351581885,0.0,203.94604373135996,157,14
20014,r0011,0,1192.5081099565377,1358.319558352776,0.13904429413254182,0.4,1,1,1,497.01850250088285,331.20705410464507,165.81144839623778,49.33301430176915,23,14
20014,r0008,0,403.9129086801677,356.6304948103174,-0.11706091301798466,0.4,1,1,1,480.864902411224,403.9129086801677,76.95199373105635,30.398866212596857,7,14
20014,r0001,0,3369.025829460674,2420.470030603303,-0.28155195206954514,0.4,1,1,1,480.864902411224,480.864902411224,0.0,94.33232883724706,62,14
20014,r0019,0,4177.453947950184,4460.332864202068,0.06771562769487582,0.4,1,1,1,807.3983899378972,524.519473686014,282.8789162518832,117.40890039390241,82,14
20014,r0012,0,4760.991504192494,3357.4489897790495,-0.29480046607466015,0.4,1,1,1,1190.4694777783761,1190.4694777783761,0.0,127.79335759439732,91,14
20014,r0000,0,0.0,0.0,-0.3524926092337781,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20014,r0022,0,0.0,0.0,-0.16531975156776532,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20014,r0015,0,1028.6432234686072,1364.4522989477243,0.32645825862417266,0.4,1,1,1,1388.9279931656122,1028.6432234686072,360.284769697005,45.87152856827084,20,14
20014,r0015,1,3939.580890741534,3143.397757248922,-0.20209843523297952,0.4,1,1,0,0.0,0.0,0.0,0.0,207,0
20014,r0006,0,0.0,0.0,0.25759848953609965,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20015,r0001,0,1818.1968261065635,1646.1647855019016,-0.09461684133122522,0.4,1,1,1,0.0,0.0,0.0,0.0,98,0
20015,r0001,1,4687.515015508019,4431.062241851758,-0.05470974979446924,0.4,1,1,0,0.0,0.0,0.0,0.0,221,0
20015,r0013,0,272.1733977671702,189.65996427636665,-0.3031649461987074,0.4,1,1,1,0.0,0.0,0.0,0.0,12,0
20015,r0010,0,6647.610621599477,7635.431599504744,0.14859789992747618,0.4,1,1,0,0.0,0.0,0.0,0.0,373,0
20015,r0008,0,3965.262641813024,3286.7528923540003,-0.1711134446188389,0.4,1,1,1,0.0,0.0,0.0,0.0,187,0
20015,r0008,1,4682.965557835727,3658.9445916772956,-0.21866933538407052,0.4,1,1,0,0.0,0.0,0.0,0.0,216,0
20015,r0016,0,668.6981966894527,534.1204602130357,-0.20125332645231542,0.4,1,1,0,0.0,0.0,0.0,0.0,36,0
20016,r0007,0,815.7664072119132,883.808771438469,0.08340912744753426,0.4,1,1,0,0.0,0.0,0.0,0.0,49,0
20016,r0002,0,0.0,0.0,0.33668650071755757,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20016,r0002,1,7957.920413877615,5753.020581808658,-0.27706985209652113,0.4,1,1,0,0.0,0.0,0.0,0.0,373,0
20016,r0019,0,1911.2185840690254,1759.025726069736,-0.07963131965537273,0.4,1,1,0,0.0,0.0,0.0,0.0,100,0
20016,r0019,1,4634.78888843258,6357.706701732164,0.37173598512752315,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20016,r0004,0,5898.270123165592,5739.372770440486,-0.026939653391090446,0.4,1,1,1,0.0,0.0,0.0,0.0,310,0
20016,r0023,0,0.0,0.0,0.33539835614029134,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20017,r0020,0,4018.6741981259947,3621.029314069813,-0.09894927143922566,0.4,1,1,1,0.0,0.0,0.0,0.0,224,0
20017,r0010,0,460.56578680812527,335.45720808473726,-0.27164106042359826,0.4,1,1,1,0.0,0.0,0.0,0.0,26,0
20017,r0010,1,3019.34405333989,2954.427801465494,-0.021500117484984038,0.4,1,1,0,0.0,0.0,0.0,0.0,153,0
20017,r0012,0,542.781564780762,628.8257878193501,0.15852458635610223,0.4,1,1,0,0.0,0.0,0.0,0.0,26,0
20017,r0012,1,7265.01107459842,9590.593691951028,0.3201072363790106,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20017,r0001,0,4032.874771248931,5452.413223764306,0.35199170146207204,0.4,1,1,0,0.0,0.0,0.0,0.0,172,0
20017,r0023,0,1812.633420149181,2083.880126238465,0.14964233974399543,0.4,1,1,0,0.0,0.0,0.0,0.0,77,0
20017,r0023,1,5424.587909869122,6948.871796991495,0.2809953331845163,0.4,1,1,0,0.0,0.0,0.0,0.0,232,0
20017,r0003,0,5519.964879315787,5110.518739656713,-0.07417549723791461,0.4,1,1,0,0.0,0.0,0.0,0.0,290,0
20017,r0004,0,14.905257969818194,13.512788609501214,-0.09342135259494366,0.4,1,1,1,0.0,0.0,0.0,0.0,0,0
20018,r0017,0,5358.803136574814,4742.873107804904,-0.11493798392519289,0.4,1,1,0,0.0,0.0,0.0,0.0,269,0
20018,r0021,0,0.0,0.0,-0.37441509468354034,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20018,r0002,0,3383.575586359839,2052.8320774643735,-0.39329504393520065,0.4,1,1,0,0.0,0.0,0.0,0.0,163,0
20018,r0002,1,3545.745451406852,4718.52328094381,0.3307563516923171,0.4,1,1,0,0.0,0.0,0.0,0.0,158,0
20018,r0014,0,0.0,0.0,0.12125337103952505,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20018,r0010,0,370.2979050012691,357.2888991323795,-0.035131189491458215,0.4,1,1,0,0.0,0.0,0.0,0.0,16,0
20018,r0010,1,5633.778606587737,5849.006921246269,0.03820319002362965,0.4,1,1,0,0.0,0.0,0.0,0.0,273,0
20018,r0006,0,0.0,0.0,-0.06797340936771634,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20018,r0006,1,2383.082291825096,1546.8031842169014,-0.35092330234543684,0.4,1,1,0,0.0,0.0,0.0,0.0,120,0
20019,r0023,0,1739.7133880063993,1121.6524391014289,-0.35526596114388065,0.4,1,1,1,0.0,0.0,0.0,0.0,61,0
20019,r0023,1,3992.4882237872043,5075.661198340365,0.2713027349960928,0.4,1,1,0,0.0,0.0,0.0,0.0,131,0
20019,r0005,0,0.0,0.0,-0.38229934602985394,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20019,r0022,0,6048.295228409632,4987.269932706811,-0.17542551341062948,0.4,1,1,1,0.0,0.0,0.0,0.0,203,0
20019,r0022,1,3660.0939083277917,2279.9592205211834,-0.37707630524626573,0.4,1,1,0,0.0,0.0,0.0,0.0,115,0
20019,r0009,0,97.65218666675719,113.5737874484654,0.16304397602525234,0.4,1,1,0,0.0,0.0,0.0,0.0,3,0
20019,r0009,1,6065.388589952472,3994.720031030824,-0.3413909147308027,0.4,1,1,0,0.0,0.0,0.0,0.0,194,0
20019,r0009,2,6635.9955331276215,5914.580609739244,-0.10871238833525343,0.4,1,1,0,0.0,0.0,0.0,0.0,208,0
20019,r0003,0,0.0,0.0,-0.23651098264115095,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20020,r0008,0,1414.9534947296079,1957.7745601584606,0.38363173591976163,0.4,1,1,0,0.0,0.0,0.0,0.0,73,0
20020,r0008,1,6043.524363837851,5048.825845087647,-0.16458914680680384,0.4,1,1,0,0.0,0.0,0.0,0.0,270,0
20020,r0007,0,320.2043142715265,389.27268120531414,0.21570092548852748,0.4,1,1,1,0.0,0.0,0.0,0.0,15,0
20020,r0007,1,6462.179623124706,5105.78407034102,-0.20989753177548132,0.4,1,1,0,0.0,0.0,0.0,0.0,329,0
20020,r0017,0,2845.4237563763018,3904.942502754725,0.3723588600833708,0.4,1,1,0,0.0,0.0,0.0,0.0,137,0
20020,r0017,1,3215.862023995396,4177.124914434821,0.29891297675922945,0.4,1,1,0,0.0,0.0,0.0,0.0,135,0
20020,r0013,0,2089.228975940947,2208.1391054530427,0.05691579567459393,0.4,1,1,0,0.0,0.0,0.0,0.0,100,0
20020,r0011,0,7380.298885797871,4792.8627957918625,-0.3505868976370441,0.4,1,1,1,0.0,0.0,0.0,0.0,320,0
20020,r0004,0,157.2229262688743,147.02454709303902,-0.06486572548837144,0.4,1,1,0,0.0,0.0,0.0,0.0,7,0
20021,r0007,0,8131.69214896451,6962.370530740627,-0.14379806770879588,0.4,1,1,0,0.0,0.0,0.0,0.0,374,0
20021,r0021,0,3998.7683820425664,2875.437130428682,-0.2809193092199273,0.4,1,1,1,0.0,0.0,0.0,0.0,173,0
20021,r0002,0,2567.5339402354475,2294.5479815065623,-0.10632223958209946,0.4,1,1,0,0.0,0.0,0.0,0.0,118,0
20021,r0002,1,6038.2929540987825,7247.088559078796,0.20018830059569814,0.4,1,1,0,0.0,0.0,0.0,0.0,243,0
20021,r0017,0,4089.1003994069324,4320.215985399312,0.0565199098623011,0.4,1,1,0,0.0,0.0,0.0,0.0,164,0
20021,r0022,0,0.0,0.0,0.13648549036873103,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20021,r0022,1,1580.0032479926886,1110.7471259414863,-0.2969969350679296,0.4,1,1,1,283.21244869789086,283.21244869789086,0.0,36.70341809364215,119,3
20021,r0004,0,2116.5917717734264,1649.282101418458,-0.22078403430786475,0.4,1,1,0,0.0,0.0,0.0,0.0,83,0
20021,r0000,0,4664.648877699801,4652.83796635633,-0.0025320043701328454,0.4,1,1,0,0.0,0.0,0.0,0.0,199,0
20022,r0023,0,5106.43918213188,4513.315538512101,-0.11615210178066926,0.4,1,1,1,100.10419503844876,100.10419503844876,0.0,40.88026382746426,74,2
20022,r0001,0,4461.0792389285625,4405.456800173041,-0.01246838170237946,0.4,1,1,1,101.26166600674163,101.26166600674163,0.0,38.951145546976164,64,2
20022,r0019,0,401.57970715215197,540.9140999523502,0.34696572142129356,0.4,1,1,1,0.0,0.0,0.0,0.0,5,0
20022,r0022,0,0.0,0.0,0.04204092166261564,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20022,r0007,0,5423.0181716734005,6851.196958519827,0.26335496980378514,0.4,1,1,1,343.44835586964183,0.0,343.44835586964183,160.92911242246302,75,21
20022,r0002,0,0.0,0.0,-0.11402344481899046,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20022,r0009,0,3803.9635511923843,4002.4056111780774,0.052167182286352254,0.4,1,1,1,101.06875417869283,0.0,101.06875417869283,37.5108537373618,58,2
20022,r0013,0,3131.938108520182,2457.136440209656,-0.21545817475600285,0.4,1,1,1,353.01160161043805,353.01160161043805,0.0,32.64675105851611,44,2
20022,r0006,0,0.0,0.0,0.0944034685502082,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20022,r0006,1,3878.509290001406,5269.261603412804,0.3585790852678076,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0017,0,7739.176092322012,7949.359411642363,0.02715835856595533,0.4,1,1,1,2014.1795311130772,1803.9962117927262,210.18331932035107,244.07389755064364,123,15
20023,r0001,0,0.0,0.0,-0.23134705911809927,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0003,0,5376.396540395694,7474.877687155992,0.390313685196638,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0023,0,2567.7003105963304,2155.9805600811396,-0.16034571823515176,0.4,1,1,1,1957.3160340763568,1957.3160340763568,0.0,88.15785728866763,38,15
20023,r0023,1,5808.613528496455,7225.219557964226,0.24388023450313034,0.4,1,1,0,0.0,0.0,0.0,0.0,255,0
20023,r0000,0,0.0,0.0,0.030735365137256665,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0000,1,666.2800967045769,931.1530197148112,0.39753989999145467,0.4,1,1,0,0.0,0.0,0.0,0.0,17,0
20023,r0007,0,0.0,0.0,0.2897494169333178,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0007,1,3577.6225214528968,4465.308135497843,0.24812165305926448,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0015,0,1018.4037034285138,788.4739447017408,-0.22577466868266624,0.4,1,1,1,1803.234300170404,1018.4037034285138,784.8305967418901,45.96881110013294,15,15
20023,r0015,1,3969.437308519049,5268.284324345883,0.3272118728363085,0.4,1,1,0,0.0,0.0,0.0,0.0,174,0
20023,r0015,2,4466.771425019368,6222.4640928109675,0.3930563041479088,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0005,0,0.0,0.0,-0.060561141853539,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20023,r0005,1,5895.439994287099,6546.171708133553,0.11037882066089,0.4,1,1,0,0.0,0.0,0.0,0.0,235,0
20024,r0014,0,4211.097448547718,3375.6435822398957,-0.1983933823701813,0.4,1,1,1,0.0,0.0,0.0,0.0,132,0
20024,r0014,1,5586.519937871796,4973.068273569561,-0.10980926786702411,0.4,1,1,0,0.0,0.0,0.0,0.0,164,0
20024,r0014,2,3083.6414792132273,3949.144727578037,0.28067570571973144,0.4,1,1,0,0.0,0.0,0.0,0.0,89,0
20024,r0019,0,1934.6825488699615,1390.2226449033385,-0.2814207965459963,0.4,1,1,0,0.0,0.0,0.0,0.0,54,0
20024,r0005,0,1311.8388183888128,1721.291116581784,0.3121208889792243,0.4,1,1,0,0.0,0.0,0.0,0.0,39,0
20024,r0003,0,2806.206304334537,2881.6884121535477,0.026898274621655283,0.4,1,1,1,0.0,0.0,0.0,0.0,78,0
20024,r0020,0,1595.8875058559388,1065.422400705544,-0.33239504865092906,0.4,1,1,1,0.0,0.0,0.0,0.0,44,0
20024,r0022,0,2877.0068135117726,2140.559017218089,-0.2559770775776336,0.4,1,1,0,0.0,0.0,0.0,0.0,87,0
20024,r0012,0,3448.0931775567224,4139.3808954871865,0.20048405954629755,0.4,1,1,0,0.0,0.0,0.0,0.0,101,0
20024,r0012,1,9174.468245358581,6346.733253024535,-0.3082178625191291,0.4,1,1,0,0.0,0.0,0.0,0.0,251,0
20024,r0015,0,0.0,0.0,-0.31770911474544294,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20024,r0009,0,5716.545911232304,4382.126565172759,-0.23343105553260346,0.4,1,1,1,0.0,0.0,0.0,0.0,159,0
20024,r0009,1,6228.191618506709,5159.6257886774465,-0.17156919621003333,0.4,1,1,0,0.0,0.0,0.0,0.0,170,0
20025,r0005,0,4523.854884685781,2836.851023001506,-0.3729129038588628,0.4,1,1,1,893.9800737865082,893.9800737865082,0.0,185.41360331434402,55,23
20025,r0021,0,8421.39080870352,6051.1329471202425,-0.2814568181699409,0.4,1,1,1,499.3891650804527,499.3891650804527,0.0,291.4864282353267,105,23
20025,r0012,0,3817.1391318110764,3123.0694380473924,-0.18182981279866947,0.4,1,1,1,1950.4654099994955,1950.4654099994955,0.0,164.19903833014752,45,23
20025,r0020,0,322.3500028339404,241.1966502417387,-0.2517553959321915,0.4,1,1,1,2048.0524089267997,322.3500028339404,1725.7024060928593,64.6999348897413,3,23
20025,r0020,1,6172.519376041411,8189.438858982354,0.326757902254564,0.4,1,1,0,0.0,0.0,0.0,0.0,214,0
20025,r0000,0,0.0,0.0,-0.27328861985916175,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0013,0,0.0,0.0,-0.12710283115635707,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0013,1,0.0,0.0,-0.07560832622533109,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0003,0,0.0,0.0,0.3995335348682142,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0008,0,0.0,0.0,-0.06599246605160536,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20025,r0008,1,690.6549531881174,821.6690904684971,0.18969550088015452,0.4,1,1,0,0.0,0.0,0.0,0.0,7,0
20026,r0000,0,0.0,0.0,-0.022963424195499016,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20026,r0021,0,3152.6110733033966,2009.7608667224215,-0.36250910118876906,0.4,1,1,0,0.0,0.0,0.0,0.0,151,0
20026,r0004,0,5493.548493459339,4967.130952614151,-0.09582468262033983,0.4,1,1,0,0.0,0.0,0.0,0.0,263,0
20026,r0005,0,5961.047343594844,7938.811813753959,0.3317813726616724,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20026,r0019,0,3351.8648678594654,3678.7536740637283,0.09752445850032643,0.4,1,1,1,0.0,0.0,0.0,0.0,164,0
20026,r0019,1,6108.235740721564,8023.815249832109,0.3136060215128923,0.4,1,1,0,0.0,0.0,0.0,0.0,260,0
20026,r0003,0,6092.657774895619,3954.788606958052,-0.3508927051091744,0.4,1,1,1,0.0,0.0,0.0,0.0,357,0
20027,r0003,0,2187.924196110328,1601.1130323184293,-0.26820452227509817,0.4,1,1,1,0.0,0.0,0.0,0.0,73,0
20027,r0005,0,1652.5777709675876,1928.930366995709,0.16722516839029988,0.4,1,1,0,0.0,0.0,0.0,0.0,51,0
20027,r0005,1,5495.712781334332,5940.437724194596,0.08092215888187049,0.4,1,1,0,0.0,0.0,0.0,0.0,162,0
20027,r0017,0,2329.169309036257,3110.197528838698,0.3353247944545552,0.4,1,1,0,0.0,0.0,0.0,0.0,72,0
20027,r0017,1,9374.463594226158,6595.698129919865,-0.29641860959572847,0.4,1,1,0,0.0,0.0,0.0,0.0,276,0
20027,r0021,0,0.0,0.0,-0.10136320137390431,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20027,r0021,1,2425.769250442845,2906.996100314823,0.1983811319993134,0.4,1,1,0,0.0,0.0,0.0,0.0,73,0
20027,r0011,0,2101.740511393611,1313.7461793379396,-0.3749246530596551,0.4,1,1,1,0.0,0.0,0.0,0.0,68,0
20027,r0011,1,6545.91749404429,4599.5930203521175,-0.297334098002764,0.4,1,1,0,0.0,0.0,0.0,0.0,203,0
20027,r0001,0,0.0,0.0,-0.19009365316258764,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20027,r0001,1,8166.366805531063,10983.747436130943,0.3449980508702688,0.4,1,1,1,0.0,0.0,0.0,0.0,222,0
20027,r0010,0,0.0,0.0,0.28605515270952875,0.4,1,0,0,0.0,0.0,0.0,0.0,0,0
20027,r0014,0,640.5509370646905,592.3100535430164,-0.07531154937144713,0.4,1,1,0,0.0,0.0,0.0,0.0,19,0
20027,r0014,1,3837.4139861681324,4324.34843826444,0.12689130071747567,0.4,1,1,0,0.0,0.0,0.0,0.0,104,0
20027,r0014,2,7212.5007819122475,6286.1810216753065,-0.12843253515618275,0.4,1,1,0,0.0,0.0,0.0,0.0,215,0
20028,r0000,0,2106.1906289653743,2740.3008699032407,0.30106972855033587,0.4,1,1,1,0.0,0.0,0.0,0.0,94,0
