eta_error_bound_pct,mean_abs_eta_error_pct,avg_e2e_ms,gain_vs_keep_pct,extra_vs_reactive_pct,extra_gain_ms,extra_ci_low_ms,extra_ci_high_ms,extra_p95_vs_reactive_pct,extra_slo_pp,plan_rate,accept_rate,mean_hidden_ms,mean_residual_base_ms,mean_delta_sync_ms
0,0.0,11235.872479001142,28.462436666665802,3.572598566756935,416.2848040920534,214.12199770054903,618.4476104835577,3.2212491475667404,1.749999999999996,0.756294058408862,0.31419939577039274,428.732775301833,152.64739520737527,52.869284473457405
10,5.046256047383448,11245.163232593897,28.40328346118057,3.4928643736196974,406.9940504993021,209.08083616138777,604.9072648372164,3.158460499203841,1.749999999999996,0.7437185929648241,0.3075376884422111,411.47171201788655,180.8649320192925,54.78400725960309
20,10.081344730221508,11273.015312702653,28.225952332826367,3.253834986768145,379.141970390543,191.73052259310725,566.5534181879788,3.115349398481304,1.749999999999996,0.7326633165829146,0.3075376884422111,392.60133470100527,202.27089533996798,55.15371563027771
30,15.091252662603836,11337.152011324028,27.817601032276063,2.7034073100457134,315.0052717691695,164.52298790643297,465.48755563190605,2.447820181280458,1.4999999999999958,0.7246231155778895,0.3055276381909548,387.08924455191834,221.370827784169,56.54333763189829
40,20.099439723575934,11373.35628063844,27.58709243458084,2.392698585173425,278.801002454755,137.27569853713555,420.32630637237446,2.2641207922489803,1.4999999999999958,0.7092555331991952,0.30181086519114686,363.3523400280238,225.54845697310773,55.460866909041044
