episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
1,0.2,-478.67458109976275,12,0,1.0,4,3.0,130453.294190435,39550.02984358804,62915.69263216869,0.0,0.09198694501713744,0.0,45,45,,0.998575
2,0.1,-870.4836349063277,12,0,1.0,9,1.3333333333333333,226904.33959683825,26582.134747155662,70755.71773910044,0.08333333333333337,0.0528857227734009,0.004407143564450075,96,141,5.103001236915588,0.995535
3,0.2,-371.7521528978985,12,0,1.0,4,3.0,117955.38602528325,44432.75169982963,65595.09195378792,0.0,0.10173337907120113,0.0,42,183,2.157302975654602,0.994205
4,0.4,-439.9371673984226,12,0,1.0,3,4.0,142040.97617958704,65616.61255960264,104792.41469946656,0.0,0.08448266354370874,0.0,28,211,6.2152116894721985,0.9933183333333333
5,0.4,-403.7577209307174,12,0,1.0,3,4.0,92910.91496718454,62972.98238173016,77980.87756400267,0.0,0.12915597703712545,0.0,36,247,18.825529098510742,0.9921783333333334
6,0.1,-464.35460721917445,12,0,1.0,8,1.5,128473.44249136571,13905.528349077837,32975.085163231255,0.0,0.09340451822022658,0.0,67,314,4.146007061004639,0.9900566666666667
7,0.2,-711.2645656744697,12,0,1.0,3,4.0,169540.55123497665,76850.01906376104,113758.23253919437,0.0,0.0707795268600281,0.0,32,346,9.987125039100647,0.9890433333333334
8,0.6,-414.19595005188376,12,0,1.0,4,3.0,91178.14199288507,34981.56611680336,70670.92288590684,0.0,0.1316104906035089,0.0,34,380,24.39414882659912,0.9879666666666667
9,0.1,-716.5182996026963,12,0,1.0,5,2.4,194555.03722747893,52132.71486132441,88305.26006169156,0.0,0.06167920487182905,0.0,53,433,8.230724811553955,0.9862883333333333
10,0.1,-826.1196618898626,12,0,1.0,8,1.5,191600.6573003691,27937.47878961429,46417.305257660104,0.08333333333333337,0.06263026530847336,0.005219188775706114,63,496,18.450536966323853,0.9842933333333334
11,0.4,-219.02265218088243,12,0,1.0,4,3.0,56238.129001566456,23524.34430538597,45050.66885532657,0.0,0.2133783646974769,0.0,36,532,11.680647850036621,0.9831533333333333
