episode,batcher,arrival_rate_rps,max_requests,agent_checkpoint,total_requests,served_requests,dropped_requests,completion_ratio,batches,mean_pending_size,max_pending_size,p95_pending_size,frac_pending_ge_16,frac_pending_ge_24,batch_opportunity_rate,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,prefill_ms,decode_service_ms,transfer_mb,handover_ms,slo_violations,slo_rate,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,reward,failure_reason
0,node_conditioned_dp,0.7,24,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,24,24,0,1.0,19,1.263157894736842,3,2.099999999999998,0.0,0.0,0.21052631578947367,1.263157894736842,34572.885119418424,2200.4564228006248,4177.668987877259,16788.881534597305,12273.153835010246,74.947265625,964.9824582960222,11,0.4583333333333333,0.5416666666666667,0.694185628914146,0.3760172156618291,532,-235.54725945069376,
1,node_conditioned_dp,0.7,24,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,24,24,0,1.0,11,2.4545454545454546,6,5.5,0.0,0.0,0.45454545454545453,2.1818181818181817,40426.99969230508,5218.637031880799,11463.99014099715,13151.181573533173,25360.77782557135,65.4375,631.6085433314335,19,0.7916666666666666,0.20833333333333337,0.5936626557168967,0.12367971994102014,308,-246.86622937712747,
2,node_conditioned_dp,0.7,24,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,24,24,0,1.0,16,1.5625,6,5.25,0.0,0.0,0.125,1.5,39811.09138567559,3518.66365931498,9138.421541624753,15396.203060278038,13082.803107154736,81.439453125,1410.6566948616123,14,0.5833333333333334,0.41666666666666663,0.6028470751403572,0.2511862813084822,448,-232.37126373604835,
