component,calls,mean_ms,median_ms,p95_ms,p99_ms,max_ms
best_batch,248,2.401585360207865,0.8779150666669011,5.107469152426345,62.46606861939654,62.725230935029685
continuation_action_candidates,1242,1.0430272699531689,1.1346264509484172,1.5284114866517484,1.5837169345468278,1.8883779412135482
