episode,batcher,arrival_rate_rps,max_requests,agent_checkpoint,total_requests,served_requests,dropped_requests,completion_ratio,batches,mean_pending_size,max_pending_size,p95_pending_size,frac_pending_ge_16,frac_pending_ge_24,batch_opportunity_rate,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,prefill_ms,decode_service_ms,transfer_mb,handover_ms,slo_violations,slo_rate,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,reward,failure_reason
0,node_conditioned_dp,0.7,24,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,24,24,0,1.0,15,1.7333333333333334,3,3.0,0.0,0.0,0.4,1.6,40551.539970369966,3285.3191471607147,6847.462611487011,11682.4026167384,21408.039351226675,80.830078125,1048.3023310198068,13,0.5416666666666666,0.45833333333333337,0.5918394225604311,0.2712597353401976,420,-212.60798309842363,
1,node_conditioned_dp,0.7,24,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,24,24,0,1.0,13,2.0,8,4.999999999999993,0.0,0.0,0.46153846153846156,1.8461538461538463,49309.307832341,6623.821791644026,15340.854374157887,13286.3180869802,33258.3894266237,78.8935546875,667.5960791492679,16,0.6666666666666666,0.33333333333333337,0.4867235224960687,0.16224117416535622,364,-295.2650276806893,
2,node_conditioned_dp,0.7,24,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,24,24,0,1.0,18,1.3888888888888888,4,3.1499999999999986,0.0,0.0,0.2222222222222222,1.3333333333333333,53951.02484046543,3224.380004409833,7085.512734941485,18419.3256254941,22802.6083665462,78.5595703125,1189.1518663119853,8,0.3333333333333333,0.6666666666666667,0.44484789808847225,0.2965652653923148,504,-287.97341123187465,
