episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-36.752711957024694,605.6821057276766,5930.397610002414,6590.120903334257,12.4453125,54.04118760416612,2,4,28,1.5956231149611995
1,gat_dueling_ddqn,-35.82636442036358,1086.7358391805876,5640.102409944049,6767.570351596628,51.6796875,40.732102471991006,2,5,28,1.331409190024715
2,gat_dueling_ddqn,-27.310115330407783,672.5598786289459,4588.596212843689,5330.474207956506,24.0,69.31811648387175,0,4,28,1.4075626010308042
3,gat_dueling_ddqn,-47.085546932915925,730.3971023134467,7487.664158082258,8307.674599245562,9.5712890625,89.61333884985618,2,3,28,0.5295376610010862
4,gat_dueling_ddqn,-61.4653420087559,2509.624573265767,9406.857800061043,11980.18756685583,152.578125,63.70519352901982,3,8,28,0.8927018749527633
5,gat_dueling_ddqn,-23.860924071592226,1430.5045920776988,3276.0538883812005,4766.711291320702,73.53515625,60.152810861802614,0,5,28,0.7482111229910515
6,gat_dueling_ddqn,-82.35132191569193,3036.049987396615,11673.599948694158,14752.81145388556,143.15625,43.161517794788196,8,8,28,0.8079549180110916
7,gat_dueling_ddqn,-86.10673354795382,1841.102137817156,13587.533276084007,15488.604638838895,73.916015625,59.96922493773353,5,5,28,0.3677967929979786
8,gat_dueling_ddqn,-46.36557031383664,1539.9394763810296,7498.193027326539,9103.003621672337,67.2890625,64.8711179647664,0,8,28,1.821283271012362
9,gat_dueling_ddqn,-68.89577812841898,911.6545202692764,11649.892674289546,12622.923988977189,28.828125,61.376794418367595,3,4,28,1.032529010961298
10,gat_dueling_ddqn,-28.40170945229767,843.1435797095018,4726.222605365101,5662.367947126039,25.83984375,93.0017620514366,0,5,28,1.126137568964623
11,gat_dueling_ddqn,-84.83148738366148,1322.0125020436353,14601.972076774653,15970.171957660908,47.34375,46.18737884261919,4,4,28,0.25760760495904833
12,gat_dueling_ddqn,-32.86210357915054,1407.109003927626,5138.95488723768,6621.84394353618,62.2265625,75.78005237087376,0,8,28,1.759465794020798
13,gat_dueling_ddqn,-49.1072965149234,1359.7842879934233,8703.820379585715,10113.726043754506,93.5625,50.12137617536803,0,8,28,0.6671373060089536
14,gat_dueling_ddqn,-69.76584306152193,915.4384597979291,11279.623581333155,12282.039105980268,25.5234375,86.97706484918395,4,4,28,0.8155578119913116
15,gat_dueling_ddqn,-25.518612628276156,372.85413451807796,4550.887251029902,5008.4663210293975,11.3203125,84.72493548141733,0,3,28,1.0388901859987527
16,gat_dueling_ddqn,-53.697409226547734,765.4122280219324,8562.705965991949,9399.09866235114,5.203125,70.98046833725805,2,3,28,0.5128112329985015
17,gat_dueling_ddqn,-60.29744877488244,1522.6194614125047,8029.755189759368,9619.968626898215,56.71875,67.59397572634161,7,8,28,0.8148654719698243
18,gat_dueling_ddqn,-84.72968011940922,2040.4436715095017,12401.671419299688,14510.658838534431,69.6796875,68.54374772524105,8,8,28,0.9682300630374812
19,gat_dueling_ddqn,-82.31952716125019,1247.5929890250163,13145.8068222129,14447.839755184808,29.70703125,54.439943946892754,6,6,28,0.6452083149924874
