episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-32.49384872582992,385.3781023946919,5438.306696667953,5877.740647318101,12.4453125,54.055848255456105,2,4,28,1.5197089159628376
1,gat_dueling_ddqn,-33.17848192511262,444.02959496750657,5898.097609183674,6378.10865017366,14.765625,35.98144602247994,1,5,28,1.309846666001249
2,gat_dueling_ddqn,-21.700772780308927,602.3946250683775,3532.441932927319,4189.054574911042,16.2421875,54.21801691534507,0,7,28,1.6286991109955125
3,gat_dueling_ddqn,-68.43464753180817,675.3544546797065,11753.831418956293,12529.076605352895,15.9521484375,99.89073171689557,3,3,28,0.5205569309764542
4,gat_dueling_ddqn,-106.20162427494259,3332.628362011474,16890.698292737936,20296.319351667047,174.375,72.99269691763912,8,8,28,0.8789940300048329
5,gat_dueling_ddqn,-63.16787646901763,1227.5915834875386,10373.494240321725,11658.47606317578,44.12109375,57.39023936651774,4,5,28,0.7200923609780148
6,gat_dueling_ddqn,-100.80880457545949,3048.9193567460684,16013.699957891004,19107.85583273458,119.296875,45.23651809750923,8,8,28,0.7933881080243737
7,gat_dueling_ddqn,-65.18720816292506,1448.554633546856,10295.384332635795,11798.579255988345,49.27734375,54.6402898056941,4,5,28,0.3616952669690363
8,gat_dueling_ddqn,-38.23540873053572,1162.8238955195245,6267.2764492057795,7485.818983672425,23.5546875,55.71863894712119,0,8,28,1.7553638889803551
9,gat_dueling_ddqn,-48.202072626938325,552.1649793784555,9133.516366300204,9740.88559532568,17.296875,55.204249647019964,0,4,28,1.0191346040228382
10,gat_dueling_ddqn,-18.234822618199942,489.92251898767853,2769.4780261392925,3348.9004133792073,6.4599609375,89.4998682522366,0,5,28,1.110336363024544
11,gat_dueling_ddqn,-55.03003208758304,1033.6266664095317,10265.020635606817,11340.75856335011,35.5078125,42.111261333761576,0,4,28,0.2548510900232941
12,gat_dueling_ddqn,-32.86210357915054,1407.109003927626,5138.95488723768,6621.84394353618,62.2265625,75.78005237087376,0,8,28,1.7354253359953873
13,gat_dueling_ddqn,-97.28461810859402,2116.217812233507,15335.24259194973,17508.592731941768,93.5625,57.13232775853278,6,8,28,0.6568362709949724
14,gat_dueling_ddqn,-21.582224719416995,246.6020865279096,3888.330308830744,4219.870158042152,4.25390625,84.93776268349815,0,4,28,0.8060382139519788
15,gat_dueling_ddqn,-22.083348938218407,226.55377639089605,4113.756589399573,4409.445941948327,14.150390625,69.13557615785822,0,3,28,1.0261904409853742
16,gat_dueling_ddqn,-74.97584222087927,456.1497053859787,13186.108856220342,13709.875632523983,6.50390625,67.61707091766291,3,3,28,0.5021562839974649
17,gat_dueling_ddqn,-29.914359177637735,834.3296882695781,4709.445838174969,5620.252408655469,22.6875,76.47688221092078,1,8,28,0.8068670410430059
18,gat_dueling_ddqn,-84.72968011940922,2040.4436715095017,12401.671419299688,14510.658838534431,69.6796875,68.54374772524105,8,8,28,0.9288354929885827
19,gat_dueling_ddqn,-89.07597580956414,1483.2785064144311,14119.076927523221,15659.672489464558,41.58984375,57.31705552690378,6,6,28,0.6319017990026623
