episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-34.63113846873436,474.7885071228905,5838.834238051872,6367.693254081508,16.59375,54.0705089067461,2,4,28,1.5406915260246024
1,gat_dueling_ddqn,-33.17848192511262,444.02959496750657,5898.097609183674,6378.10865017366,14.765625,35.98144602247994,1,5,28,1.3716862460132688
2,gat_dueling_ddqn,-59.6313036804051,1328.6276916129123,9392.521120147798,10774.657217431624,48.7265625,53.50840567091435,4,7,28,1.3963640460278839
3,gat_dueling_ddqn,-59.04674954315168,571.4916391578876,10030.686277492345,10705.254599609692,19.142578125,103.07668295945871,3,3,28,0.5261987630510703
4,gat_dueling_ddqn,-89.35553501099625,2587.8901193107654,13872.908972342067,16534.715103874365,152.578125,73.91601222153135,7,8,28,0.8922220679814927
5,gat_dueling_ddqn,-64.2742481482494,1304.7627124893334,10527.776241960197,11889.701867781409,58.828125,57.162913331878705,4,5,28,0.7289592319866642
6,gat_dueling_ddqn,-111.44929854818045,3530.5498664014663,17936.24106860545,21510.55303461143,167.015625,43.762099604511846,8,8,28,0.8084632420213893
7,gat_dueling_ddqn,-62.70964443919509,1317.7233952293125,9758.356315768726,11130.66624889478,36.9580078125,54.586537896741916,4,5,28,0.3678953350172378
8,gat_dueling_ddqn,-107.03477742100266,2119.3156977461535,16531.233393758568,18707.5556578452,70.6640625,57.00656634047985,8,8,28,1.8072493550134823
9,gat_dueling_ddqn,-57.82355762655597,679.9756911458973,10575.821738196268,11310.647036349543,23.0625,54.8496070073777,1,4,28,1.0258662609849125
10,gat_dueling_ddqn,-29.421122192837515,474.93144674369563,5269.028405839515,5837.020815246576,12.919921875,93.06096266336557,0,5,28,1.1400433899834752
11,gat_dueling_ddqn,-56.83898594005236,1104.7276945654592,10658.078272742106,11805.384916998344,47.34375,42.57894969077843,0,4,28,0.261634391034022
12,gat_dueling_ddqn,-56.06892652139203,1964.356549777216,8523.004958462425,10569.766510093454,103.7109375,82.40500185381322,3,8,28,1.7625125930062495
13,gat_dueling_ddqn,-88.33452038091995,1754.551354340512,14943.606658414818,16747.47768378309,70.171875,49.319671027761274,4,8,28,0.6646833599661477
14,gat_dueling_ddqn,-73.01702470963153,693.6307267111324,12335.45731244858,13111.732748147615,17.015625,82.64470898790199,4,4,28,0.8405359479947947
15,gat_dueling_ddqn,-93.21534048186915,3367.7169176995953,14386.308085116929,17824.565830163287,109.1015625,70.54082734676132,8,8,28,1.0390605579596013
16,gat_dueling_ddqn,-50.463319473020576,433.99299021567464,8572.354753099795,9080.774236802346,3.90234375,74.42649348687631,2,3,28,0.5242612839792855
17,gat_dueling_ddqn,-53.702907331217745,1307.3647729664294,7432.708761567777,8813.69568638484,45.375,73.62215185063282,5,8,28,0.8135871890117414
18,gat_dueling_ddqn,-84.72968011940922,2040.4436715095017,12401.671419299688,14510.658838534431,69.6796875,68.54374772524105,8,8,28,0.9403335180249996
19,gat_dueling_ddqn,-62.80876887938142,966.3325611788727,9212.068608967727,10240.230772754085,23.765625,61.829602607484695,6,6,28,0.6443860740400851
