episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-34.63113846873436,474.7885071228905,5838.834238051872,6367.693254081508,16.59375,54.0705089067461,2,4,28,1.5384592359769158
1,gat_dueling_ddqn,-28.686750353201944,998.8634662779941,4948.191886815063,5986.682950171375,51.6796875,39.627597078316875,0,5,28,1.3344336629961617
2,gat_dueling_ddqn,-27.299363888890248,735.4485601856329,4519.230125891197,5324.06119144749,24.0,69.38250537066088,0,4,28,1.4017728820326738
3,gat_dueling_ddqn,-50.123199606197105,883.1208174436599,7933.915351011765,8906.665512191887,15.9521484375,89.62934373646252,2,3,28,0.5251039810245857
4,gat_dueling_ddqn,-94.8464653883058,2915.0378819603375,14518.181348565904,17507.135242747776,174.375,73.91601222153135,8,8,28,0.8877301880274899
5,gat_dueling_ddqn,-64.2742481482494,1304.7627124893334,10527.776241960197,11889.701867781409,58.828125,57.162913331878705,4,5,28,0.7320949049899355
6,gat_dueling_ddqn,-82.6974090578593,2897.058068008059,12177.543949543926,15117.986476171858,143.15625,43.384458619873726,8,8,28,0.8035358600318432
7,gat_dueling_ddqn,-71.19108172691412,1704.2720691074067,11479.545464688601,13238.914639319784,73.916015625,55.097105523777685,4,5,28,0.36373693600762635
8,gat_dueling_ddqn,-46.36557031383664,1539.9394763810296,7498.193027326539,9103.003621672337,67.2890625,64.8711179647664,0,8,28,1.763804025016725
9,gat_dueling_ddqn,-68.89577812841898,911.6545202692764,11649.892674289546,12622.923988977189,28.828125,61.376794418367595,3,4,28,1.0202499210136011
10,gat_dueling_ddqn,-36.25362503498748,851.4841896507945,6298.92076199892,7243.443827340569,32.2998046875,93.03887569085543,0,5,28,1.1201768010505475
11,gat_dueling_ddqn,-57.42325477100454,1116.6090267665836,10752.045764786319,11910.795546115669,47.34375,42.14075456276667,0,4,28,0.25845978304278105
12,gat_dueling_ddqn,-22.167108795939484,1109.1155062825496,2885.375182771728,4071.477684158391,62.2265625,76.98699510411359,0,8,28,1.7507683669682592
13,gat_dueling_ddqn,-49.1072965149234,1359.7842879934233,8703.820379585715,10113.726043754506,93.5625,50.12137617536803,0,8,28,0.6637459039920941
14,gat_dueling_ddqn,-47.96782045661885,794.4586185146112,8115.579468945447,8996.918772028268,21.26953125,86.88068456820974,1,4,28,0.812481340020895
15,gat_dueling_ddqn,-22.083348938218407,226.55377639089605,4113.756589399573,4409.445941948327,14.150390625,69.13557615785822,0,3,28,1.0343522379989736
16,gat_dueling_ddqn,-50.927931504531756,513.0869113508393,8609.66081286307,9190.287023384857,9.10546875,67.53929917094679,2,3,28,0.505253396986518
17,gat_dueling_ddqn,-60.29744877488244,1522.6194614125047,8029.755189759368,9619.968626898215,56.71875,67.59397572634161,7,8,28,0.8056079029920511
18,gat_dueling_ddqn,-99.50387953038067,2578.5450772085865,15198.562049304448,17845.912328507467,116.1328125,68.80520199443211,8,8,28,0.9306970069883391
19,gat_dueling_ddqn,-65.23500861334169,1120.7082222366716,9711.237304956963,10886.184583873328,35.6484375,54.23905667969316,6,6,28,0.6440682340180501
