episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-34.63113846873436,474.7885071228905,5838.834238051872,6367.693254081508,16.59375,54.0705089067461,2,4,28,1.5199342890409753
1,gat_dueling_ddqn,-66.82212654915138,1349.0843048529,10372.548057388283,11760.299828595147,66.4453125,38.66746635396395,5,5,28,1.3195676510222256
2,gat_dueling_ddqn,-27.299363888890248,735.4485601856329,4519.230125891197,5324.06119144749,24.0,69.38250537066088,0,4,28,1.3857757069636136
3,gat_dueling_ddqn,-50.123199606197105,883.1208174436599,7933.915351011765,8906.665512191887,15.9521484375,89.62934373646252,2,3,28,0.5214199709589593
4,gat_dueling_ddqn,-94.8464653883058,2915.0378819603375,14518.181348565904,17507.135242747776,174.375,73.91601222153135,8,8,28,0.8852042119833641
5,gat_dueling_ddqn,-66.96903743627873,1700.1455890375537,10660.66628715267,12418.539650599601,73.53515625,57.727774409378235,4,5,28,0.7226245109923184
6,gat_dueling_ddqn,-84.56469477325136,3117.928579982066,11951.110461172488,15112.903995880672,143.15625,43.864954726116764,8,8,28,0.7991055710008368
7,gat_dueling_ddqn,-68.36636081035059,1509.2126562123387,10960.23791973982,12524.546123626656,61.5966796875,55.09554767449685,4,5,28,0.36059483705321327
8,gat_dueling_ddqn,-47.17772360305956,1565.2872109088146,7664.654588134828,9295.686285970609,67.2890625,65.7444869269662,0,8,28,1.7677090379875153
9,gat_dueling_ddqn,-64.00153078892478,826.6284829736858,11358.847603453098,12240.093290745803,34.59375,54.61720431901919,2,4,28,1.0265337949967943
10,gat_dueling_ddqn,-21.906312386910066,704.6301997214315,3611.2570972743038,4408.395557197298,32.2998046875,92.50826020156234,0,5,28,1.1189486639923416
11,gat_dueling_ddqn,-57.42325477100454,1116.6090267665836,10752.045764786319,11910.795546115669,47.34375,42.14075456276667,0,4,28,0.2548259510076605
12,gat_dueling_ddqn,-66.75092266640166,2428.4843832429547,9402.840463182669,11913.928377760889,124.453125,82.60353133526527,6,8,28,1.7441530980286188
13,gat_dueling_ddqn,-49.1072965149234,1359.7842879934233,8703.820379585715,10113.726043754506,93.5625,50.12137617536803,0,8,28,0.6630436560371891
14,gat_dueling_ddqn,-47.96782045661885,794.4586185146112,8115.579468945447,8996.918772028268,21.26953125,86.88068456820974,1,4,28,0.8049659190000966
15,gat_dueling_ddqn,-72.20726516811911,3102.90005162326,10462.148063321185,13635.588942291208,152.7421875,70.54082734676132,7,8,28,1.0345951209892519
16,gat_dueling_ddqn,-50.463319473020576,433.99299021567464,8572.354753099795,9080.774236802346,3.90234375,74.42649348687631,2,3,28,0.5018050239887089
17,gat_dueling_ddqn,-66.39071526342897,1748.4593119273072,8619.364670339564,10436.404208411463,68.0625,68.58022614459105,8,8,28,0.8193089150008745
18,gat_dueling_ddqn,-99.50387953038067,2578.5450772085865,15198.562049304448,17845.912328507467,116.1328125,68.80520199443211,8,8,28,0.9252653309958987
19,gat_dueling_ddqn,-65.23500861334169,1120.7082222366716,9711.237304956963,10886.184583873328,35.6484375,54.23905667969316,6,6,28,0.6334803120116703
