episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-32.49384872582992,385.3781023946919,5438.306696667953,5877.740647318101,12.4453125,54.055848255456105,2,4,28,1.5592853560228832
1,gat_dueling_ddqn,-33.17848192511262,444.02959496750657,5898.097609183674,6378.10865017366,14.765625,35.98144602247994,1,5,28,1.32350033801049
2,gat_dueling_ddqn,-21.700772780308927,602.3946250683775,3532.441932927319,4189.054574911042,16.2421875,54.21801691534507,0,7,28,1.404108332004398
3,gat_dueling_ddqn,-50.123199606197105,883.1208174436599,7933.915351011765,8906.665512191887,15.9521484375,89.62934373646252,2,3,28,0.5243407020461746
4,gat_dueling_ddqn,-77.05406234313219,2091.754982811684,11880.939868676853,14041.412907923572,65.390625,68.71805643503515,5,8,28,0.8845880620065145
5,gat_dueling_ddqn,-25.156895322682665,723.0284161024047,4118.769092462462,4902.539829757398,14.70703125,60.742321192531975,0,5,28,0.7315686140209436
6,gat_dueling_ddqn,-100.80880457545949,3048.9193567460684,16013.699957891004,19107.85583273458,119.296875,45.23651809750923,8,8,28,0.8021998309995979
7,gat_dueling_ddqn,-52.160158589189734,1089.8692587595274,8559.602781727244,9704.008372408302,24.638671875,54.536331921530795,2,5,28,0.3693008300033398
8,gat_dueling_ddqn,-107.03477742100266,2119.3156977461535,16531.233393758568,18707.5556578452,70.6640625,57.00656634047985,8,8,28,1.7808608489576727
9,gat_dueling_ddqn,-55.94581658695911,699.3927878954734,10183.55123486371,10939.605442058633,23.0625,56.66141929945178,1,4,28,1.0227676010108553
10,gat_dueling_ddqn,-29.421122192837515,474.93144674369563,5269.028405839515,5837.020815246576,12.919921875,93.06096266336557,0,5,28,1.1152696459903382
11,gat_dueling_ddqn,-64.25108176962043,1408.8341047380359,10971.64652085266,12422.51754602437,59.1796875,42.03692043367357,2,4,28,0.25586337404092774
12,gat_dueling_ddqn,-90.84292655235669,2501.431211884026,13425.797736364115,16004.939999757744,82.96875,77.71105150960298,8,8,28,1.7366079069906846
13,gat_dueling_ddqn,-97.41326362002273,2007.291731946067,15814.735485881569,17874.871484306874,93.5625,52.844266479238264,6,8,28,0.6677351990365423
14,gat_dueling_ddqn,-57.9101925105103,711.1214116862034,9477.560032969368,10276.628873135707,12.76171875,87.9474284801357,3,4,28,0.8084093020297587
15,gat_dueling_ddqn,-25.844477532474983,281.0322825395958,4851.619356957116,5203.57217649233,16.98046875,70.92053699561829,0,3,28,1.0341248599579558
16,gat_dueling_ddqn,-63.389498788442864,505.24272593142285,10771.147669079306,11343.938746260084,7.8046875,67.54835124935488,3,3,28,0.5064256390323862
17,gat_dueling_ddqn,-42.85319868328517,1086.6396342974847,6227.955353008614,7383.160485886913,34.03125,68.5654985808144,3,8,28,0.8113412829698063
18,gat_dueling_ddqn,-94.34420691900165,2923.7566379627697,14267.59690563248,17261.484763961525,116.1328125,70.13122036627522,8,8,28,0.9246073439717293
19,gat_dueling_ddqn,-82.61987743699297,1373.158271486396,12918.274172270221,14348.749499283522,29.70703125,57.31705552690378,6,6,28,0.6330568419652991
