episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-34.63113846873436,474.7885071228905,5838.834238051872,6367.693254081508,16.59375,54.0705089067461,2,4,28,1.5364992410177365
1,gat_dueling_ddqn,-29.031991249445355,1130.0332587390562,4783.318582811204,5952.598478209581,66.4453125,39.24663665932094,0,5,28,1.3052942649810575
2,gat_dueling_ddqn,-27.310115330407783,672.5598786289459,4588.596212843689,5330.474207956506,24.0,69.31811648387175,0,4,28,1.3838179259910248
3,gat_dueling_ddqn,-47.085546932915925,730.3971023134467,7487.664158082258,8307.674599245562,9.5712890625,89.61333884985618,2,3,28,0.5226074170204811
4,gat_dueling_ddqn,-94.8464653883058,2915.0378819603375,14518.181348565904,17507.135242747776,174.375,73.91601222153135,8,8,28,0.8758513079956174
5,gat_dueling_ddqn,-97.447521284136,2486.274665700544,16544.952425742027,19089.126034769804,102.94921875,57.898943327233816,5,5,28,0.7277726189931855
6,gat_dueling_ddqn,-82.35132191569193,3036.049987396615,11673.599948694158,14752.81145388556,143.15625,43.161517794788196,8,8,28,0.7916404639836401
7,gat_dueling_ddqn,-69.10989717280245,1605.9336354852187,11259.754758049912,12920.900830589273,73.916015625,55.212437054141944,4,5,28,0.36215038201771677
8,gat_dueling_ddqn,-46.8563820582625,1552.4255676048856,7569.763177936109,9187.869871419705,67.2890625,65.68112587871109,0,8,28,1.7492944360128604
9,gat_dueling_ddqn,-69.1605951112201,905.0631836429968,11818.238638534154,12777.391566192915,28.828125,54.08974401576416,3,4,28,1.0183957139961421
10,gat_dueling_ddqn,-19.833413889395857,716.0442255616992,3224.549969367991,4031.770268135703,32.2998046875,91.17607320601287,0,5,28,1.1078988169902004
11,gat_dueling_ddqn,-85.4961128271378,1363.1932985943631,14775.891473979464,16181.225527136594,47.34375,42.14075456276667,4,4,28,0.2559457829920575
12,gat_dueling_ddqn,-26.656927977552233,1990.3895506349872,3760.1421887718907,5833.186035726941,124.453125,82.6542963200625,0,8,28,1.7344736420200206
13,gat_dueling_ddqn,-49.1072965149234,1359.7842879934233,8703.820379585715,10113.726043754506,93.5625,50.12137617536803,0,8,28,0.655864623025991
14,gat_dueling_ddqn,-47.96782045661885,794.4586185146112,8115.579468945447,8996.918772028268,21.26953125,86.88068456820974,1,4,28,0.804204702959396
15,gat_dueling_ddqn,-81.8442672803336,3458.001420351689,11895.56521148549,15427.775696238927,196.3828125,74.20906440174791,8,8,28,1.0256765460362658
16,gat_dueling_ddqn,-60.28072660073972,541.4228044112266,10018.359654531065,10633.64794345377,9.10546875,73.86548451147996,3,3,28,0.49929835699731484
17,gat_dueling_ddqn,-64.55503778170252,1718.9725455823063,8374.65424910953,10162.736659437965,68.0625,69.10986474612912,8,8,28,0.7990772190387361
18,gat_dueling_ddqn,-102.54400738503827,2773.5876215112226,15780.42621823688,18623.153638565364,139.359375,69.13979881726254,8,8,28,0.9240332540357485
19,gat_dueling_ddqn,-65.23500861334169,1120.7082222366716,9711.237304956963,10886.184583873328,35.6484375,54.23905667969316,6,6,28,0.6281618009670638
