episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-28.233083336380655,481.9164426270482,4657.477533220277,5193.116739643938,12.4453125,53.722763796612625,1,4,28,1.5135105309891514
1,gat_dueling_ddqn,-44.27029022407531,622.6785983710652,6872.20385615758,7534.046841196251,29.53125,39.16438666760626,4,5,28,1.3128374670050107
2,gat_dueling_ddqn,-59.6313036804051,1328.6276916129123,9392.521120147798,10774.657217431624,48.7265625,53.50840567091435,4,7,28,1.392578260973096
3,gat_dueling_ddqn,-38.70662974734338,798.648403146886,5994.229370757369,6893.321188343055,12.76171875,100.44341443879952,1,3,28,0.5197418159805238
4,gat_dueling_ddqn,-89.35553501099625,2587.8901193107654,13872.908972342067,16534.715103874365,152.578125,73.91601222153135,7,8,28,0.8794252299703658
5,gat_dueling_ddqn,-49.11691482923645,1081.1625857276363,7629.326993177465,8768.178639078116,44.12109375,57.6890601730158,4,5,28,0.7282803360139951
6,gat_dueling_ddqn,-82.14441341037492,2580.8178228304487,11549.200174002479,14174.44215472575,95.4375,44.4241578928211,8,8,28,0.7957972639705986
7,gat_dueling_ddqn,-60.74847910024452,1266.2330356916943,9641.572689548482,10962.543626820277,49.27734375,54.7379015801015,4,5,28,0.3611698790336959
8,gat_dueling_ddqn,-107.03477742100266,2119.3156977461535,16531.233393758568,18707.5556578452,70.6640625,57.00656634047985,8,8,28,1.7522684509749524
9,gat_dueling_ddqn,-81.67103178134046,1127.679730780583,13766.56377664077,14955.924366767034,46.125,61.680859345680865,4,4,28,1.0202930510276929
10,gat_dueling_ddqn,-29.421122192837515,474.93144674369563,5269.028405839515,5837.020815246576,12.919921875,93.06096266336557,0,5,28,1.1076384800253436
11,gat_dueling_ddqn,-64.25108176962043,1408.8341047380359,10971.64652085266,12422.51754602437,59.1796875,42.03692043367357,2,4,28,0.2560626899939962
12,gat_dueling_ddqn,-44.64339584828194,953.6939098598475,7136.056027523432,8148.002549535617,35.4375,58.252612152337406,2,4,28,1.748128847044427
13,gat_dueling_ddqn,-73.68847034646136,1903.2543850423863,12550.183750369135,14506.267153675912,93.5625,52.82901826439024,2,8,28,0.6609428360243328
14,gat_dueling_ddqn,-45.82807785022103,608.5447805456894,7996.395702470683,8688.218805856199,21.26953125,83.27832283982569,1,4,28,0.8075137499836273
15,gat_dueling_ddqn,-86.68386647181474,3285.8946753478,13126.992068179192,16478.566062141163,152.7421875,65.67931861416899,8,8,28,1.0314460879890248
16,gat_dueling_ddqn,-50.8382034709431,514.6941140231268,8580.086794672803,9161.992014995485,7.8046875,67.21110629955456,2,3,28,0.5043674649787135
17,gat_dueling_ddqn,-43.932673946720534,1541.2093198099394,5985.026090375115,7602.360428787339,68.0625,76.12501860228444,4,8,28,0.8011002510320395
18,gat_dueling_ddqn,-94.34420691900165,2923.7566379627697,14267.59690563248,17261.484763961525,116.1328125,70.13122036627522,8,8,28,0.9233392760506831
19,gat_dueling_ddqn,-62.90488515522837,1089.1078255852635,9408.385117150163,10554.35631454487,35.6484375,56.86337180944428,6,6,28,0.6322649509529583
