episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-34.5281938620028,824.8350857443849,4879.595370757495,5761.550050155759,16.59375,57.119593653878574,2,4,28,1.5395829239860177
1,gat_dueling_ddqn,-25.65174986670179,1078.7969789248793,4474.48811250281,5593.435841316795,59.0625,40.150749889105946,0,5,28,1.293776053993497
2,gat_dueling_ddqn,-23.676139056924306,560.6329642713271,4003.464773846744,4633.611931393167,18.0,69.514193275096,0,4,28,1.3740800649975426
3,gat_dueling_ddqn,-47.085546932915925,730.3971023134467,7487.664158082258,8307.674599245562,9.5712890625,89.61333884985618,2,3,28,0.5152187150088139
4,gat_dueling_ddqn,-111.43209286653958,3527.356733939347,17867.16224621997,21467.53093827518,196.171875,73.01195811586278,8,8,28,0.869890266971197
5,gat_dueling_ddqn,-64.97296868485071,1576.0437895925966,10530.594415827236,12164.31373883167,58.828125,57.675533411837655,4,5,28,0.7361487059970386
6,gat_dueling_ddqn,-84.56469477325136,3117.928579982066,11951.110461172488,15112.903995880672,143.15625,43.864954726116764,8,8,28,0.7911322350264527
7,gat_dueling_ddqn,-65.93074452537692,1545.2756128197364,10594.901170945888,12194.933962950963,61.5966796875,54.7571791853392,4,5,28,0.357295986963436
8,gat_dueling_ddqn,-46.36557031383664,1539.9394763810296,7498.193027326539,9103.003621672337,67.2890625,64.8711179647664,0,8,28,1.755443626025226
9,gat_dueling_ddqn,-81.67103178134046,1127.679730780583,13766.56377664077,14955.924366767034,46.125,61.680859345680865,4,4,28,1.0208251220174134
10,gat_dueling_ddqn,-36.25362503498748,851.4841896507945,6298.92076199892,7243.443827340569,32.2998046875,93.03887569085543,0,5,28,1.0994758590240963
11,gat_dueling_ddqn,-70.17401988053892,1606.0137859309,11555.198899066761,13203.596320410517,82.8515625,42.38363541285573,3,4,28,0.2538400809862651
12,gat_dueling_ddqn,-21.457943429777934,770.4069032489881,3453.27167396384,4280.752060680762,35.4375,57.073483467933926,0,4,28,1.7294128570356406
13,gat_dueling_ddqn,-36.73082795166508,1726.0372723707235,5953.737624433825,7733.169051193208,116.953125,53.39415438866032,0,8,28,0.6506441130186431
14,gat_dueling_ddqn,-47.789972759411356,720.7132383633937,8251.915668521,9055.099258126862,25.5234375,82.47035124246811,1,4,28,0.8038672790280543
15,gat_dueling_ddqn,-126.20374308655626,4679.13051282995,20820.16816435581,25570.985513563726,174.5625,71.68683637796366,8,8,27,1.0232829120359384
16,gat_dueling_ddqn,-50.927931504531756,513.0869113508393,8609.66081286307,9190.287023384857,9.10546875,67.53929917094679,2,3,28,0.5112262430484407
17,gat_dueling_ddqn,-52.97679683410591,1955.732513707167,6907.564140611699,8940.463591164962,79.40625,77.16693684609542,5,8,28,0.8012671600445174
18,gat_dueling_ddqn,-39.28544945136488,1012.9966962313637,6387.785704538524,7461.078340430899,35.578125,60.29593966101,1,4,28,0.9148486779886298
19,gat_dueling_ddqn,-73.83228457498572,1678.764065546654,10741.279009686192,12482.731837498493,53.47265625,62.688762265646965,6,6,28,0.6313430279842578
