episode,method,reward,prefill_ms,decode_ms,e2e_est_ms,transfer_mb,handover_ms,slo_violations,batch_size,mapping_steps,runtime_seconds
0,gat_dueling_ddqn,-34.63113846873436,474.7885071228905,5838.834238051872,6367.693254081508,16.59375,54.0705089067461,2,4,28,1.5455042599933222
1,gat_dueling_ddqn,-52.581640341381146,618.1722313663421,8114.797567874474,8771.878716686067,22.1484375,38.90891744525031,5,5,28,1.3308714859886095
2,gat_dueling_ddqn,-59.6313036804051,1328.6276916129123,9392.521120147798,10774.657217431624,48.7265625,53.50840567091435,4,7,28,1.411401288001798
3,gat_dueling_ddqn,-50.123199606197105,883.1208174436599,7933.915351011765,8906.665512191887,15.9521484375,89.62934373646252,2,3,28,0.5298592469771393
4,gat_dueling_ddqn,-89.35553501099625,2587.8901193107654,13872.908972342067,16534.715103874365,152.578125,73.91601222153135,7,8,28,0.8978108539595269
5,gat_dueling_ddqn,-64.2742481482494,1304.7627124893334,10527.776241960197,11889.701867781409,58.828125,57.162913331878705,4,5,28,0.737569977005478
6,gat_dueling_ddqn,-74.68749532103918,2520.3390210438197,11134.281099243695,13699.184113701785,119.296875,44.56399341427162,7,8,28,0.8111524420091882
7,gat_dueling_ddqn,-63.106023608813395,1350.2161999246684,10075.593625997108,11480.565447257835,49.27734375,54.75562133605836,4,5,28,0.3677628540317528
8,gat_dueling_ddqn,-107.03477742100266,2119.3156977461535,16531.233393758568,18707.5556578452,70.6640625,57.00656634047985,8,8,28,1.7853797189891338
9,gat_dueling_ddqn,-68.89577812841898,911.6545202692764,11649.892674289546,12622.923988977189,28.828125,61.376794418367595,3,4,28,1.030675612972118
10,gat_dueling_ddqn,-28.08440664760213,792.7478818356669,4851.715960213793,5735.330254871896,32.2998046875,90.86641282243643,0,5,28,1.1391246909624897
11,gat_dueling_ddqn,-55.03003208758304,1033.6266664095317,10265.020635606817,11340.75856335011,35.5078125,42.111261333761576,0,4,28,0.25892257294617593
12,gat_dueling_ddqn,-25.671930785739626,1094.9833373942379,3788.360329776314,4959.244304580295,20.7421875,75.90063740974324,0,8,28,1.773617719009053
13,gat_dueling_ddqn,-88.33452038091995,1754.551354340512,14943.606658414818,16747.47768378309,70.171875,49.319671027761274,4,8,28,0.6803939139936119
14,gat_dueling_ddqn,-57.9101925105103,711.1214116862034,9477.560032969368,10276.628873135707,12.76171875,87.9474284801357,3,4,28,0.8271473759668879
15,gat_dueling_ddqn,-100.69074144265564,2558.242641082181,16103.996792441169,18728.000309456715,130.921875,65.76087593336646,8,8,28,1.0535929969628341
16,gat_dueling_ddqn,-63.47922682203155,503.6355232591353,10800.721687269577,11372.23375464946,9.10546875,67.87654412074711,3,3,28,0.5094902769778855
17,gat_dueling_ddqn,-54.33464431193017,1203.307839534507,7700.1734047545,8972.145945539713,34.03125,68.66470125070539,5,8,28,0.8274235390126705
18,gat_dueling_ddqn,-84.72968011940922,2040.4436715095017,12401.671419299688,14510.658838534431,69.6796875,68.54374772524105,8,8,28,0.9601350390003063
19,gat_dueling_ddqn,-55.996245371813096,877.9941222060738,8420.888828339734,9352.583813520012,17.82421875,53.70086297420459,5,6,28,0.652114606986288
