mode,keep_avg_ms,reactive_avg_ms,prefetch_avg_ms,reactive_gain_pct,reactive_ci_low_ms,reactive_ci_high_ms,prefetch_extra_pct,extra_ci_low_ms,extra_ci_high_ms,total_gain_pct,total_ci_low_ms,total_ci_high_ms,reactive_p95_gain_pct,prefetch_p95_gain_pct,keep_slo,reactive_slo,prefetch_slo,prefetch_extra_slo_pp,prefetch_goodput_gain_pct,reactive_migration_mb,prefetch_actual_mb,prefetch_traffic_overhead_pct,prefetch_waste_pct,reactive_planner_mean_ms,reactive_planner_p95_ms
stationary,15740.858234968437,15740.858234968437,15740.858234968437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125,0.4125,0.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walking,15747.320382073953,14886.321904048917,14810.587496726335,5.467587228397031,172.64440248749634,1549.352553562574,0.5087516433591288,10.909205364624924,140.55960928053918,5.948522431879599,192.30214555691657,1681.163625138318,7.396627067637373,8.045905064572977,0.4125,0.4133333333333333,0.4141666666666666,0.0833333333333297,0.1375313482742113,48.89994140625,55.90222084383639,14.319607010186331,14.251852404826698,47.86424536619718,65.34886900000001
driving,15754.965489284976,13404.62075723025,13215.764703155204,14.91812047226131,1140.8919081810254,3559.797555928425,1.4088877074211914,19.97261754616929,357.73949060393375,16.11682861417052,1217.969225602017,3860.432346657536,18.36383586956465,18.59386775687475,0.4108333333333334,0.4275,0.4275,0.0,0.2452936391457605,105.266015625,115.93311949970972,10.133473573000296,15.902825479882246,55.85025527707007,68.67549984999998
high_speed,15706.25550474346,11744.482577957586,11452.420345398325,25.22417214968504,2257.335205757746,5666.210647813999,2.4868037448274927,147.91759411410064,436.2068710044292,27.08370023689244,2505.336070344245,6002.334248346031,28.13767947307985,29.48755342509862,0.4116666666666666,0.4491666666666666,0.465,1.5833333333333366,3.505065512484906,166.98234375,184.24023939284643,10.335161943040116,20.482079554967555,59.196082449901766,69.40532725
