timestamp,input_tokens,output_tokens,request_type,source
2023-11-16 18:16:35.390247+00:00,1232,419,conversation,azure_2023
2023-11-16 18:16:35.676197+00:00,975,416,conversation,azure_2023
2023-11-16 18:16:35.907628+00:00,209,217,conversation,azure_2023
2023-11-16 18:16:36.241773+00:00,181,85,conversation,azure_2023
2023-11-16 18:16:36.268047+00:00,1029,388,conversation,azure_2023
2023-11-16 18:16:36.341502+00:00,888,418,conversation,azure_2023
2023-11-16 18:16:36.405070+00:00,1113,375,conversation,azure_2023
2023-11-16 18:16:36.423275+00:00,1035,520,conversation,azure_2023
2023-11-16 18:16:36.423281+00:00,1009,425,conversation,azure_2023
2023-11-16 18:16:36.513024+00:00,869,450,conversation,azure_2023
2023-11-16 18:16:36.559020+00:00,1183,431,conversation,azure_2023
2023-11-16 18:16:36.909114+00:00,972,395,conversation,azure_2023
2023-11-16 18:16:37.166726+00:00,1097,396,conversation,azure_2023
2023-11-16 18:16:37.311677+00:00,206,183,conversation,azure_2023
2023-11-16 18:16:37.335572+00:00,181,208,conversation,azure_2023
2023-11-16 18:16:37.338247+00:00,1316,200,conversation,azure_2023
2023-11-16 18:16:37.422375+00:00,908,456,conversation,azure_2023
2023-11-16 18:16:37.574811+00:00,1094,422,conversation,azure_2023
2023-11-16 18:16:37.588923+00:00,996,422,conversation,azure_2023
2023-11-16 18:16:37.675769+00:00,420,89,conversation,azure_2023
2023-11-16 18:16:37.801832+00:00,1112,385,conversation,azure_2023
2023-11-16 18:16:38.045686+00:00,1133,396,conversation,azure_2023
2023-11-16 18:16:38.159616+00:00,890,403,conversation,azure_2023
2023-11-16 18:16:38.302006+00:00,833,36,conversation,azure_2023
2023-11-16 18:16:38.358937+00:00,1093,426,conversation,azure_2023
2023-11-16 18:16:38.620842+00:00,206,211,conversation,azure_2023
2023-11-16 18:16:38.800810+00:00,898,454,conversation,azure_2023
2023-11-16 18:16:38.908221+00:00,1312,180,conversation,azure_2023
2023-11-16 18:16:38.929212+00:00,1129,396,conversation,azure_2023
2023-11-16 18:16:38.938430+00:00,375,67,conversation,azure_2023
2023-11-16 18:16:39.563896+00:00,862,425,conversation,azure_2023
2023-11-16 18:16:39.823918+00:00,167,179,conversation,azure_2023
2023-11-16 18:16:39.852630+00:00,914,414,conversation,azure_2023
2023-11-16 18:16:40.243838+00:00,209,217,conversation,azure_2023
2023-11-16 18:16:40.387046+00:00,982,594,conversation,azure_2023
2023-11-16 18:16:40.673351+00:00,200,161,conversation,azure_2023
2023-11-16 18:16:40.703054+00:00,1313,156,conversation,azure_2023
2023-11-16 18:16:40.798249+00:00,999,416,conversation,azure_2023
2023-11-16 18:16:41.763611+00:00,1084,397,conversation,azure_2023
2023-11-16 18:16:41.790986+00:00,399,106,conversation,azure_2023
2023-11-16 18:16:42.020240+00:00,1065,594,conversation,azure_2023
2023-11-16 18:16:43.268410+00:00,1036,446,conversation,azure_2023
2023-11-16 18:16:43.646010+00:00,1243,398,conversation,azure_2023
2023-11-16 18:16:43.898105+00:00,1128,384,conversation,azure_2023
2023-11-16 18:16:43.960669+00:00,1000,375,conversation,azure_2023
2023-11-16 18:16:44.095214+00:00,992,56,conversation,azure_2023
2023-11-16 18:16:44.133029+00:00,920,87,conversation,azure_2023
2023-11-16 18:16:44.173221+00:00,1040,388,conversation,azure_2023
2023-11-16 18:16:44.184535+00:00,411,101,conversation,azure_2023
2023-11-16 18:16:44.191737+00:00,900,91,conversation,azure_2023
2023-11-16 18:16:44.258286+00:00,1018,425,conversation,azure_2023
2023-11-16 18:16:44.461343+00:00,4082,44,conversation,azure_2023
2023-11-16 18:16:44.946319+00:00,395,99,conversation,azure_2023
2023-11-16 18:16:45.145504+00:00,209,217,conversation,azure_2023
2023-11-16 18:16:46.674110+00:00,181,113,conversation,azure_2023
2023-11-16 18:16:46.852790+00:00,1118,414,conversation,azure_2023
2023-11-16 18:16:46.864186+00:00,972,392,conversation,azure_2023
2023-11-16 18:16:47.106761+00:00,1847,53,conversation,azure_2023
2023-11-16 18:16:47.328734+00:00,392,96,conversation,azure_2023
2023-11-16 18:16:47.459115+00:00,197,217,conversation,azure_2023
2023-11-16 18:16:47.512159+00:00,975,409,conversation,azure_2023
2023-11-16 18:16:47.553022+00:00,1025,443,conversation,azure_2023
2023-11-16 18:16:47.825856+00:00,1027,388,conversation,azure_2023
2023-11-16 18:16:47.944127+00:00,1143,409,conversation,azure_2023
2023-11-16 18:16:47.966153+00:00,1028,394,conversation,azure_2023
2023-11-16 18:16:47.974705+00:00,874,402,conversation,azure_2023
2023-11-16 18:16:48.445195+00:00,997,492,conversation,azure_2023
2023-11-16 18:16:48.517545+00:00,72,245,conversation,azure_2023
2023-11-16 18:16:48.518618+00:00,851,397,conversation,azure_2023
2023-11-16 18:16:48.587425+00:00,408,91,conversation,azure_2023
2023-11-16 18:16:48.609284+00:00,1113,531,conversation,azure_2023
2023-11-16 18:16:48.855076+00:00,1313,170,conversation,azure_2023
2023-11-16 18:16:48.957074+00:00,1083,426,conversation,azure_2023
2023-11-16 18:16:49.162921+00:00,1139,394,conversation,azure_2023
2023-11-16 18:16:49.523716+00:00,978,437,conversation,azure_2023
2023-11-16 18:16:49.723618+00:00,26,146,conversation,azure_2023
2023-11-16 18:16:49.793332+00:00,386,61,conversation,azure_2023
2023-11-16 18:16:50.278483+00:00,1074,411,conversation,azure_2023
2023-11-16 18:16:50.775992+00:00,209,162,conversation,azure_2023
2023-11-16 18:16:50.867323+00:00,1099,455,conversation,azure_2023
2023-11-16 18:16:51.568900+00:00,120,12,conversation,azure_2023
2023-11-16 18:16:51.591588+00:00,126,173,conversation,azure_2023
2023-11-16 18:16:51.616450+00:00,416,140,conversation,azure_2023
2023-11-16 18:16:51.621380+00:00,4074,40,conversation,azure_2023
2023-11-16 18:16:51.670858+00:00,394,83,conversation,azure_2023
2023-11-16 18:16:51.744675+00:00,1043,399,conversation,azure_2023
2023-11-16 18:16:51.744746+00:00,1099,396,conversation,azure_2023
2023-11-16 18:16:51.746601+00:00,857,91,conversation,azure_2023
2023-11-16 18:16:52.028897+00:00,209,217,conversation,azure_2023
2023-11-16 18:16:52.212186+00:00,1109,365,conversation,azure_2023
2023-11-16 18:16:52.395686+00:00,993,441,conversation,azure_2023
2023-11-16 18:16:52.466841+00:00,888,418,conversation,azure_2023
2023-11-16 18:16:52.990761+00:00,2294,72,conversation,azure_2023
2023-11-16 18:16:53.084080+00:00,1141,388,conversation,azure_2023
2023-11-16 18:16:53.192203+00:00,1067,394,conversation,azure_2023
2023-11-16 18:16:53.304819+00:00,1116,423,conversation,azure_2023
2023-11-16 18:16:53.336274+00:00,416,79,conversation,azure_2023
2023-11-16 18:16:53.374058+00:00,1126,520,conversation,azure_2023
2023-11-16 18:16:53.392225+00:00,203,179,conversation,azure_2023
2023-11-16 18:16:53.926518+00:00,379,144,conversation,azure_2023
2023-11-16 18:16:54.120523+00:00,56,164,conversation,azure_2023
2023-11-16 18:16:54.610999+00:00,1232,410,conversation,azure_2023
2023-11-16 18:16:54.613642+00:00,209,162,conversation,azure_2023
2023-11-16 18:16:54.646680+00:00,206,162,conversation,azure_2023
2023-11-16 18:16:55.362799+00:00,1083,378,conversation,azure_2023
2023-11-16 18:16:55.698333+00:00,171,183,conversation,azure_2023
2023-11-16 18:16:56.776455+00:00,982,429,conversation,azure_2023
2023-11-16 18:16:56.968061+00:00,2208,87,conversation,azure_2023
2023-11-16 18:16:57.138540+00:00,374,54,conversation,azure_2023
2023-11-16 18:16:57.594111+00:00,1019,413,conversation,azure_2023
2023-11-16 18:16:57.658307+00:00,126,205,conversation,azure_2023
2023-11-16 18:16:58.233805+00:00,1147,396,conversation,azure_2023
2023-11-16 18:16:58.607212+00:00,1078,428,conversation,azure_2023
2023-11-16 18:16:58.939576+00:00,883,413,conversation,azure_2023
2023-11-16 18:16:59.143796+00:00,169,217,conversation,azure_2023
2023-11-16 18:16:59.366929+00:00,1094,429,conversation,azure_2023
2023-11-16 18:16:59.452920+00:00,1001,427,conversation,azure_2023
2023-11-16 18:16:59.749697+00:00,391,93,conversation,azure_2023
2023-11-16 18:16:59.820027+00:00,4081,38,conversation,azure_2023
2023-11-16 18:16:59.869581+00:00,1085,388,conversation,azure_2023
2023-11-16 18:16:59.965241+00:00,1064,395,conversation,azure_2023
2023-11-16 18:17:00.182274+00:00,1070,411,conversation,azure_2023
2023-11-16 18:17:00.522153+00:00,972,575,conversation,azure_2023
2023-11-16 18:17:00.687543+00:00,1099,394,conversation,azure_2023
2023-11-16 18:17:00.727585+00:00,980,384,conversation,azure_2023
2023-11-16 18:17:01.985173+00:00,1057,393,conversation,azure_2023
2023-11-16 18:17:02.307799+00:00,1082,409,conversation,azure_2023
2023-11-16 18:17:02.407116+00:00,1072,400,conversation,azure_2023
2023-11-16 18:17:02.514488+00:00,385,98,conversation,azure_2023
2023-11-16 18:17:02.543350+00:00,78,141,conversation,azure_2023
2023-11-16 18:17:02.780314+00:00,412,100,conversation,azure_2023
2023-11-16 18:17:02.966740+00:00,1027,388,conversation,azure_2023
2023-11-16 18:17:03.238970+00:00,1146,466,conversation,azure_2023
2023-11-16 18:17:03.429947+00:00,994,419,conversation,azure_2023
2023-11-16 18:17:03.991197+00:00,846,108,conversation,azure_2023
2023-11-16 18:17:04.227579+00:00,1140,430,conversation,azure_2023
2023-11-16 18:17:04.934932+00:00,1059,649,conversation,azure_2023
2023-11-16 18:17:04.994526+00:00,1354,200,conversation,azure_2023
2023-11-16 18:17:05.365587+00:00,167,171,conversation,azure_2023
2023-11-16 18:17:05.388433+00:00,1792,50,conversation,azure_2023
2023-11-16 18:17:05.422247+00:00,40,134,conversation,azure_2023
2023-11-16 18:17:05.926620+00:00,407,104,conversation,azure_2023
2023-11-16 18:17:05.996994+00:00,1065,411,conversation,azure_2023
2023-11-16 18:17:06.003670+00:00,181,241,conversation,azure_2023
2023-11-16 18:17:06.111996+00:00,1314,137,conversation,azure_2023
2023-11-16 18:17:06.147317+00:00,181,128,conversation,azure_2023
2023-11-16 18:17:06.467849+00:00,163,205,conversation,azure_2023
2023-11-16 18:17:06.469553+00:00,2,93,conversation,azure_2023
2023-11-16 18:17:06.497977+00:00,1314,203,conversation,azure_2023
2023-11-16 18:17:06.676648+00:00,1056,394,conversation,azure_2023
2023-11-16 18:17:06.863273+00:00,978,442,conversation,azure_2023
2023-11-16 18:17:07.077367+00:00,1217,565,conversation,azure_2023
2023-11-16 18:17:07.101804+00:00,1056,398,conversation,azure_2023
2023-11-16 18:17:07.575946+00:00,951,445,conversation,azure_2023
2023-11-16 18:17:07.825462+00:00,1233,401,conversation,azure_2023
2023-11-16 18:17:08.309373+00:00,1317,169,conversation,azure_2023
2023-11-16 18:17:08.746682+00:00,1103,520,conversation,azure_2023
2023-11-16 18:17:08.790500+00:00,887,375,conversation,azure_2023
2023-11-16 18:17:09.094223+00:00,1123,396,conversation,azure_2023
2023-11-16 18:17:09.178339+00:00,1095,379,conversation,azure_2023
2023-11-16 18:17:09.599654+00:00,1079,419,conversation,azure_2023
2023-11-16 18:17:10.416335+00:00,1073,420,conversation,azure_2023
2023-11-16 18:17:10.478261+00:00,1147,413,conversation,azure_2023
2023-11-16 18:17:10.709692+00:00,212,183,conversation,azure_2023
2023-11-16 18:17:11.252527+00:00,411,81,conversation,azure_2023
2023-11-16 18:17:11.268759+00:00,380,76,conversation,azure_2023
2023-11-16 18:17:11.277976+00:00,2522,62,conversation,azure_2023
2023-11-16 18:17:11.357555+00:00,990,468,conversation,azure_2023
2023-11-16 18:17:11.574865+00:00,1106,414,conversation,azure_2023
2023-11-16 18:17:11.644487+00:00,1117,396,conversation,azure_2023
2023-11-16 18:17:11.757004+00:00,1147,396,conversation,azure_2023
2023-11-16 18:17:12.150163+00:00,127,178,conversation,azure_2023
2023-11-16 18:17:12.413565+00:00,1021,428,conversation,azure_2023
2023-11-16 18:17:12.477067+00:00,1081,394,conversation,azure_2023
2023-11-16 18:17:12.939608+00:00,1104,394,conversation,azure_2023
2023-11-16 18:17:13.206195+00:00,1149,429,conversation,azure_2023
2023-11-16 18:17:13.401558+00:00,399,86,conversation,azure_2023
2023-11-16 18:17:13.633749+00:00,1127,385,conversation,azure_2023
2023-11-16 18:17:13.787365+00:00,766,85,conversation,azure_2023
2023-11-16 18:17:13.839403+00:00,1073,396,conversation,azure_2023
2023-11-16 18:17:14.025964+00:00,91,16,conversation,azure_2023
2023-11-16 18:17:14.049978+00:00,922,402,conversation,azure_2023
2023-11-16 18:17:14.095061+00:00,1314,220,conversation,azure_2023
2023-11-16 18:17:14.120852+00:00,1049,396,conversation,azure_2023
2023-11-16 18:17:14.159310+00:00,1048,399,conversation,azure_2023
2023-11-16 18:17:14.653829+00:00,1180,404,conversation,azure_2023
2023-11-16 18:17:14.792367+00:00,194,217,conversation,azure_2023
2023-11-16 18:17:15.032665+00:00,1063,396,conversation,azure_2023
2023-11-16 18:17:15.062154+00:00,206,217,conversation,azure_2023
2023-11-16 18:17:15.406810+00:00,1083,386,conversation,azure_2023
2023-11-16 18:17:15.660693+00:00,1016,436,conversation,azure_2023
2023-11-16 18:17:15.947374+00:00,958,427,conversation,azure_2023
2023-11-16 18:17:16.076010+00:00,91,16,conversation,azure_2023
2023-11-16 18:17:16.127485+00:00,335,18,conversation,azure_2023
2023-11-16 18:17:16.379817+00:00,895,114,conversation,azure_2023
2023-11-16 18:17:16.626272+00:00,1004,532,conversation,azure_2023
2023-11-16 18:17:16.923177+00:00,194,223,conversation,azure_2023
2023-11-16 18:17:17.603286+00:00,1001,427,conversation,azure_2023
2023-11-16 18:17:17.695141+00:00,954,390,conversation,azure_2023
2023-11-16 18:17:17.989455+00:00,4083,44,conversation,azure_2023
2023-11-16 18:17:18.067297+00:00,203,217,conversation,azure_2023
2023-11-16 18:17:18.111292+00:00,980,385,conversation,azure_2023
2023-11-16 18:17:18.555266+00:00,91,24,conversation,azure_2023
2023-11-16 18:17:18.656239+00:00,428,102,conversation,azure_2023
2023-11-16 18:17:18.944136+00:00,878,110,conversation,azure_2023
2023-11-16 18:17:18.970143+00:00,4088,41,conversation,azure_2023
2023-11-16 18:17:19.165571+00:00,212,164,conversation,azure_2023
2023-11-16 18:17:19.744989+00:00,982,411,conversation,azure_2023
2023-11-16 18:17:20.733625+00:00,445,174,conversation,azure_2023
2023-11-16 18:17:20.743119+00:00,394,86,conversation,azure_2023
2023-11-16 18:17:20.781752+00:00,1023,421,conversation,azure_2023
2023-11-16 18:17:21.008327+00:00,1314,152,conversation,azure_2023
2023-11-16 18:17:21.192649+00:00,1009,420,conversation,azure_2023
2023-11-16 18:17:21.333317+00:00,1007,375,conversation,azure_2023
2023-11-16 18:17:21.626044+00:00,1161,373,conversation,azure_2023
2023-11-16 18:17:21.672157+00:00,4085,52,conversation,azure_2023
2023-11-16 18:17:22.096387+00:00,1067,429,conversation,azure_2023
2023-11-16 18:17:22.656943+00:00,1038,409,conversation,azure_2023
2023-11-16 18:17:23.172163+00:00,1136,422,conversation,azure_2023
2023-11-16 18:17:23.281803+00:00,169,217,conversation,azure_2023
2023-11-16 18:17:23.402763+00:00,313,18,conversation,azure_2023
2023-11-16 18:17:23.500645+00:00,1116,574,conversation,azure_2023
2023-11-16 18:17:23.688558+00:00,1240,501,conversation,azure_2023
2023-11-16 18:17:23.694739+00:00,1060,58,conversation,azure_2023
2023-11-16 18:17:23.716646+00:00,209,167,conversation,azure_2023
2023-11-16 18:17:23.821597+00:00,428,108,conversation,azure_2023
2023-11-16 18:17:24.046640+00:00,1093,414,conversation,azure_2023
2023-11-16 18:17:24.636223+00:00,1045,585,conversation,azure_2023
2023-11-16 18:17:24.859307+00:00,435,111,conversation,azure_2023
2023-11-16 18:17:25.091097+00:00,1037,390,conversation,azure_2023
2023-11-16 18:17:25.641261+00:00,422,95,conversation,azure_2023
2023-11-16 18:17:26.306163+00:00,1313,201,conversation,azure_2023
2023-11-16 18:17:26.325402+00:00,1184,394,conversation,azure_2023
2023-11-16 18:17:26.330838+00:00,1001,396,conversation,azure_2023
2023-11-16 18:17:26.570800+00:00,890,387,conversation,azure_2023
2023-11-16 18:17:26.777146+00:00,181,140,conversation,azure_2023
2023-11-16 18:17:27.126749+00:00,1119,397,conversation,azure_2023
2023-11-16 18:17:27.262782+00:00,407,92,conversation,azure_2023
2023-11-16 18:17:27.738305+00:00,1188,388,conversation,azure_2023
2023-11-16 18:17:27.844350+00:00,1016,375,conversation,azure_2023
2023-11-16 18:17:28.141558+00:00,1095,417,conversation,azure_2023
2023-11-16 18:17:28.251496+00:00,1027,395,conversation,azure_2023
2023-11-16 18:17:28.402147+00:00,1102,455,conversation,azure_2023
2023-11-16 18:17:28.748156+00:00,1026,429,conversation,azure_2023
2023-11-16 18:17:28.881687+00:00,1996,70,conversation,azure_2023
2023-11-16 18:17:28.913102+00:00,1314,139,conversation,azure_2023
2023-11-16 18:17:28.931046+00:00,181,173,conversation,azure_2023
2023-11-16 18:17:29.101136+00:00,1049,397,conversation,azure_2023
2023-11-16 18:17:29.254051+00:00,1132,414,conversation,azure_2023
2023-11-16 18:17:29.263075+00:00,1088,386,conversation,azure_2023
2023-11-16 18:17:29.539342+00:00,125,205,conversation,azure_2023
2023-11-16 18:17:30.163708+00:00,2396,69,conversation,azure_2023
2023-11-16 18:17:30.192651+00:00,206,167,conversation,azure_2023
2023-11-16 18:17:30.410493+00:00,376,73,conversation,azure_2023
2023-11-16 18:17:31.036748+00:00,127,198,conversation,azure_2023
2023-11-16 18:17:31.240118+00:00,4078,49,conversation,azure_2023
2023-11-16 18:17:31.596823+00:00,404,109,conversation,azure_2023
2023-11-16 18:17:31.956268+00:00,1026,409,conversation,azure_2023
2023-11-16 18:17:32.158522+00:00,1199,394,conversation,azure_2023
2023-11-16 18:17:32.512790+00:00,91,16,conversation,azure_2023
2023-11-16 18:17:32.633128+00:00,1013,422,conversation,azure_2023
2023-11-16 18:17:32.660913+00:00,990,392,conversation,azure_2023
2023-11-16 18:17:32.792514+00:00,4083,38,conversation,azure_2023
2023-11-16 18:17:33.010802+00:00,1314,200,conversation,azure_2023
2023-11-16 18:17:33.070598+00:00,1069,499,conversation,azure_2023
2023-11-16 18:17:33.088968+00:00,1017,519,conversation,azure_2023
2023-11-16 18:17:33.688133+00:00,200,183,conversation,azure_2023
2023-11-16 18:17:33.879047+00:00,124,204,conversation,azure_2023
