episode_seed,request_id,handover_index,lead_ms,predicted_lead_ms,eta_relative_error,eta_error_bound,anchor_confidence,prefetch_lambda_ms_per_mb,predicted_gain_ms,expected_gain_ms,guard_cost_ms,planned_prefetch_mb,guard_rejected,prediction_correct,had_prefetch_plan,accepted_prefetch,base_migration_ms,hidden_migration_ms,prefetched_mb,useful_prefetch_mb,wasted_prefetch_mb,wrong_anchor_waste_mb,residual_base_ms,delta_sync_ms,delta_tokens,changed_blocks
20014,r0006,0,0.0,0.0,0.25759848953609965,0.4,0.6,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20015,r0001,0,1818.1968261065635,1646.1647855019016,-0.09461684133122522,0.4,0.6,2.0,4.673557346468939e-12,2.8041344078813633e-12,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0
20015,r0001,1,4687.515015508019,4431.062241851758,-0.05470974979446924,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20015,r0013,0,272.1733977671702,189.65996427636665,-0.3031649461987074,0.4,0.6,2.0,6.746326379937575e-14,4.0477958279625446e-14,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0
20015,r0010,0,6647.610621599477,7635.431599504744,0.14859789992747618,0.4,0.6,2.0,-1.5458629199001485e-13,-9.27517751940089e-14,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20015,r0008,0,3965.262641813024,3286.7528923540003,-0.1711134446188389,0.4,0.6,2.0,3.8875554414889786e-12,2.332533264893387e-12,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,0
20015,r0008,1,4682.965557835727,3658.9445916772956,-0.21866933538407052,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20015,r0016,0,668.6981966894527,534.1204602130357,-0.20125332645231542,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20016,r0007,0,815.7664072119132,883.808771438469,0.08340912744753426,0.4,0.6,2.0,-2.0486807823241748e-12,-1.2292084693945049e-12,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20016,r0002,0,0.0,0.0,0.33668650071755757,0.4,0.6,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
