arrival_rate_rps,avg_e2e_reduction_pct,p95_e2e_reduction_pct,slo_gain_pp,throughput_gain_pct,goodput_gain_pct
0.1,6.705943909520569,6.801918899630459,3.3333333333333326,0.14582063329857947,5.073805994889964
0.2,6.207840784492146,4.746302680031103,4.666666666666675,0.19199255566774598,7.637416502883886
0.4,7.258599128512183,4.600035794801049,5.91666666666667,0.829256644113534,13.541180211530646
0.6,7.167024988391514,6.125572272150745,4.916666666666658,2.82335860541867,15.370179995158006
