mobility_mode,avg_e2e_reduction_pct,p95_e2e_reduction_pct,slo_gain_pp,throughput_gain_pct,goodput_gain_pct
stationary,7.63573927483624,4.72943610361917,5.91666666666667,0.8680590908353852,13.514022651490976
walking,7.6356581807495285,4.729335557710081,5.91666666666667,0.8680590908353852,13.514022651490976
driving,7.6372438043023125,4.7285488978875385,5.91666666666667,0.8705207389756531,13.532100068290179
high_speed,7.760728633407397,4.853321234834731,5.833333333333335,0.8768316656785571,13.363477946063554
