episode_seed,request_id,handover_events,replan_events,replanned_blocks,reactive_migration_ms,reactive_migration_mb,full_overlap_headroom_ms,completion_ms
20015,r0019,0,0,0,0.0,0.0,0.0,15452.775144527644
20015,r0018,0,0,0,0.0,0.0,0.0,20771.24216965251
20015,r0023,0,0,0,0.0,0.0,0.0,22669.6926229616
20015,r0010,1,0,0,0.0,0.0,0.0,34570.39806766697
20015,r0008,2,1,0,0.0,0.0,0.0,46596.84915455569
20015,r0016,1,0,0,0.0,0.0,0.0,37069.262885615644
20016,r0000,0,0,0,0.0,0.0,0.0,2315.0549838435627
20016,r0006,0,0,0,0.0,0.0,0.0,10481.828756741084
20016,r0007,1,0,0,0.0,0.0,0.0,16248.841742993063
20016,r0009,0,0,0,0.0,0.0,0.0,12930.95404954736
20016,r0002,2,0,0,0.0,0.0,0.0,26576.774256087418
20016,r0012,0,0,0,0.0,0.0,0.0,18837.915313821613
20016,r0019,2,1,0,0.0,0.0,0.0,34804.571602924
20016,r0004,1,1,0,0.0,0.0,0.0,35518.63182528232
20016,r0017,0,0,0,0.0,0.0,0.0,35735.60229190602
20016,r0023,1,1,0,0.0,0.0,0.0,37938.34882313558
20016,r0022,0,0,0,0.0,0.0,0.0,39028.6528903864
20016,r0020,0,0,0,0.0,0.0,0.0,40375.11014869958
20017,r0013,0,0,0,0.0,0.0,0.0,1565.9858018530758
20017,r0011,0,0,0,0.0,0.0,0.0,2997.374896814784
20017,r0019,0,0,0,0.0,0.0,0.0,4330.8487467326395
20017,r0020,1,1,0,0.0,0.0,0.0,13315.907129202817
20017,r0010,2,1,0,0.0,0.0,0.0,17850.41598448016
20017,r0014,0,0,0,0.0,0.0,0.0,15079.25822892661
20017,r0017,0,0,0,0.0,0.0,0.0,19948.369780948757
20017,r0012,2,0,0,0.0,0.0,0.0,27712.567313253436
20017,r0001,1,0,0,0.0,0.0,0.0,37609.66631307541
20017,r0023,2,0,0,0.0,0.0,0.0,38290.688398172555
20017,r0003,1,0,0,0.0,0.0,0.0,37140.32547758237
20017,r0004,1,1,0,0.0,0.0,0.0,40524.00265293419
20018,r0016,0,0,0,0.0,0.0,0.0,3219.6446003762667
20018,r0000,0,0,0,0.0,0.0,0.0,6093.513767338763
20018,r0011,0,0,0,0.0,0.0,0.0,8264.801161876305
20018,r0012,0,0,0,0.0,0.0,0.0,10161.682394418089
20018,r0017,1,0,0,0.0,0.0,0.0,19860.251525396623
20018,r0021,1,1,0,0.0,0.0,0.0,23421.465916635458
20018,r0020,0,0,0,0.0,0.0,0.0,23073.21998073638
20018,r0022,0,0,0,0.0,0.0,0.0,22492.135928571723
20018,r0002,2,0,0,0.0,0.0,0.0,34067.29441538299
20018,r0014,1,1,0,0.0,0.0,0.0,30343.124310686933
20018,r0010,2,0,0,0.0,0.0,0.0,34337.06576262147
20018,r0006,2,1,0,0.0,0.0,0.0,33840.97313862025
20019,r0020,0,0,0,0.0,0.0,0.0,5035.873744906916
20019,r0018,0,0,0,0.0,0.0,0.0,8731.130573689592
20019,r0007,0,0,0,0.0,0.0,0.0,8713.69635293797
20019,r0011,0,0,0,0.0,0.0,0.0,6302.137926105483
20019,r0016,0,0,0,0.0,0.0,0.0,15136.217210574754
20019,r0023,2,1,0,0.0,0.0,0.0,27427.797909661836
20019,r0015,0,0,0,0.0,0.0,0.0,30916.886509389133
20019,r0000,0,0,0,0.0,0.0,0.0,28406.475679964515
20019,r0005,1,0,0,0.0,0.0,0.0,30475.064137133795
20019,r0022,2,1,0,0.0,0.0,0.0,44308.59566348373
20019,r0009,3,0,0,0.0,0.0,0.0,46399.094136800995
20019,r0003,1,1,0,0.0,0.0,0.0,34018.46319240697
20020,r0012,0,0,0,0.0,0.0,0.0,1484.810347110972
20020,r0001,0,0,0,0.0,0.0,0.0,5260.690991630032
20020,r0008,2,0,0,0.0,0.0,0.0,15667.090463452594
20020,r0016,0,0,0,0.0,0.0,0.0,17887.863679231017
20020,r0021,0,0,0,0.0,0.0,0.0,19519.411635648423
20020,r0007,2,1,0,0.0,0.0,0.0,28991.70987531433
20020,r0017,2,0,0,0.0,0.0,0.0,30315.864878763197
20020,r0013,1,0,0,0.0,0.0,0.0,24619.070424240443
20020,r0011,1,1,0,0.0,0.0,0.0,40416.727288867245
20020,r0004,1,0,0,0.0,0.0,0.0,33344.00405703584
20020,r0022,0,0,0,0.0,0.0,0.0,40974.65801019736
20020,r0009,0,0,0,0.0,0.0,0.0,44237.80185264905
20021,r0007,1,0,0,0.0,0.0,0.0,10070.828353237404
20021,r0021,1,1,0,0.0,0.0,0.0,21069.522721762052
20021,r0009,0,0,0,0.0,0.0,0.0,15239.578864851534
20021,r0014,0,0,0,0.0,0.0,0.0,24188.156312490326
20021,r0002,2,0,0,0.0,0.0,0.0,35131.19788608893
20021,r0017,1,0,0,0.0,0.0,0.0,41353.75195742406
20021,r0016,0,0,0,0.0,0.0,0.0,36297.91514215877
20021,r0023,0,0,0,0.0,0.0,0.0,38376.285220272046
20021,r0022,2,1,28,3762.114684336023,168.0,3762.114684336023,54793.405914374576
20021,r0004,1,0,0,0.0,0.0,0.0,45693.067407702765
20021,r0000,1,0,0,0.0,0.0,0.0,53203.9881071408
20021,r0003,0,0,0,0.0,0.0,0.0,43596.53072353258
20022,r0023,1,0,0,0.0,0.0,0.0,5714.235739244964
20022,r0001,1,1,2,113.60802300186545,5.28515625,113.60802300186545,11264.4317639281
20022,r0019,1,1,0,0.0,0.0,0.0,14213.440511821655
20022,r0022,1,1,2,59.20688749210116,1.98046875,59.20688749210116,14515.164115312262
20022,r0014,0,0,0,0.0,0.0,0.0,14800.978644034696
20022,r0007,1,1,21,470.8674503516346,31.376953125,470.8674503516346,23909.336497047498
20022,r0002,1,1,21,391.6609862141797,25.716796875,391.6609862141797,19668.78936514831
20022,r0009,1,1,2,112.25764020552377,5.203125,112.25764020552377,29326.188281592655
20022,r0020,0,0,0,0.0,0.0,0.0,25356.60508028874
20022,r0013,1,1,2,361.4997220445856,20.34375,361.4997220445856,37811.21088907514
20022,r0006,2,1,2,416.09376938239876,23.66015625,416.09376938239876,36923.18593538556
20022,r0011,0,0,0,0.0,0.0,0.0,39132.20586086442
20023,r0017,1,1,15,2239.7992129039367,106.435546875,2239.7992129039367,17007.19658752477
20023,r0001,1,0,0,0.0,0.0,0.0,23398.363913636214
20023,r0020,0,0,0,0.0,0.0,0.0,18546.77101418169
20023,r0003,1,1,15,904.4241857190127,42.451171875,904.4241857190127,23824.509191562003
20023,r0012,0,0,0,0.0,0.0,0.0,20129.27267738972
20023,r0002,1,1,8,385.8592248318797,20.671875,385.8592248318797,22875.51537994872
20023,r0014,1,1,8,403.1444228208556,21.65625,403.1444228208556,23236.308065976646
20023,r0023,2,1,15,2001.3393866209146,95.009765625,2001.3393866209146,40942.305321586755
20023,r0000,2,1,8,906.0613738334372,50.296875,906.0613738334372,30871.866764986233
20023,r0007,2,1,8,1340.6606375562571,75.046875,1340.6606375562571,34849.2312029876
20023,r0015,3,1,15,1805.0686065264272,85.60546875,1805.0686065264272,39770.68658890237
20023,r0005,2,1,15,1896.7839243275894,90.0,1896.7839243275894,42611.69895306838
20024,r0014,3,2,0,0.0,0.0,0.0,17197.672738341644
20024,r0019,1,0,0,0.0,0.0,0.0,24443.37487643004
20024,r0005,1,0,0,0.0,0.0,0.0,21238.836943916267
20024,r0003,1,1,0,0.0,0.0,0.0,21675.77362784854
20024,r0001,0,0,0,0.0,0.0,0.0,18784.61729744443
20024,r0020,1,1,0,0.0,0.0,0.0,21457.093893925787
20024,r0022,1,0,0,0.0,0.0,0.0,24232.945838663876
20024,r0012,2,0,0,0.0,0.0,0.0,40874.72513231301
20024,r0015,1,0,0,0.0,0.0,0.0,29321.113225865556
20024,r0009,2,1,0,0.0,0.0,0.0,40968.02947689756
20024,r0010,0,0,0,0.0,0.0,0.0,30077.504037143754
20024,r0018,0,0,0,0.0,0.0,0.0,42152.35195893734
20025,r0015,0,0,0,0.0,0.0,0.0,3848.1767889219864
20025,r0005,1,1,23,1010.6601811995891,59.8359375,1010.6601811995891,10913.212264465958
20025,r0014,0,0,0,0.0,0.0,0.0,6334.627107817716
20025,r0021,1,1,23,707.2919019255787,40.564453125,707.2919019255787,21199.29416186494
20025,r0023,1,1,2,38.46438086449663,1.0078125,38.46438086449663,24050.70700277946
20025,r0007,1,0,0,0.0,0.0,0.0,29902.14153113566
20025,r0012,1,1,23,2031.0807569394426,124.658203125,2031.0807569394426,38749.940227586936
20025,r0020,2,1,23,2048.0524089267997,125.736328125,2048.0524089267997,45208.14651970695
20025,r0000,1,0,0,0.0,0.0,0.0,33133.183454828315
20025,r0013,2,1,23,1562.238870788699,94.875,1562.238870788699,35945.405400552525
20025,r0003,1,1,23,3382.791584330278,214.412109375,3382.791584330278,54358.16071929363
20025,r0008,1,1,0,0.0,0.0,0.0,51019.18816647256
20026,r0022,0,0,0,0.0,0.0,0.0,2528.4338770135596
20026,r0000,1,0,0,0.0,0.0,0.0,4640.335954095077
20026,r0006,0,0,0,0.0,0.0,0.0,5799.361667617074
20026,r0021,1,0,0,0.0,0.0,0.0,16452.22358779353
20026,r0004,1,0,0,0.0,0.0,0.0,15391.994985862131
20026,r0020,0,0,0,0.0,0.0,0.0,7130.350655897244
20026,r0016,0,0,0,0.0,0.0,0.0,17515.60625295747
20026,r0018,0,0,0,0.0,0.0,0.0,19127.796575739205
20026,r0005,1,0,0,0.0,0.0,0.0,28231.76514476326
20026,r0019,2,1,0,0.0,0.0,0.0,42121.79887326775
20026,r0012,0,0,0,0.0,0.0,0.0,29353.932686007643
20026,r0003,1,1,0,0.0,0.0,0.0,49723.06214032718
20027,r0000,0,0,0,0.0,0.0,0.0,560.935821567628
20027,r0018,0,0,0,0.0,0.0,0.0,7306.006598874976
20027,r0013,0,0,0,0.0,0.0,0.0,11182.257115500364
20027,r0003,1,1,0,0.0,0.0,0.0,11910.088319736578
20027,r0005,2,0,0,0.0,0.0,0.0,26162.174128124578
20027,r0012,0,0,0,0.0,0.0,0.0,15959.240683019161
20027,r0017,2,0,0,0.0,0.0,0.0,25992.313718724654
20027,r0021,2,1,0,0.0,0.0,0.0,37141.46414244919
20027,r0011,2,1,0,0.0,0.0,0.0,41252.66590501455
20027,r0001,2,1,0,0.0,0.0,0.0,44619.96592017434
20027,r0010,1,0,0,0.0,0.0,0.0,30796.55443536795
20027,r0014,3,0,0,0.0,0.0,0.0,42758.07989481229
20028,r0005,0,0,0,0.0,0.0,0.0,1845.6962530825995
20028,r0000,1,1,0,0.0,0.0,0.0,12579.319176444189
20028,r0001,0,0,0,0.0,0.0,0.0,4678.498774363358
20028,r0020,0,0,0,0.0,0.0,0.0,14000.81712505208
20028,r0019,1,0,0,0.0,0.0,0.0,24839.182627112485
20028,r0013,0,0,0,0.0,0.0,0.0,34335.334009596714
20028,r0014,1,0,0,0.0,0.0,0.0,37851.19362847172
20028,r0017,0,0,0,0.0,0.0,0.0,37901.613763114
20028,r0016,0,0,0,0.0,0.0,0.0,36705.794744853665
20028,r0011,0,0,0,0.0,0.0,0.0,39155.61364684462
20028,r0022,0,0,0,0.0,0.0,0.0,40094.12792731219
20028,r0010,1,0,0,0.0,0.0,0.0,50417.93147548418
20029,r0015,1,1,0,0.0,0.0,0.0,3790.4616609189125
20029,r0017,1,1,19,740.8627806531853,45.087890625,740.8627806531853,9008.702288973453
20029,r0000,2,1,19,2372.3058367473527,148.06640625,2372.3058367473527,12220.047780936595
20029,r0006,0,0,0,0.0,0.0,0.0,16851.546398840856
20029,r0023,2,1,19,2365.250947856135,147.62109375,2365.250947856135,23686.88311652469
20029,r0008,2,1,19,705.5883361970953,42.861328125,705.5883361970953,18871.594091877752
20029,r0020,1,1,0,0.0,0.0,0.0,17672.701929789226
20029,r0005,3,1,19,1788.5137809990615,111.216796875,1788.5137809990615,28213.66285777567
20029,r0016,4,1,19,1941.9576143830534,120.90234375,1941.9576143830534,48843.19132001183
20029,r0014,2,1,19,2076.000503316196,129.36328125,2076.000503316196,43871.14301889332
20029,r0009,0,0,0,0.0,0.0,0.0,30258.015462730447
20029,r0012,1,1,19,726.7530028707492,44.197265625,726.7530028707492,52186.80560093312
20030,r0017,1,1,0,0.0,0.0,0.0,10271.754058444783
20030,r0007,0,0,0,0.0,0.0,0.0,12323.507321679266
20030,r0000,0,0,0,0.0,0.0,0.0,13342.73808598106
20030,r0014,0,0,0,0.0,0.0,0.0,12962.827146232536
20030,r0004,0,0,0,0.0,0.0,0.0,22934.948428571937
20030,r0005,2,1,0,0.0,0.0,0.0,33493.15652929608
20030,r0006,1,1,0,0.0,0.0,0.0,33368.96040749652
20030,r0009,2,0,0,0.0,0.0,0.0,36116.8831622351
20030,r0020,0,0,0,0.0,0.0,0.0,38802.060964583885
20030,r0022,0,0,0,0.0,0.0,0.0,39132.61749902857
20030,r0001,0,0,0,0.0,0.0,0.0,37263.693788190154
20030,r0013,1,0,0,0.0,0.0,0.0,42996.23582595997
20031,r0023,0,0,0,0.0,0.0,0.0,1507.167977279706
20031,r0009,0,0,0,0.0,0.0,0.0,4322.213056528489
20031,r0003,0,0,0,0.0,0.0,0.0,12051.128322031193
20031,r0010,0,0,0,0.0,0.0,0.0,13769.798857563828
20031,r0008,0,0,0,0.0,0.0,0.0,12862.567479636133
20031,r0011,1,0,0,0.0,0.0,0.0,21995.932206010275
20031,r0000,1,0,0,0.0,0.0,0.0,21149.17405947435
20031,r0005,0,0,0,0.0,0.0,0.0,22826.344298494118
20031,r0012,1,1,0,0.0,0.0,0.0,24253.345370179242
20031,r0014,0,0,0,0.0,0.0,0.0,24157.27588593238
20031,r0017,2,1,0,0.0,0.0,0.0,33558.56058067924
20031,r0013,1,0,0,0.0,0.0,0.0,28217.363290955676
20032,r0004,0,0,0,0.0,0.0,0.0,2205.194147015531
20032,r0005,0,0,0,0.0,0.0,0.0,7892.044010499381
20032,r0019,0,0,0,0.0,0.0,0.0,12566.054264552147
20032,r0015,1,0,0,0.0,0.0,0.0,25330.381825445
20032,r0006,1,0,0,0.0,0.0,0.0,27723.12748210958
20032,r0020,1,0,0,0.0,0.0,0.0,29167.681122303173
20032,r0003,0,0,0,0.0,0.0,0.0,28405.362926701455
20032,r0010,1,1,28,538.3389771719469,32.9765625,538.3389771719469,30149.560764195332
20032,r0016,0,0,0,0.0,0.0,0.0,32547.022773274846
20032,r0012,0,0,0,0.0,0.0,0.0,33438.49846894304
20032,r0009,2,1,28,2699.3516719411473,178.0078125,2699.3516719411473,44052.751419525855
20032,r0008,0,0,0,0.0,0.0,0.0,36734.763224018774
20033,r0023,1,1,4,186.22485655588372,10.8984375,186.22485655588372,6024.840327252477
20033,r0006,1,1,28,2780.3416659326567,188.1796875,2780.3416659326567,18098.710280630647
20033,r0020,1,1,28,1031.4945735167703,66.28125,1031.4945735167703,24832.694243943515
20033,r0005,1,1,0,0.0,0.0,0.0,23265.417483441663
20033,r0000,2,1,28,2674.8059028797325,180.796875,2674.8059028797325,32498.976992754662
20033,r0021,0,0,0,0.0,0.0,0.0,37379.466728869906
20033,r0013,2,1,13,2032.883376940481,100.08984375,2032.883376940481,43246.42028084959
20033,r0014,2,1,28,2792.067861827426,189.0,2792.067861827426,47043.50082896816
20033,r0004,1,1,28,2290.186677531297,153.890625,2290.186677531297,47224.795003316394
20033,r0022,1,1,28,1171.5075891702995,75.6328125,1171.5075891702995,40044.00506437849
20033,r0017,1,1,28,1079.4838302245057,69.5625,1079.4838302245057,38749.8541834941
20033,r0009,0,0,0,0.0,0.0,0.0,48020.95207766505
20034,r0018,0,0,0,0.0,0.0,0.0,2637.3129767136925
20034,r0015,2,1,5,1219.8021649617754,51.357421875,1219.8021649617754,7550.16481535825
20034,r0010,1,1,5,296.2454629138225,11.396484375,296.2454629138225,6421.513741736397
20034,r0021,0,0,0,0.0,0.0,0.0,14545.582960242406
20034,r0004,1,1,1,77.017393415724,2.361328125,77.017393415724,22324.682069077197
20034,r0022,1,0,0,0.0,0.0,0.0,26743.550541574332
20034,r0007,2,1,5,741.7735493856355,30.673828125,741.7735493856355,33790.13347034129
20034,r0008,2,1,5,286.76614192506054,10.986328125,286.76614192506054,27398.69313577248
20034,r0020,1,0,0,0.0,0.0,0.0,28236.403890549736
20034,r0013,1,1,5,144.1512993294105,4.951171875,144.1512993294105,41132.61487330897
20034,r0005,1,1,5,727.5545679024926,30.05859375,727.5545679024926,42810.073350243554
20034,r0023,2,1,5,1239.4379012956394,52.20703125,1239.4379012956394,38990.859983609946
20035,r0021,1,1,11,497.51545421312267,27.84375,497.51545421312267,5804.756225473919
20035,r0008,2,1,28,2111.8101287788795,180.140625,2111.8101287788795,16491.339210447608
20035,r0001,0,0,0,0.0,0.0,0.0,20168.222271075523
20035,r0002,0,0,0,0.0,0.0,0.0,20377.309730434215
20035,r0013,1,1,21,773.0448079839425,57.09375,773.0448079839425,23532.609535077594
20035,r0005,0,0,0,0.0,0.0,0.0,25769.677228368262
20035,r0011,1,1,11,115.06626485788497,4.189453125,115.06626485788497,25419.45852192301
20035,r0012,1,1,28,454.47108702943467,34.2890625,454.47108702943467,29309.93596794427
20035,r0010,2,1,18,1380.6375547571158,118.3359375,1380.6375547571158,40133.9599001239
20035,r0018,1,1,5,764.3842716619854,37.6171875,764.3842716619854,34735.30767558573
20035,r0009,1,1,5,529.0261481265561,25.458984375,529.0261481265561,35928.563660274034
20035,r0007,2,1,18,1280.0803146350863,109.4765625,1280.0803146350863,38792.31828261954
20036,r0023,0,0,0,0.0,0.0,0.0,817.5120208968431
20036,r0007,0,0,0,0.0,0.0,0.0,5770.48092282037
20036,r0021,0,0,0,0.0,0.0,0.0,7235.319198089435
20036,r0018,2,1,0,0.0,0.0,0.0,16118.45034687341
20036,r0000,0,0,0,0.0,0.0,0.0,18509.653441440412
20036,r0019,0,0,0,0.0,0.0,0.0,18934.719103051542
20036,r0002,2,1,0,0.0,0.0,0.0,33232.387431972056
20036,r0008,0,0,0,0.0,0.0,0.0,21809.632849396206
20036,r0003,0,0,0,0.0,0.0,0.0,22452.129784463214
20036,r0015,2,1,0,0.0,0.0,0.0,43097.77571087472
20036,r0005,2,1,0,0.0,0.0,0.0,43253.2703240686
20036,r0010,1,0,0,0.0,0.0,0.0,45521.008489043095
20037,r0007,1,1,0,0.0,0.0,0.0,3933.679396479588
20037,r0009,0,0,0,0.0,0.0,0.0,7181.30156056957
20037,r0002,1,1,0,0.0,0.0,0.0,7271.39555732741
20037,r0023,1,0,0,0.0,0.0,0.0,8779.0093435501
20037,r0015,0,0,0,0.0,0.0,0.0,7163.773181731141
20037,r0004,0,0,0,0.0,0.0,0.0,8593.478451255029
20037,r0011,1,1,0,0.0,0.0,0.0,12525.344736825798
20037,r0019,0,0,0,0.0,0.0,0.0,12310.904729909293
20037,r0013,1,1,0,0.0,0.0,0.0,15995.084887077926
20037,r0008,0,0,0,0.0,0.0,0.0,14974.543730027977
20037,r0020,0,0,0,0.0,0.0,0.0,18095.573352815587
20037,r0010,0,0,0,0.0,0.0,0.0,21922.303545588227
20038,r0015,2,2,13,2357.4343909599384,101.15625,2357.4343909599384,20293.525524454017
20038,r0017,0,0,0,0.0,0.0,0.0,26959.940761923735
20038,r0004,1,1,13,398.1800389162946,15.919921875,398.1800389162946,26254.567663503392
20038,r0014,1,1,13,834.1535274407518,34.88671875,834.1535274407518,25354.07716308323
20038,r0002,4,1,13,2065.0345010660258,88.435546875,2065.0345010660258,46168.551660367026
20038,r0019,2,1,0,0.0,0.0,0.0,35538.771926111156
20038,r0018,4,1,13,1805.9016645133365,77.162109375,1805.9016645133365,45872.473165685464
20038,r0016,2,1,13,725.5978796957061,30.1640625,725.5978796957061,35351.27853864514
20038,r0010,1,1,13,1250.8671429781843,53.015625,1250.8671429781843,34838.88944279632
20038,r0007,2,1,13,2257.633230936268,96.814453125,2257.633230936268,46019.6229153001
20038,r0023,2,1,13,2332.9218253400895,100.08984375,2332.9218253400895,55218.79594102113
20038,r0005,1,1,13,804.388269188078,33.591796875,804.388269188078,54748.05175667646
20039,r0014,1,0,0,0.0,0.0,0.0,8362.962926237631
20039,r0004,1,0,0,0.0,0.0,0.0,9563.386037432729
20039,r0009,1,0,0,0.0,0.0,0.0,13063.186352881592
20039,r0000,0,0,0,0.0,0.0,0.0,9665.010389901685
20039,r0011,1,1,0,0.0,0.0,0.0,17559.530021294682
20039,r0010,1,0,0,0.0,0.0,0.0,22588.375364108386
20039,r0022,2,1,0,0.0,0.0,0.0,34147.91925792345
