episode_seed,mapping_id,now_ms,node_id,group_size,proposal_weight,base_weight,baseline_batch_size,baseline_ids,result_ids,result_matches_baseline,proposal_exists,proposal_changed,risk_reducing,baseline_risk,proposal_risk,risk_reduction,baseline_utility,proposal_weighted_utility,proposal_reference_utility,absolute_utility_regret,relative_utility_regret,risk_reduction_per_regret,proposal_ids,selected_action
20007,3,16610.580672123928,cloud_0,1,0.6,0.003,1,r0002,r0002,1,1,0,0,0.01606766239827614,0.01606766239827614,0.0,0.11185449350798424,0.10226209905621339,0.11185449350798425,-1.3877787807814457e-17,-1.2407000713676156e-16,,r0002,1
20007,3,16610.580672123928,edge_5,2,0.6,0.003,1,r0002,r0002,1,1,0,0,0.03347059913679451,0.03347059913679451,0.0,-0.08988263621152992,-0.10986458389619624,-0.08988263621152992,0.0,0.0,,r0002,0
20007,3,16610.580672123928,cloud_0,2,0.6,0.003,1,r0002,r0002,1,1,0,0,0.018442609021757882,0.018442609021757882,0.0,0.11184736866811382,0.10083713108212436,0.11184736866811382,0.0,0.0,,r0002,0
20007,3,16610.580672123928,edge_5,4,0.6,0.003,1,r0002,r0002,1,1,0,0,0.03994713920123984,0.03994713920123984,0.0,-0.09124597304672968,-0.11509441514986987,-0.09124597304672968,0.0,0.0,,r0002,0
20007,3,16610.580672123928,cloud_0,4,0.6,0.003,1,r0002,r0002,1,1,0,0,0.02319250226872137,0.02319250226872137,0.0,0.11183311898837289,0.09798719513394624,0.11183311898837289,0.0,0.0,,r0002,0
20007,3,16610.580672123928,edge_5,8,0.6,0.003,1,r0002,r0002,1,1,0,0,0.052900219330130484,0.052900219330130484,0.0,-0.09397264671712924,-0.12555407765721713,-0.09397264671712924,0.0,0.0,,r0002,0
20007,3,16610.580672123928,cloud_0,8,0.6,0.003,1,r0002,r0002,1,1,0,0,0.03269228876264835,0.03269228876264835,0.0,0.11180461962889113,0.09228732323759006,0.11180461962889113,0.0,0.0,,r0002,0
20007,4,20444.167387579073,edge_5,1,0.6,0.003,1,r0015,r0015,1,1,0,0,0.008904356341178659,0.008904356341178659,0.0,-0.30521118385444435,-0.310527084590128,-0.30521118385444435,0.0,0.0,,r0015,0
20007,4,20444.167387579073,cloud_0,1,0.6,0.003,1,r0015,r0015,1,1,0,0,0.006159790359937656,0.006159790359937656,0.0,-0.11210995267462895,-0.11578734751951172,-0.11210995267462895,0.0,0.0,,r0015,1
20007,4,20444.167387579073,edge_5,2,0.6,0.003,1,r0015,r0015,1,1,0,0,0.010932352366225185,0.010932352366225185,0.0,-0.3059192918560631,-0.3124459062186995,-0.30591929185606304,-5.551115123125783e-17,-1.814568505780151e-16,,r0015,0
20007,4,20444.167387579073,cloud_0,2,0.6,0.003,1,r0015,r0015,1,1,0,0,0.008001195193558432,0.008001195193558432,0.0,-0.11211547688912983,-0.11689219041968421,-0.11211547688912983,0.0,0.0,,r0015,0
20007,4,20444.167387579073,edge_5,4,0.6,0.003,1,r0015,r0015,1,1,0,0,0.014988344416318237,0.014988344416318237,0.0,-0.30733550785930047,-0.3162835494758425,-0.30733550785930047,0.0,0.0,,r0015,0
20007,4,20444.167387579073,cloud_0,4,0.6,0.003,1,r0015,r0015,1,1,0,0,0.011684004860799986,0.011684004860799986,0.0,-0.11212652531813153,-0.11910187622002913,-0.11212652531813154,1.3877787807814457e-17,1.2376899906993136e-16,,r0015,0
20007,4,20444.167387579073,edge_5,8,0.6,0.003,1,r0015,r0015,1,1,0,0,0.023100328516504343,0.023100328516504343,0.0,-0.3101679398657753,-0.32395883599012837,-0.3101679398657753,0.0,0.0,,r0015,0
20007,4,20444.167387579073,cloud_0,8,0.6,0.003,1,r0015,r0015,1,1,0,0,0.019049624195283093,0.019049624195283093,0.0,-0.11214862217613498,-0.123521247820719,-0.11214862217613498,0.0,0.0,,r0015,0
20007,5,23242.70916234229,edge_5,1,0.6,0.003,1,r0006,r0006,1,1,0,0,0.024882074359389366,0.024882074359389366,0.0,1.1250556943380472,1.1102010959454915,1.125055694338047,2.220446049250313e-16,1.9736321147698953e-16,,r0006,0
20007,5,23242.70916234229,cloud_0,1,0.6,0.003,1,r0006,r0006,1,1,0,0,0.016343298224219524,0.016343298224219524,0.0,1.2935965685894446,1.2838396195495856,1.2935965685894446,0.0,0.0,,r0006,1
20007,5,23242.70916234229,edge_5,2,0.6,0.003,1,r0006,r0006,1,1,0,0,0.04139577177359538,0.04139577177359538,0.0,1.0701901607831381,1.0454768850343017,1.0701901607831381,0.0,0.0,,r0006,0
20007,5,23242.70916234229,cloud_0,2,0.6,0.003,1,r0006,r0006,1,1,0,0,0.028445038920447176,0.028445038920447176,0.0,1.252793760835432,1.235812072599925,1.252793760835432,0.0,0.0,,r0006,0
20007,5,23242.70916234229,edge_5,4,0.6,0.003,1,r0006,r0006,1,1,0,0,0.07442316660200737,0.07442316660200737,0.0,0.9604590936733204,0.916028463211922,0.9604590936733204,0.0,0.0,,r0006,0
20007,5,23242.70916234229,cloud_0,4,0.6,0.003,1,r0006,r0006,1,1,0,0,0.052648520312902465,0.052648520312902465,0.0,1.1711881453274073,1.1397569787006046,1.1711881453274073,0.0,0.0,,r0006,0
20007,5,23242.70916234229,edge_5,8,0.6,0.003,1,r0006,r0006,1,1,0,0,0.1404779562588314,0.1404779562588314,0.0,0.7409969594536857,0.6571316195671634,0.7409969594536857,0.0,0.0,,r0006,0
20007,5,23242.70916234229,cloud_0,8,0.6,0.003,1,r0006,r0006,1,1,0,0,0.10105548309781306,0.10105548309781306,0.0,1.0079769143113575,0.947646790901963,1.0079769143113575,0.0,0.0,,r0006,0
20007,6,34655.09996831621,edge_5,1,0.6,0.003,1,r0005,r0005,1,1,0,0,0.018197386790745815,0.018197386790745815,0.0,-1.0548892926976587,-1.065753132611734,-1.0548892926976587,0.0,0.0,,r0005,0
20007,6,34655.09996831621,cloud_0,1,0.6,0.003,1,r0005,r0005,1,1,0,0,0.011560614005981412,0.011560614005981412,0.0,-0.39537565015106096,-0.4022773367126319,-0.39537565015106096,0.0,0.0,,r0005,1
20007,6,34655.09996831621,edge_5,2,0.6,0.003,1,r0005,r0005,1,1,0,0,0.028539986768856527,0.028539986768856527,0.0,-1.0577407300612123,-1.0747791021622197,-1.0577407300612123,0.0,0.0,,r0005,0
20007,6,34655.09996831621,cloud_0,2,0.6,0.003,1,r0005,r0005,1,1,0,0,0.01913998644574969,0.01913998644574969,0.0,-0.39539838826838025,-0.40682496017649283,-0.39539838826838025,0.0,0.0,,r0005,0
20007,6,34655.09996831621,edge_5,4,0.6,0.003,1,r0005,r0005,1,1,0,0,0.04922518672507795,0.04922518672507795,0.0,-1.0634436047883198,-1.0928310412631912,-1.0634436047883196,-2.220446049250313e-16,-2.087977246045216e-16,,r0005,0
20007,6,34655.09996831621,cloud_0,4,0.6,0.003,1,r0005,r0005,1,1,0,0,0.03429873132528622,0.03429873132528622,0.0,-0.3954438645030189,-0.41592020710421473,-0.3954438645030189,0.0,0.0,,r0005,0
20007,6,34655.09996831621,edge_5,8,0.6,0.003,1,r0005,r0005,1,1,0,0,0.09059558663752078,0.09059558663752078,0.0,-1.0748493542425344,-1.1289349194651344,-1.0748493542425344,0.0,0.0,,r0005,0
20007,6,34655.09996831621,cloud_0,8,0.6,0.003,1,r0005,r0005,1,1,0,0,0.06461622108435931,0.06461622108435931,0.0,-0.3955348169722961,-0.43411070095965865,-0.39553481697229614,5.551115123125783e-17,1.4034453820318405e-16,,r0005,0
20007,7,43498.603874511384,edge_5,1,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.035856153001533934,0.035856153001533934,0.0,6.042903154717305,6.0214970313753895,6.0429031547173055,-8.881784197001252e-16,-1.4697876119473825e-16,,r0011|r0023,0
20007,7,43498.603874511384,cloud_0,1,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.025569702794938573,0.025569702794938573,0.0,6.291419833374045,6.276154720805467,6.291419833374046,-8.881784197001252e-16,-1.4117296941282033e-16,,r0011|r0023,1
20007,7,43498.603874511384,edge_5,2,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.06160641997982764,0.06160641997982764,0.0,5.921681267151727,5.88490223442377,5.921681267151727,0.0,0.0,,r0011|r0023,0
20007,7,43498.603874511384,cloud_0,2,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.04568052995615969,0.04568052995615969,0.0,6.195718968824052,6.168447692440225,6.195718968824052,0.0,0.0,,r0011|r0023,0
20007,7,43498.603874511384,edge_5,4,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.11310695393641501,0.11310695393641501,0.0,5.783277261226285,5.715752409726245,5.783277261226285,0.0,0.0,,r0011|r0023,0
20007,7,43498.603874511384,cloud_0,4,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.08590218427860194,0.08590218427860194,0.0,6.093014223784326,6.041730619770001,6.093014223784326,0.0,0.0,,r0011|r0023,0
20007,7,43498.603874511384,edge_5,8,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.21610802184958983,0.21610802184958983,0.0,5.580181178069485,5.45116468902528,5.580181178069485,0.0,0.0,,r0011|r0023,0
20007,7,43498.603874511384,cloud_0,8,0.6,0.003,2,r0011|r0023,r0011|r0023,1,1,0,0,0.16634549292348644,0.16634549292348644,0.0,5.944983164548952,5.84567490527363,5.944983164548952,0.0,0.0,,r0011|r0023,0
20007,8,47020.47523537526,edge_5,1,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.04735007238072831,0.04735007238072831,0.0,4.5795354342350665,4.5512674410237715,4.5795354342350665,0.0,0.0,,r0012|r0021,0
20007,8,47020.47523537526,cloud_0,1,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.030753440676126235,0.030753440676126235,0.0,5.180657454196138,5.16229765011249,5.180657454196137,8.881784197001252e-16,1.7144125577743692e-16,,r0012|r0021,1
20007,8,47020.47523537526,edge_5,2,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.07716436881851205,0.07716436881851205,0.0,4.485214751186785,4.439147623002134,4.485214751186786,-8.881784197001252e-16,-1.9802361067886742e-16,,r0012|r0021,0
20007,8,47020.47523537526,cloud_0,2,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.05261400289653295,0.05261400289653295,0.0,5.101159375786496,5.069748816057266,5.101159375786496,0.0,0.0,,r0012|r0021,0
20007,8,47020.47523537526,edge_5,4,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.1367929616940795,0.1367929616940795,0.0,4.4114320872591675,4.329766689127802,4.4114320872591675,0.0,0.0,,r0012|r0021,0
20007,8,47020.47523537526,cloud_0,4,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.09633512733734634,0.09633512733734634,0.0,5.047481716746218,4.9899696457258225,5.047481716746218,0.0,0.0,,r0012|r0021,0
20007,8,47020.47523537526,edge_5,8,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.2560501474452144,0.2560501474452144,0.0,4.356150646830553,4.20328870880576,4.356150646830553,0.0,0.0,,r0012|r0021,0
20007,8,47020.47523537526,cloud_0,8,0.6,0.003,2,r0012|r0021,r0012|r0021,1,1,0,0,0.18377737621897317,0.18377737621897317,0.0,5.015497349184314,4.905782255581587,5.015497349184314,0.0,0.0,,r0012|r0021,0
20008,0,0.0,cloud_0,1,0.6,0.003,1,r0012,r0012,1,1,0,0,0.016303609409217414,0.016303609409217414,0.0,-0.24470500394196246,-0.2544382587592653,-0.24470500394196248,2.7755575615628914e-17,1.1342463443130816e-16,,r0012,1
20008,0,0.0,cloud_0,2,0.6,0.003,1,r0012,r0012,1,1,0,0,0.029731936767822553,0.029731936767822553,0.0,-0.2447452889240383,-0.26249525517442834,-0.2447452889240383,0.0,0.0,,r0012,0
20008,0,0.0,cloud_0,4,0.6,0.003,1,r0012,r0012,1,1,0,0,0.05658859148503285,0.05658859148503285,0.0,-0.24482585888818992,-0.2786092480047545,-0.2448258588881899,-2.7755575615628914e-17,-1.1336864390744227e-16,,r0012,0
20008,0,0.0,cloud_0,8,0.6,0.003,1,r0012,r0012,1,1,0,0,0.11030190091945341,0.11030190091945341,0.0,-0.2449869988164932,-0.3108372336654069,-0.24498699881649322,2.7755575615628914e-17,1.132940758069335e-16,,r0012,0
20008,1,1397.906754076533,cloud_0,1,0.6,0.003,1,r0007,r0007,1,1,0,0,0.02883686643618629,0.02883686643618629,0.0,-0.17021504375422092,-0.18743065301662412,-0.17021504375422092,0.0,0.0,,r0007,1
20008,1,1397.906754076533,cloud_0,2,0.6,0.003,1,r0007,r0007,1,1,0,0,0.054068770071358935,0.054068770071358935,0.0,-0.17029073946512643,-0.20256979519772772,-0.17029073946512643,0.0,0.0,,r0007,0
20008,1,1397.906754076533,cloud_0,4,0.6,0.003,1,r0007,r0007,1,1,0,0,0.10453257734170424,0.10453257734170424,0.0,-0.17044213088693747,-0.2328480795599349,-0.17044213088693747,0.0,0.0,,r0007,0
20008,1,1397.906754076533,cloud_0,8,0.6,0.003,1,r0007,r0007,1,1,0,0,0.20546019188239484,0.20546019188239484,0.0,-0.17074491373055956,-0.29340464828434926,-0.17074491373055956,0.0,0.0,,r0007,0
20008,2,3955.2375338600887,cloud_0,1,0.6,0.003,1,r0008,r0008,1,1,0,0,0.0020961183865978138,0.0020961183865978138,0.0,0.8755916773677325,0.8743402946909336,0.8755916773677325,0.0,0.0,,r0008,1
20008,2,3955.2375338600887,cloud_0,2,0.6,0.003,1,r0008,r0008,1,1,0,0,0.002415016235043161,0.002415016235043161,0.0,0.8755907206741872,0.8741489559818664,0.8755907206741871,1.1102230246251565e-16,1.2679702952657004e-16,,r0008,0
20008,2,3955.2375338600887,cloud_0,4,0.6,0.003,1,r0008,r0008,1,1,0,0,0.0030528119319338564,0.0030528119319338564,0.0,0.8755888072870964,0.873766278563732,0.8755888072870965,-1.1102230246251565e-16,-1.2679730661074175e-16,,r0008,0
20008,2,3955.2375338600887,cloud_0,8,0.6,0.003,1,r0008,r0008,1,1,0,0,0.004328403325715247,0.004328403325715247,0.0,0.8755849805129151,0.8730009237274632,0.8755849805129152,-1.1102230246251565e-16,-1.267978607827182e-16,,r0008,0
20008,3,4814.420361599614,cloud_0,1,0.6,0.003,1,r0005,r0005,1,1,0,0,0.010883505947007396,0.010883505947007396,0.0,-0.12355284840200795,-0.13005030145237137,-0.12355284840200795,0.0,0.0,,r0005,1
20008,3,4814.420361599614,cloud_0,2,0.6,0.003,1,r0005,r0005,1,1,0,0,0.019847611808321473,0.019847611808321473,0.0,-0.12357974071959188,-0.1354287649691598,-0.12357974071959187,-1.3877787807814457e-17,-1.1229824344189067e-16,,r0005,0
20008,3,4814.420361599614,cloud_0,4,0.6,0.003,1,r0005,r0005,1,1,0,0,0.03777582353094964,0.03777582353094964,0.0,-0.12363352535475976,-0.14618569200273668,-0.12363352535475974,-1.3877787807814457e-17,-1.1224939002582746e-16,,r0005,0
20008,3,4814.420361599614,cloud_0,8,0.6,0.003,1,r0005,r0005,1,1,0,0,0.07363224697620596,0.07363224697620596,0.0,-0.12374109462509554,-0.16769954606989051,-0.12374109462509555,1.3877787807814457e-17,1.121518105998712e-16,,r0005,0
20008,4,8613.606601615673,cloud_0,1,0.6,0.003,3,r0000|r0013|r0014,r0000|r0013|r0014,1,1,0,0,0.009399309162002331,0.009399309162002331,0.0,6.4602378290549405,6.4546264414852255,6.4602378290549405,0.0,0.0,,r0000|r0013|r0014,1
20008,4,8613.606601615673,cloud_0,2,0.6,0.003,3,r0000|r0013|r0014,r0000|r0013|r0014,1,1,0,0,0.01520225917313569,0.01520225917313569,0.0,6.340618608300936,6.331542859574574,6.340618608300936,0.0,0.0,,r0000|r0013|r0014,0
20008,4,8613.606601615673,cloud_0,4,0.6,0.003,3,r0000|r0013|r0014,r0000|r0013|r0014,1,1,0,0,0.026808159195402415,0.026808159195402415,0.0,6.246177353650806,6.23017288261115,6.246177353650805,8.881784197001252e-16,1.4219551726000817e-16,,r0000|r0013|r0014,0
20008,4,8613.606601615673,cloud_0,8,0.6,0.003,3,r0000|r0013|r0014,r0000|r0013|r0014,1,1,0,0,0.05001995923993585,0.05001995923993585,0.0,6.183788895948531,6.153926980282289,6.183788895948531,0.0,0.0,,r0000|r0013|r0014,0
20008,5,11699.340807509616,cloud_0,1,0.6,0.003,1,r0023,r0023,1,1,0,0,0.030275079782201217,0.030275079782201217,0.0,1.6738625532351332,1.655788330605159,1.6738625532351332,0.0,0.0,,r0023,1
20008,5,11699.340807509616,cloud_0,2,0.6,0.003,1,r0023,r0023,1,1,0,0,0.055210888284424185,0.055210888284424185,0.0,1.653205541066133,1.620244640760332,1.6532055410661333,-2.220446049250313e-16,-1.343115537719752e-16,,r0023,0
20008,5,11699.340807509616,cloud_0,4,0.6,0.003,1,r0023,r0023,1,1,0,0,0.10508250528887017,0.10508250528887017,0.0,1.6118915167281331,1.5491572610706776,1.6118915167281331,0.0,0.0,,r0023,0
20008,5,11699.340807509616,cloud_0,8,0.6,0.003,1,r0023,r0023,1,1,0,0,0.20482573929776204,0.20482573929776204,0.0,1.5292634680521329,1.4069825016913686,1.5292634680521326,2.220446049250313e-16,1.4519708968648545e-16,,r0023,0
20008,6,14992.269270725785,cloud_0,1,0.6,0.003,1,r0003,r0003,1,1,0,0,0.014694101384873943,0.014694101384873943,0.0,-0.028388129929854185,-0.03716050845662392,-0.028388129929854178,-6.938893903907228e-18,-2.444294119074743e-16,,r0003,1
20008,6,14992.269270725785,cloud_0,2,0.6,0.003,1,r0003,r0003,1,1,0,0,0.02679677133261356,0.02679677133261356,0.0,-0.0284244379396974,-0.04442211042526769,-0.028424437939697397,-3.469446951953614e-18,-1.2205859476673083e-16,,r0003,0
20008,6,14992.269270725785,cloud_0,4,0.6,0.003,1,r0003,r0003,1,1,0,0,0.05100211122809281,0.05100211122809281,0.0,-0.028497053959383838,-0.05894531436255525,-0.02849705395938384,3.469446951953614e-18,1.2174756579745165e-16,,r0003,0
20008,6,14992.269270725785,cloud_0,8,0.6,0.003,1,r0003,r0003,1,1,0,0,0.09941279101905129,0.09941279101905129,0.0,-0.028642285998756713,-0.08799172223713034,-0.02864228599875672,6.938893903907228e-18,2.4226047823865827e-16,,r0003,0
20008,7,16468.221397378682,cloud_0,1,0.6,0.003,3,r0004|r0017|r0021,r0004|r0017|r0021,1,1,0,0,0.02924165128760756,0.02924165128760756,0.0,5.41250560938917,5.395048343570468,5.41250560938917,0.0,0.0,,r0004|r0017|r0021,1
20008,7,16468.221397378682,cloud_0,2,0.6,0.003,3,r0004|r0017|r0021,r0004|r0017|r0021,1,1,0,0,0.05600444769375703,0.05600444769375703,0.0,5.370225389601154,5.336790734327981,5.3702253896011545,-8.881784197001252e-16,-1.6538941203845636e-16,,r0004|r0017|r0021,0
20008,7,16468.221397378682,cloud_0,4,0.6,0.003,3,r0004|r0017|r0021,r0004|r0017|r0021,1,1,0,0,0.10953004050605597,0.10953004050605597,0.0,5.3467818551781265,5.281392420996011,5.3467818551781265,0.0,0.0,,r0004|r0017|r0021,0
20008,7,16468.221397378682,cloud_0,8,0.6,0.003,3,r0004|r0017|r0021,r0004|r0017|r0021,1,1,0,0,0.21658122613065386,0.21658122613065386,0.0,5.297929947507714,5.168630955507714,5.297929947507715,-8.881784197001252e-16,-1.676463125221102e-16,,r0004|r0017|r0021,0
20009,0,0.0,edge_5,1,0.6,0.003,1,r0005,r0005,1,1,0,0,0.02208385540730535,0.02208385540730535,0.0,-0.9594637898485182,-0.9726478515266795,-0.9594637898485182,0.0,0.0,,r0005,0
20009,0,0.0,cloud_0,1,0.6,0.003,1,r0005,r0005,1,1,0,0,0.014644217273391989,0.014644217273391989,0.0,-0.43973818800227116,-0.44848078571448613,-0.4397381880022711,-5.551115123125783e-17,-1.2623682169484703e-16,,r0005,1
20009,0,0.0,edge_5,2,0.6,0.003,1,r0005,r0005,1,1,0,0,0.04221167885422936,0.04221167885422936,0.0,-0.9650855480539715,-0.9902859203299464,-0.9650855480539715,0.0,0.0,,r0005,0
20009,0,0.0,cloud_0,2,0.6,0.003,1,r0005,r0005,1,1,0,0,0.025768555387665083,0.025768555387665083,0.0,-0.43977156101661397,-0.45515538858305,-0.43977156101661397,0.0,0.0,,r0005,0
20009,0,0.0,edge_5,4,0.6,0.003,1,r0005,r0005,1,1,0,0,0.0824673257480774,0.0824673257480774,0.0,-0.9763290644648785,-1.0255620579364808,-0.9763290644648785,0.0,0.0,,r0005,0
20009,0,0.0,cloud_0,4,0.6,0.003,1,r0005,r0005,1,1,0,0,0.04801723161621126,0.04801723161621126,0.0,-0.4398383070452996,-0.4685045943201777,-0.4398383070452996,0.0,0.0,,r0005,0
20009,0,0.0,edge_5,8,0.6,0.003,1,r0005,r0005,1,1,0,0,0.16297861953577344,0.16297861953577344,0.0,-0.9988160972866925,-1.0961143331495493,-0.9988160972866926,1.1102230246251565e-16,1.111538978637913e-16,,r0005,0
