episode,episode_seed,arrival_rate_rps,method,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,mapping_steps,reward,failure_reason
0,20007,0.4,full,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,56444.26586637169,6780.364876723838,11174.782402813278,0.75,0.21259909781463468,0.159449323360976,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-280.50317248323245,
1,20008,0.4,full,driving,keep,0.1,12,0,1.0,8,1.5,22077.553482406867,3707.8732749404903,6828.537473070022,0.41666666666666663,0.5435384862531324,0.22647436927213851,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-146.28972704742998,
2,20009,0.4,full,driving,keep,0.1,12,0,1.0,5,2.4,38716.8098082156,10541.148193778741,20306.873849642696,0.33333333333333337,0.30994289197488667,0.10331429732496222,2,2,0.5,0.0,26.013499088570875,0.0,13.006749544285437,13.006749544285437,0.0,0.0,0.0,140,-163.26042746120385,
3,20010,0.4,full,driving,keep,0.1,12,0,1.0,5,2.4,47034.04807592826,16859.411642745803,27689.387911956794,0.6666666666666667,0.25513432270656555,0.1700895484710437,6,6,0.6666666666666666,0.0,74.89698040996187,0.0,12.482830068326978,12.482830068326978,0.0,0.0,0.0,140,-220.3200085368976,
4,20011,0.4,full,driving,keep,0.1,12,0,1.0,5,2.4,48379.761155167114,13304.634160249183,22837.075117529756,0.5,0.24803760319346596,0.12401880159673298,2,2,0.5,0.0,25.11830010982056,0.0,12.55915005491028,12.55915005491028,0.0,0.0,0.0,140,-223.9502981081502,
5,20012,0.4,full,driving,keep,0.1,12,0,1.0,6,2.0,33286.6908816176,8581.649614584325,14472.665095221302,0.25,0.36050444433414486,0.09012611108353621,1,1,0.0,0.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,168,-179.2633166986964,
6,20013,0.4,full,driving,keep,0.1,12,0,1.0,4,3.0,39098.584680366475,14360.362215744608,22285.579541762825,0.16666666666666663,0.3069164804327521,0.05115274673879202,4,4,0.5,0.0,48.0,0.0,12.0,12.0,0.0,0.0,0.0,112,-180.55604596915148,
7,20014,0.4,full,driving,keep,0.1,12,0,1.0,5,2.4,39755.58473613915,12841.798293777727,26002.992114870824,0.5,0.30184438437127553,0.15092219218563777,1,1,1.0,0.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,140,-189.5641017376016,
8,20015,0.4,full,driving,keep,0.1,12,0,1.0,8,1.5,45172.54924653008,7426.074854771391,14340.21720928108,0.5833333333333333,0.26564805839293604,0.15496136739587935,2,2,0.5,0.0,29.389573789151353,0.0,14.694786894575676,14.694786894575676,0.0,0.0,0.0,224,-215.12211914793477,
9,20016,0.4,full,driving,keep,0.1,12,0,1.0,7,1.7142857142857142,44999.61918929053,9272.24668148823,16185.523897080191,0.75,0.2666689233418198,0.20000169250636485,2,2,1.0,0.0,28.76072325184597,0.0,14.380361625922985,14.380361625922985,0.0,0.0,0.0,196,-224.77040107996112,
10,20017,0.4,full,driving,keep,0.1,12,0,1.0,8,1.5,42255.401966704994,8479.510710285262,15853.234955463895,0.8333333333333334,0.28398735881048676,0.2366561323420723,2,2,1.0,0.0,30.137276127051365,0.0,15.068638063525682,15.068638063525682,0.0,0.0,0.0,224,-215.42439084058293,
11,20018,0.4,full,driving,keep,0.1,12,0,1.0,7,1.7142857142857142,34338.45532109115,9089.554333717251,18197.35190087431,0.75,0.3494624288655593,0.2620968216491695,2,2,1.0,0.0,24.215801485882103,0.0,12.107900742941052,12.107900742941052,0.0,0.0,0.0,196,-201.32156027358315,
12,20019,0.4,full,driving,keep,0.1,12,0,1.0,6,2.0,45460.61913852788,9572.163729993457,21321.828160726254,0.41666666666666663,0.2639647287564106,0.10998530364850441,3,2,1.0,0.0,37.48269310470414,0.0,12.49423103490138,18.74134655235207,0.0,0.0,0.0,168,-232.41491656803146,
13,20020,0.4,full,driving,keep,0.1,12,0,1.0,4,3.0,80664.21016889719,33667.28684430724,62046.08599386347,0.0,0.14876486083324977,0.0,12,7,0.0,0.0,157.92212794523314,0.0,13.160177328769429,22.560303992176163,0.0,0.0,0.0,112,-309.70797868887274,
14,20021,0.4,full,driving,keep,0.1,12,0,1.0,6,2.0,51971.680772381114,13515.415106668019,22368.380475077563,0.5,0.23089497629595737,0.11544748814797869,1,1,1.0,0.0,14.310045300143145,0.0,14.310045300143145,14.310045300143145,0.0,0.0,0.0,168,-257.2230204297659,
15,20022,0.4,full,driving,keep,0.1,12,0,1.0,8,1.5,33268.05975305015,5909.930684888412,11311.52086447616,0.5833333333333333,0.36070633782301637,0.21041203039675954,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-162.82015661089497,
16,20023,0.4,full,driving,keep,0.1,12,0,1.0,4,3.0,39128.62016305611,12544.45814444394,23430.052333110398,0.5,0.30668088856682924,0.15334044428341462,4,4,0.75,0.0,49.85468160775386,0.0,12.463670401938465,12.463670401938465,0.0,0.0,0.0,112,-163.8874585227887,
17,20024,0.4,full,driving,keep,0.1,12,0,1.0,4,3.0,43301.56933761644,17985.900399119408,28241.02399807342,0.16666666666666663,0.27712621467452214,0.046187702445753695,7,6,0.3333333333333333,0.0,93.82653137344256,0.0,13.40379019620608,15.637755228907094,0.0,0.0,0.0,112,-226.93728228460932,
18,20025,0.4,full,driving,keep,0.1,12,0,1.0,8,1.5,40596.998337378296,8935.607759732962,18011.582288266894,0.5,0.295588356071917,0.1477941780359585,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-207.25614298835532,
19,20026,0.4,full,driving,keep,0.1,12,0,1.0,8,1.5,50605.868986693305,7259.065861083666,15697.764531240562,0.6666666666666667,0.23712664638078584,0.1580844309205239,2,2,1.0,0.0,24.0,0.0,12.0,12.0,0.0,0.0,0.0,224,-239.6880027670984,
