episode,episode_seed,node_id,group_size,weight,batch_changed,batch_size,baseline_batch_size,batch_size_delta,utility,baseline_utility,estimated_handover_ms,baseline_handover_ms,handover_delta_ms,batch_ids,baseline_batch_ids
0,20007,edge_5,1,0.003,0,4,4,0,7.785270890895606,7.785270890895606,9.70646013107508,9.70646013107508,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,edge_5,1,0.01,0,4,4,0,7.7197694019055305,7.785270890895606,9.70646013107508,9.70646013107508,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,edge_5,1,0.03,0,4,4,0,7.532622290505317,7.785270890895606,9.70646013107508,9.70646013107508,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,edge_5,1,0.1,0,4,4,0,6.877607400604566,7.785270890895606,9.70646013107508,9.70646013107508,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,edge_5,1,0.3,0,4,4,0,5.006136286602421,7.785270890895606,9.70646013107508,9.70646013107508,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,cloud_0,1,0.003,0,4,4,0,8.174861647436606,8.174861647436606,9.207830332973241,9.207830332973241,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,cloud_0,1,0.01,0,4,4,0,8.15728799603242,8.174861647436606,9.207830332973241,9.207830332973241,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,cloud_0,1,0.03,0,4,4,0,8.10707756344903,8.174861647436606,9.207830332973241,9.207830332973241,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,cloud_0,1,0.1,0,4,4,0,7.931341049407166,8.174861647436606,9.207830332973241,9.207830332973241,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,cloud_0,1,0.3,0,4,4,0,7.429236723573272,8.174861647436606,9.207830332973241,9.207830332973241,0.0,r0000|r0007|r0002|r0015,r0000|r0007|r0002|r0015
0,20007,edge_5,2,0.003,0,3,3,0,7.67691484873065,7.67691484873065,9.941946841433438,9.941946841433438,0.0,r0000|r0007|r0002,r0000|r0007|r0002
0,20007,edge_5,2,0.01,1,4,3,1,7.604226432310604,7.67691484873065,9.70646013107508,9.941946841433438,-0.23548671035835866,r0000|r0007|r0002|r0015,r0000|r0007|r0002
0,20007,edge_5,2,0.03,1,4,3,1,7.415726511622955,7.67691484873065,9.70646013107508,9.941946841433438,-0.23548671035835866,r0000|r0007|r0002|r0015,r0000|r0007|r0002
0,20007,edge_5,2,0.1,1,4,3,1,6.755976789216183,7.67691484873065,9.70646013107508,9.941946841433438,-0.23548671035835866,r0000|r0007|r0002|r0015,r0000|r0007|r0002
0,20007,edge_5,2,0.3,1,4,3,1,4.870977582339692,7.67691484873065,9.70646013107508,9.941946841433438,-0.23548671035835866,r0000|r0007|r0002|r0015,r0000|r0007|r0002
0,20007,cloud_0,2,0.003,0,3,3,0,8.07186415486104,8.07186415486104,9.277107110630988,9.277107110630988,0.0,r0000|r0007|r0002,r0000|r0007|r0002
0,20007,cloud_0,2,0.01,0,3,3,0,8.05343803717249,8.07186415486104,9.277107110630988,9.277107110630988,0.0,r0000|r0007|r0002,r0000|r0007|r0002
0,20007,cloud_0,2,0.03,0,3,3,0,8.000791986633782,8.07186415486104,9.277107110630988,9.277107110630988,0.0,r0000|r0007|r0002,r0000|r0007|r0002
0,20007,cloud_0,2,0.1,0,3,3,0,7.816530809748301,8.07186415486104,9.277107110630988,9.277107110630988,0.0,r0000|r0007|r0002,r0000|r0007|r0002
0,20007,cloud_0,2,0.3,0,3,3,0,7.290070304361208,8.07186415486104,9.277107110630988,9.277107110630988,0.0,r0000|r0007|r0002,r0000|r0007|r0002
