anchor_error_pct,prediction_accuracy_pct,avg_e2e_ms,gain_vs_keep_pct,extra_vs_reactive_pct,extra_gain_ms,extra_ci_low_ms,extra_ci_high_ms,p95_e2e_ms,extra_p95_vs_reactive_pct,slo,extra_slo_pp,goodput,plan_rate,accept_rate,wrong_plan_events,accepted_events,mean_hidden_ms
0,100.0,11235.872479001142,28.462436666665802,3.572598566756935,416.28480409205355,214.12199770054917,618.4476104835579,20727.701371200288,3.2212491475667404,0.4716666666666666,1.749999999999996,0.13615505777273348,0.756294058408862,0.31419939577039274,0,312,428.73277530183316
10,90.09009009009009,11310.237781502396,27.988960971081987,2.9343879702594555,341.91950159080255,173.95958389459867,509.87941928700644,20893.7979655506,2.4457352285751743,0.4691666666666666,1.4999999999999958,0.1355844847358047,0.7597597597597597,0.2902902902902903,70,290,435.6987952411093
20,80.18018018018019,11368.167103664002,27.620131353200694,2.4372326302293357,283.9901794291948,130.327555342824,437.65280351556567,20976.54513762787,2.0593842383328953,0.4675000000000001,1.333333333333342,0.13489962651470006,0.7587587587587588,0.2602602602602603,144,260,427.8055293456205
30,71.1864406779661,11394.499685753643,27.452474701481965,2.211243730063628,257.65759733955485,113.83846648752245,401.47672819158726,21025.212279382962,1.8321547398820748,0.4658333333333334,1.1666666666666714,0.13427577032893512,0.7577268195413759,0.2313060817547358,212,232,421.1108779332278
40,60.239760239760244,11446.723291750712,27.119972750388044,1.7630554270028354,205.433991342484,82.83000431758654,328.03797836738147,21131.920306038628,1.333929232831288,0.4650000000000001,1.0833333333333417,0.1338458387822681,0.7572427572427572,0.1958041958041958,288,196,404.2073043827891
