episode,episode_seed,arrival_rate_rps,method,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,mapping_steps,reward,failure_reason
0,20007,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,12,1.0,49433.19521236545,2503.296897963219,4506.552763812335,0.25,0.24275185830994522,0.060687964577486306,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,-220.54245207162478,
1,20008,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,5,2.4,23645.9758718061,8683.922909190676,13934.015378379481,0.16666666666666663,0.5074859276291493,0.08458098793819155,2,2,0.0,0.0,28.075157555091423,0.0,14.037578777545711,14.037578777545711,0.0,0.0,0.0,140,-147.86129075622392,
2,20009,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,25298.747130149495,3162.2718900571176,4900.356694298612,0.41666666666666663,0.47433178956514954,0.19763824565214563,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,-176.68231328330478,
3,20010,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,6,2.0,34794.57194690792,7884.494967583832,12131.827893958001,0.0,0.3448813803000787,0.0,3,3,0.0,0.0,38.82629821347363,0.0,12.94209940449121,12.94209940449121,0.0,0.0,0.0,160,-193.41213384637564,
4,20011,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,12,1.0,28934.08860279713,1637.386142848138,3123.0623197254513,0.75,0.4147357176074981,0.31105178820562357,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,-169.1789887374396,
5,20012,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,11,1.0909090909090908,24410.19316221852,2788.890002248514,5537.746073091234,0.6666666666666667,0.4915979124070717,0.32773194160471447,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,-176.6851013924676,
6,20013,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,23226.118093418743,3246.6203380373263,6229.410896043233,0.25,0.5166597341722924,0.1291649335430731,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,-139.56038303242156,
7,20014,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,23384.781550397078,4040.7183979792003,7998.993033409986,0.33333333333333337,0.5131542483789521,0.17105141612631738,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-171.3690614920688,
8,20015,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,35204.13368484561,6487.671557473412,8919.571804026027,0.08333333333333337,0.34086906121384436,0.028405755101153694,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,-216.73976768239004,
9,20016,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,10,1.2,36254.96583297104,4612.479581595379,8563.63121933001,0.5833333333333333,0.3309891410540772,0.1930769989482117,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,-190.17134044717685,
10,20017,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,10,1.2,38533.87454946553,2804.3568115152334,5713.209296158925,0.6666666666666667,0.31141431118211915,0.20760954078807944,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-151.46466189155666,
11,20018,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,22343.867200821867,2464.097668524165,4384.228889248418,0.5833333333333333,0.5370601199938481,0.3132850699964114,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-142.00095585177377,
12,20019,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,32093.76623068411,3859.1611425425995,5147.19702590253,0.25,0.3739043873425823,0.09347609683564558,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-183.5507497634354,
13,20020,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,12,1.0,38827.51604566799,1586.3395077432226,3912.665279579206,0.5833333333333333,0.30905917303300806,0.180284517602588,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,-160.1278069186283,
14,20021,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,10,1.2,33356.56302552681,2072.222670093973,3651.358335468418,0.5833333333333333,0.3597492940389796,0.20985375485607144,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-134.03082372704856,
15,20022,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,7,1.7142857142857142,41738.12951907661,8029.492500995242,20040.462009531428,0.16666666666666663,0.2875068944935672,0.04791781574892786,2,2,0.0,0.0,24.0,0.0,12.0,12.0,0.0,0.0,0.0,196,-191.29743475077873,
16,20023,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,7,1.7142857142857142,21945.435459631004,6893.687152287449,13173.108834208775,0.08333333333333337,0.5468107489629996,0.045567562413583305,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-160.75633669159225,
17,20024,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,6,2.0,28234.45119296345,6045.393716534221,13186.213818031087,0.33333333333333337,0.42501268815136817,0.14167089605045605,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,-151.56551987240493,
18,20025,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,32957.18322218718,5754.628830509559,10744.562060495962,0.0,0.364108786818937,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,-205.5264774101343,
19,20026,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,56708.54852314921,7814.792502359926,25132.60894115164,0.41666666666666663,0.21160830796262461,0.08817012831776026,2,1,1.0,0.0,27.070989786467045,0.0,13.535494893233523,27.070989786467045,0.0,0.0,0.0,252,-285.24895461518753,
20,20027,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,28957.10836195603,3486.8767008301706,6436.794093427338,0.08333333333333337,0.4144060190680382,0.03453383492233652,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,-154.1070742823496,
21,20028,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,6,2.0,41667.16057288714,9896.70868643463,26427.77378759528,0.16666666666666663,0.2879965861606709,0.047999431026778484,1,1,1.0,0.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,168,-248.5758234028586,
22,20029,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,5,2.4,85492.65333206355,24079.65706735045,56228.571201480874,0.08333333333333337,0.14036293801048125,0.011696911500873437,7,6,0.16666666666666666,0.0,84.25002527464832,0.0,12.035717896378332,14.041670879108054,0.0,0.0,0.0,140,-402.4660318313645,
23,20030,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,38583.81970949512,5389.415416798491,8782.056948108151,0.0,0.31101119822636203,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-190.49655964438853,
24,20031,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,23068.80897502318,3088.191159462099,7646.62966147068,0.6666666666666667,0.5201829020732069,0.34678860138213796,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-170.65239476979227,
25,20032,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,37224.74138682469,3925.156484836943,7091.161872034711,0.33333333333333337,0.3223662422607797,0.10745541408692656,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-210.74884042629415,
26,20033,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,11,1.0909090909090908,41114.417636129874,2015.4708348761676,3962.289329222749,0.5833333333333333,0.291868417210775,0.17025657670628544,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,-163.45559670628614,
27,20034,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,32589.298118108334,4394.399396867188,7613.383272332961,0.5833333333333333,0.368219037934179,0.21479443879493776,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,-176.2792105124252,
28,20035,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,11,1.0909090909090908,24181.646707436725,1696.4132571344096,2606.5264593165143,0.75,0.4962441203935698,0.3721830902951774,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,-136.93541495319732,
29,20036,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,10,1.2,25721.901334311537,2075.607047716374,4079.4607132270767,0.75,0.46652849818658976,0.3498963736399423,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-152.4145331878892,
30,20037,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,4,3.0,53100.265763843265,13264.286101783642,28549.513594250966,0.0,0.22598756950423723,0.0,3,2,0.0,0.0,41.28550964069031,0.0,13.761836546896768,20.642754820345154,0.0,0.0,0.0,112,-205.95129770570918,
31,20038,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,7,1.7142857142857142,44189.88888965069,9370.764126672451,18460.36239241983,0.0,0.27155533316605396,0.0,2,2,0.0,0.0,25.99810018336879,0.0,12.999050091684396,12.999050091684396,0.0,0.0,0.0,176,-209.50196382138012,
32,20039,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,11,1.0909090909090908,30852.75074998907,3698.4352703186128,6139.190595853043,0.25,0.38894424997110677,0.09723606249277669,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,-191.5226237619305,
33,20040,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,32057.6194562016,4339.78758232552,6510.893706287725,0.25,0.37432598563330255,0.09358149640832564,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-169.9295527101608,
34,20041,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,34743.7207677485,4114.6044264439215,8238.237422546434,0.41666666666666663,0.34538615136290246,0.14391089640120935,1,1,0.0,0.0,13.551300509592732,0.0,13.551300509592732,13.551300509592732,0.0,0.0,0.0,252,-161.87518382873787,
35,20042,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,5,2.4,22927.7317962516,5987.282910824961,7540.996780178447,0.08333333333333337,0.5233836520175036,0.043615304334791966,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,-171.58337568240256,
36,20043,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,6,2.0,27820.993755953823,6412.257198564483,9283.795974319495,0.0,0.4313289491117457,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,-184.32172487638994,
37,20044,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,10,1.2,54163.660827050575,5317.012369711453,12335.24771796246,0.33333333333333337,0.22155075592687642,0.07385025197562547,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,-231.65576980906707,
38,20045,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,5,2.4,64279.16321735845,14330.459694453459,43508.127756413916,0.08333333333333337,0.18668569096679571,0.015557140913899642,4,3,0.0,0.0,52.34219325355651,0.0,13.085548313389127,17.447397751185502,0.0,0.0,0.0,140,-302.2220564518332,
39,20046,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,35951.708422008196,4355.786373741951,7138.699804705425,0.16666666666666663,0.33378107819360486,0.05563017969893414,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-202.07866905360538,
40,20047,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,7,1.7142857142857142,24542.126643059386,4326.199108040449,7276.748004489067,0.16666666666666663,0.48895518202346366,0.08149253033724395,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,-159.86773482153131,
41,20048,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,8,1.5,26496.722712596435,3628.854622217921,5993.826701300946,0.16666666666666663,0.45288619766908944,0.07548103294484824,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-172.84532823836884,
42,20049,0.4,lecu_rba,driving,keep,0.1,12,0,1.0,9,1.3333333333333333,22815.027489357024,2983.548177243237,5664.674234076723,0.25,0.5259691230088536,0.1314922807522134,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,-170.9613256405039,
