weight,episodes,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_overhead_ms,mean_batch_size,mapping_steps,avg_change_pct,p95_change_pct,slo_change_pp,goodput_change_pct
0.003,5,10266.043198313524,17887.91377947882,0.5333333333333333,0.3130816024492916,0.15623019176479702,8.2,104.11814859800177,2.006666666666667,179.2,0.0,0.0,0.0,0.0
0.01,5,10266.043198313524,17887.91377947882,0.5333333333333333,0.3130816024492916,0.15623019176479702,8.2,104.11814859800177,2.006666666666667,179.2,0.0,0.0,0.0,0.0
0.03,5,10266.043198313524,17887.91377947882,0.5333333333333333,0.3130816024492916,0.15623019176479702,8.2,104.11814859800177,2.006666666666667,179.2,0.0,0.0,0.0,0.0
0.1,5,10266.043198313524,17887.91377947882,0.5333333333333333,0.3130816024492916,0.15623019176479702,8.2,104.11814859800177,2.006666666666667,179.2,0.0,0.0,0.0,0.0
0.3,5,10152.52981377055,18548.681227235895,0.5666666666666667,0.3092930726361249,0.16284113056577218,7.8,99.03155385968005,1.8466666666666665,190.4,-1.1057169968038072,3.6939324278000285,3.3333333333333326,4.231537276052166
